अफ्रीका	Afrika
आदिलाबाद	Adilabad
जलकुखुरा	Tupprall
घोरल	Goral (getdjur)
देवी	Devi
२०१४ एसियाली खेलकुद	Asiatiska spelen 2014
साइला स्टाइलेज	Shyla Stylez
कल्की (वनस्पति)	Lampborstsläktet
बोडी	Ögonböna
अमारो	Spondias dulcis
ताडको रूख	Palmyrapalm
कालिम्पोङ	Kalimpong
ऋषिकेश	Rishikesh
मुख तथा अनुहार शल्यचिकित्सा	Käkkirurgi
रायो	Sareptasenap
वनभोज	Picknick
बाह्रसिंगा	Barasingahjort
एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)	Nepals förenade kommunistiska parti (maoistiskt)
स्वतन्त्र तथा खुल्ला श्रोत सफ्टवेयर	FOSS
पहाडी हलेसो	Kilstjärtad grönduva
जेन्टिल	Jenteal
फेटावाल बाँदर	Semnopithecus schistaceus
अल्काटेल-लुसेन्ट	Alcatel-Lucent
जुरेली	Rödgumpad bulbyl
डि नोय ट्साइट	Die Neue Zeit
स्रालतो कोप्ले	Sharlto Copley
चुइयाँ चैतेचरा	Savannattskärra
बकरी ईद	Eid Al-Adha
भुइँस्याउ	Pachyrhizus erosus
माफाल्दा	Mafalda
सानो डुन्डुल	Orientsparvuggla
जी-स्पट	G-punkten
बराह अवतार	Varaha
अकोला जिल्ला	Akola (distrikt)
आँक	Kronbuske
ब्राह्मीचटी	Mindre sånglärka
आजमगढ जिल्ला	Azamgarh
रोनाल्डो	Ronaldo Luís Nazário de Lima
सार्वजनिक खरिद	Offentlig upphandling
काका (खेलाडी)	Kaká
एन्जेलिका बेला	Angelica Bella
एशिया क्यारेरा	Asia Carrera
मोटोठुँडे हलेसो	Tjocknäbbad grönduva
दक्षिण भारत	Sydindien
दक्षिण कोरिया राष्ट्रिय फुटबल टिम	Sydkoreas herrlandslag i fotboll
ढुंगे मुसो	Mus saxicola
गाजले धावक	Indisk ökenlöpare
धमिरा	Termiter
रातोटोउके बगेडी	Stäppsparv
एनिमर्फ्स	Animorphs
हुगली जिल्ला	Hugli (distrikt)
मलाया दुम्सी	Kortsvansat piggsvin
तापविद्युत प्रभाव	Seebeckeffekt
मुहम्मद हिदायतुल्लाह	M. Hitdayatullah
पियर्स मोर्गन	Piers Morgan
विश्वेश्वरप्रसाद कोइराला	Bishweshwar Prasad Koirala
लालू प्रसाद यादव	Laloo Prasad Yadav
विदर्भ	Vidarbha
मोनाल	Glansfasaner
अत्यधिक उच्चावृत्ति (EHF)	Millimetervågor
सेप्टेम्बर २०१२	September 2012
शमिज	Camisole
सेतोढाडे मुनियाँ	Vitgumpad bronsfink
कैलोनिर्गम घाँसेफिस्टो	Gräsprinia
भोटे खरायो	Ullig hare
मालेगांव	Malegaon
उडुपी	Udupi
बलिया जिल्ला	Ballia (distrikt)
सिपाही तितु	Scharlakansfink
आरा	Arrah
पटेका	Smällare
बद्रीनाथ	Badrinathpuri
अल्मोड़ा	Almora
रातोढाडे पुष्पकोकिल	Rödryggad blomsterpickare
औरंगाबाद (बिहार)	Aurangabad, Bihar
बगहा	Bagaha
इटालियाली समाजवादी पार्टी	Italienska socialistpartiet
विश्व प्रेस स्वतन्त्रता दिवस	Världsdagen för pressfrihet
हात्ती पोलो	Elefantpolo
बुरहानपुर	Burhanpur
मुसे चील	Svartskuldrad glada
भारक चाहा	Sibirisk beckasin
गुलाफीटाउके हाँस	Rosenand
सुन गोहोरो	Varanus flavescens
सानो न्याउरीमुसा	Javanesisk mungo
स्वतन्त्र प्रजातान्त्रिक संघ	Unión Demócrata Independiente
घुङ्गीफोर	Asiatisk gapnäbbstork
सुर्ती (वनस्पति)	Bondtobak
भारतीय मानक समय	Indian Standard Time
जन्मको आधारमा नागरिकता	Territorialprincipen
कालो जुरेबाज	Svart baza
मधुहा	Tofsbivråk
केन्द्रीय युरोपेली बैंकका प्रमुख	Europeiska centralbankens ordförande
कैलो जुरेबाज	Indonesisk baza
हितोपदेश	Hitopadesha
आगरा जिल्ला	Agra (distrikt)
सोनभद्र जिल्ला	Sonbhadra (distrikt)
भुँडीफोर गरुड	Mindre adjutantstork
चञ्चले फिस्टो	Bergtajgasångare
सारंगी	Sarangi
टाइजेन	Tizen
हट शेल रे	Hot Chelle Rae
पश्चिम सिक्किम	West Sikkim
बलरामपुर	Balrampur
अपरेसन इगल क्ल	Operation Eagle Claw
सुन्दर पानी छुचुन्द्रो	Nectogale elegans
ठुलो न्याउरीमुसा	Indisk mungo
चश्मे उल्लू	Vitbrynad uggla
औंला	Finger
होशंगाबाद	Hoshangabad
आत्मदहन	Självförbränning
लालमाथा सिरिन	Rödpannad gulhämpling
अप्रिल २०१२	April 2012
भारतीय साहित्य	Indisk litteratur
भारतीय प्राविधिक संस्थान	Indian Institute of Technology
अग्राधिकार शेयर	Preferensaktie
प्रमुख परिचालन अधिकारी	COO
घर तरुल	Arracacia xanthorrhiza
पानीनिहुरो	Diplazium esculentum
कस्टर्ड	Vaniljkräm
कस्तुरी बिरालो	Maskpalmmård
अरावली	Aravalli
कन्नौज जिल्ला	Kannauj (distrikt)
सुन गिद्ध	Rödhuvad gam
जुलाई २०१२	Juli 2012
मातृभूमि	Hembygd
फेब्रुअरी २०१३	Februari 2013
लालटाउके गरुड	Indisk ibisstork
रहर(दाल)	Cajanus cajan
बाराबंकी जिल्ला	Nawabganj, Uttar Pradesh
पित्ताशय-उच्छेदन	Cholecystektomi
संगीतकार	Musiker
कालो धनेश	Orienthornkorp
कम्युनिष्ट संघ	Kommunisternas förbund
ला निना	La Niña
हिमाली गिद्ध	Snögam
पिउरा	Brunkronad sånghöna
सेतोटाउके चील	Brahminglada
सुनचश्मे फिस्टो	Bambusångare
जनता राष्ट्रिय काँग्रेस/सुधार	Folkets nationalkongress Reform - Ett Guyana
फुस्रेकण्ठे बगेडी	Bergortolan
फाराबुन्दो मार्टि राष्ट्रिय मुक्ति मोर्चा	FMLN
फ्याउमुसो	Stäppmurmeldjur
अल इन्डिया अन्ना द्रविड मुनेत्र कडगम	All India Anna Dravida Munnetra Kazhagam
रतलाम	Ratlam
जलकुम्भी	Musselblomma
बाबरी मस्जिद	Babri Masjid
कुश	Desmostachya bipinnata
कोट्टायम	Kottayam
हिजडा	Hijras
कांगडा	Kangra
शिरिष	Albiziasläktet
मसूरी	Mussoorie
इक्टा ल्यूरस ल्यूपस	Ictalurus lupus
श्रीकाकुलम	Srikakulam
पद्म विभूषण	Padma Vibhushan
लघु तरंग	Kortvåg
ड्रयु ब्यारिमोर	Drew Barrymore
माचू पिचू	Machu Picchu
विपश्यना	Vipassana
इटाली राष्ट्रिय फुटबल टिम	Italiens herrlandslag i fotboll
तेलङ्गाना	Telangana
भारतीय राष्ट्रपति भवन	Rashtrapati Bhavan
देउकौवा	Gråbent rall
कागभेला सुगा	Mustaschparakit
श्रीमद्भागवत् पुराण	Bhagavata Purana
सत्यानासी झार	Gul taggvallmo
पिपला	Långpeppar
मुनाल	Satyrtragopan
विधेयक	Proposition
अन्तर्राष्ट्रिय कृषि विकास कोष	Internationella fonden för jordbruksutveckling
गुरुमुखी लिपि	Gurmukhi
प्रसेप्ट्रोन	Perceptron
कटुसटाउके फिस्टो	Brednäbbad cettia
समाजवादी विरुद्ध असाधारण कानुन	Socialistlagen
सिरु	Imperata cylindrica
ग्रेनिच	Royal Borough of Greenwich
साँढे	Tjur
मार्च २०१२	Mars 2012
भारतीय संसद	Indiens parlament
कोशी नदी	Kosi
वामन अवतार	Vamana
सिपाही	Sepoy
पहेंलोखुट्टे गंगाचील	Medelhavstrut
तामे ढुकुर	Större turturduva
आर्थ्रोस्कोपी	Artroskopi
बारीपदा	Baripada
आधुनिक विश्वका सात आश्चर्यहरू	Världens sju nya underverk
निया सलामिस फम्गुस्ता एफसी	Nea Salamis Famagusta FC
बस्ती जिल्ला	Basti (distrikt)
वाल्मीकि	Valmiki
शिक्रा	Shikra
सिमल	Bombaxsläktet
लंगुर	Hulmaner
अन्तर्राष्ट्रिय क्रिकेट परिषद	International Cricket Council
रसिया राष्ट्रिय फुटबल टिम	Rysslands herrlandslag i fotboll
दुख	Dukkha
सतिसाल	Blackwood
रातोटाउके झाडीफिस्टो	Gråsidig cettia
रूख चुइयाँ	Sibirisk piplärka
कोलार	Kolar
ऋग्वेद	Rigveda
झारल	Himalayatahr
गायत्री	Gayatri
महाकौशिक	Nepaluv
अ क्यारिबियन मिस्ट्री	Ett karibiskt mysterium
सुजी नाकामुरा	Shuji Nakamura
पाण्डुनयनी लेकचरी	Vitögd järnsparv
चालु सम्पत्ति	Omsättningstillgång
मर्जर	Företagsförvärv
देवरिया जिल्ला	Deoria (distrikt)
फरदीन खान	Fardeen Khan
मनमोहन अधिकारी	Man Mohan Adhikari
खगेन्द्र थापा मगर	Khagendra Thapa Magar
जाँ ग्राभ	Jean Grave
फिलिप्पो तुरती	Filippo Turati
ए	Mellansluten främre orundad vokal
सानो निरबिरालो	Liten indisk sibetkatt
बुद्ध एयर	Buddha Air
सेतोकण्ठे माटीकोरे	Smyrnakungsfiskare
रितेश देशमुख	Ritesh Deshmukh
रातोटाउके बौंडाई	Rödhuvad falk
पहरे बाँदर	Assammakak
खुकुरी	Kukri
देवहाँस	Amurdykand
ठूलो सिलसिले	Brun visseland
जुरे दुम्सी	Vithalsat piggsvin
घरपालुवा हाँस	Anka
डाँफे	Himalayamonal
सुँगुरे भालु	Svingrävling
अ मर्डर इज एनाउन्स्ड	Ett mord annonseras
ब्राह्मण	Brahman
कोङ्मा हिउँकुखुरा	Tibetansk snöhöna
गोब्रेसल्ला	Himalajatall
पुस्कर	Pushkar
इन्टरनेट सोसाइटी	Internet Society
रातो शिरिष	Albizia julibrissin
करेत	Bungarus
हुटिट्याउँ	Rödflikvipa
'सलिम'स लट	Staden som försvann
लामाऔंले	Bronsjaçana
बाथज्वरो	Reumatisk feber
लेकाली मलेवा	Stenduva
खैरो ओत	Indisk fiskarutter
पौरी बाज	Rödbent pygméfalk
टिमुर	Sichuanpeppar
बाङ्ला लिपि	Bengalialfabetet
मोटोखुट्टे फिस्टो	Stäppsångare
ठुलो निरबिरालो	Indisk sibetkatt
अशोक वृक्ष	Saraca asoca
भंडारा	Bhandara
बेतिया	Bettiah
बडहर	Artocarpus lacucha
भभुआ	Bhabua
अगस्त २०१२	Augusti 2012
पचमुखे	Xanthosoma
अगस्ट पाल्म	August Palm
कालोटाउके मुनियाँ	Trefärgad munia
अलीगढ जिल्ला	Aligarh (distrikt)
क्याम्बोडिया जनता पार्टी	Kambodjanska folkpartiet
सानो तामे बाँसमुसो	Kastanjebrun bamburåtta
निकोलाइ मिखाइलोभ्स्की	Nikolaj Michajlovskij
दक्षिण एसिया	Sydasien
ठूलो माकुरीचरी	Streckad spindeljägare
पीतकृष्ण महाँठुँड	Svartgul stenknäck
लालकण्ठे पिउरा	Roststrupig sånghöna
भारद्वाज (चरा)	Bengalisk savannlärka
अधिकार	Rättighet
अष्ट्रीयन एयरलाइन्स	Austrian Airlines
चिरान्तक बाज	Orientalisk lärkfalk
कुमछिर्के कुथुर्के	Brunhuvad barbett
कम्पनी	Företag
माले राजपंखी लोखेर्के	Hylopetes alboniger
बीएमसी रेसिङ्ग टीम	BMC Racing Team
फलन	Funktion (olika betydelser)
सानो ढाडेमुसा	Bandicota bengalensis
बार्थोलिन ग्रन्थी	Bartholins körtlar
सुन्तलेछाती हलेसो	Orangebröstad grönduva
द्रोणक चील	Svartörn
सुनटाउके फिर्फिरे	Rödkronad grässångare
कांकीर	Indisk glasögonfågel
पातसिउने फिस्टो	Skräddarfågel
हारील ढुकुर	Smaragdduva
कल्की बसेरा	Tofsduvhök
भुसावल	Bhusawal
भिवानी	Bhiwani
वृतासुर	Vritra
बाबर	Babur
बदायूँ	Budaun
बेलि ब्रिज	Bailey bridge
काशी हिन्दू विश्‍वविद्यालय	Banaras Hindu University
श्यामल फिस्टो	Videsångare
खरमुजुर	Bengalflorikan
जुन २०१२	Juni 2012
मे २०१२	Maj 2012
हुचिल	Klippuv
संयुक्त गर्भनिरोघक चक्की	P-piller
गंगोत्री	Gangotri
ओपेरा मिनी	Opera Mini
अस्थि विज्ञान	Osteologi
भारतीय रेल	Indiens järnvägar
राजतितु	Större rosenfink
प्रगतिवाद	Framstegsoptimism
चिली समाजवादी पार्टी	Chiles socialistiska parti
पोर्टो प्रिन्सिस भूमिगत नदी राष्ट्रिय निकुञ्ज	Puerto Princesa Subterranean River National Park
परशुराम अवतार	Parashurama
भिरगौंडी	Jobs tårar
सेतोपुच्छ्रे हुटिट्याउँ	Sumpvipa
लस्सी	Lassi
सानो ट्याकट्याके	Fältsångare
मलाहा हुचील	Brun fiskuv
मझौला माटीकोरे	Herkuleskungsfiskare
लरवान	Sherpahöna
एर्फर्ट कार्यक्रम	Erfurtprogrammet
शिशु मृत्युदर	Spädbarnsdödlighet
भारत कम्युनिष्ट पार्टी	Communist Party of India
धर्के मुसेफिस्टो	Träsksångare
मंगलको उपनिवेशन	Kolonisering av Mars
शेबेरघन	Sheberghan
रोम सन्धि	Romstadgan för Internationella brottmålsdomstolen
नास्पाती	Sandpäron
इरिटेबल बउल सिन्ड्रोम	Irritabel tarm
कोचलगाँडे लाटोकोसेरो	Brahminuggla
चिबे	Drongoer
हरिहाँस	Bomullsdvärgand
चिलिमे (चरा)	Blodfasan
नादुन हाँस	Indisk fläcknäbband
स्ट्रेप थ्रोट	Streptokockfaryngit
कोइरालो	Orkidébauhinia
कालिज	Kalijfasan
स्मृति	Smriti
हिमाली मलेवा	Snöduva
खैरोकोखे झाडीफिस्टो	Brunsidig cettia
ग्लूकोमीटर	Blodsockermätare
भक्तपुर	Bhaktapur
सानो सुँगुरे भालु	Melogale personata
मछलीपट्टनम	Machilipatnam
लागर बाज	Juggerfalk
लामाऔंले जलरङ्क	Långtåsnäppa
अवर्धनात्मक रक्त अल्पता	Aplastisk anemi
गुलाम वंश	Mamlukdynastin i Delhi
सहनाई	Shehnai
धूपी महाँठुँड	Tujastenknäck
श्रम दिवस	Labor Day
कालीगण्डकी नदी	Gandak
पहाडी श्येनबाज	Mongolvråk
अश्वगन्धा	Withania somnifera
यौनकर्मी	Sexarbetare
आमसञ्चार	Masskommunikation
घोवा	Tibetansk getgasell
भागलपुर प्रमण्डल	Bhagalpur (division)
भक्ति योग	Bhaktiyoga
बेहुला	Brudgum
गुर्जो	Menispermaceae
नांदेड़	Nanded
पेपरोनी	Pepperoni (korv)
विद्यूतीय प्रजातन्त्र	E-demokrati
कुर्था सुरुवाल	Kurta
कालपेचक	Brun spökuggla
फुन्छोलिङ्ग	Phuentsholing
शुक्राणु दान	Spermadonation
ब्रह्मपुर	Brahmapur
हिमाली धर्के लोखर्के	Tamiops macclellandi
अ थाउजेन्ड स्पेलेन्डिड् सनस्	Tusen strålande solar
बक्सर	Buxar
कुखुरा पालन	Fågeluppfödning
घनमूल	Kub (aritmetik)
बोकारो	Bokaro Steel City
सानो खैरो गिद्ध	Smalnäbbad gam
ठूलो माटीकोरे	Storknäbbskungsfiskare
सिमकुखुरा	Vattenhöna
छिर्के कुथुर्के	Streckad barbett
लामोठुँडे माकुरीचरी	Mindre spindeljägare
फुस्रोछाती घाँसेफिस्टो	Gråbröstad prinia
टि-ब्याग	Påste
वालडेन	Walden (essä)
महिला कण्डम	Femidom
जैतुन (रङ्ग)	Olivgrön
कल्प	Kalpa (tidsenhet)
गर्दनथोप्ले लाहाँचे	Större sultanspett
एनडीएम-१	NDM-1
चैतन्य महाप्रभु	Chaitanya
फाहिता	Fajita
कैलकोखे चुइयाँ	Hedpiplärka
भगांकुर	Klitoris
पाकेटमार	Fickstöld
इन्चिलाडा	Enchilada
नेपालका अञ्चलहरू	Nepals zoner
संबलपुर	Sambalpur
मायादेवी	Mahamaya
इटावा	Etawah
कैलो लाहाँचे	Blekhuvad spett
मधुमक्षी भक्षका	Blåskäggig biätare
ब्रह्मचर्य	Brahmachari
अग्नि रेखा	Brandgata
फोक्रास	Koklassfasan
हिउँदे चुइयाँ	Större piplärka
जनता दल (संयुक्त)	Janata Dal (United)
रातोठुँडे पुष्पकोकिल	Bleknäbbad blomsterpickare
कागती (रङ्ग)	Limegrön
हिमाली वनलोखेर्के	Dremomys
साल	Salträd
मुल्तानी माटो	Blekjord
डुन्डुल	Indisk sparvuggla
तृणमूल कांग्रेस	All India Trinamool Congress
लामठुँडे राजपुत्रिका	Flodstrandpipare
टुइँसी सुगा	Plommonhuvad parakit
मद्दत:सहायता विषयसूचि	Wikipedia:Hjälp
विकिपीडिया:स्वशिक्षा	Wikipedia:Introduktion
रायचूर	Raichur
वेदांग	Vedanga
राज लोखर्के	Svart jätteekorre
पापड	Pappadam
खिलजी वंश	Khaldjidynastin
लोहरदग्गा	Lohardaga
तार्के जुरेली	Himalayabulbyl
हिमाली फ्याउमुसो	Marmota himalayana
होमराई	Nepalhornkorp
धृतराष्ट्र	Dhritarashtra
हिउँ नृत्य	Isdans
असुरो	Justicia adhatoda
इटारसी	Itarsi
होशियारपुर	Hoshiarpur
गणेश चतुर्थी	Ganesh-Chaturthi
भोजपत्र	Betula utilis
घनश्याम पाण्डे	Sahajananda Swami
नगदे वाली	Avsalugröda
कोदो	Korakan
भासोलूक	Gråuv
पद्मभूषण	Padma Bhushan
पानीगौंथली	Mindre vadarsvala
भार्का चाहा	Bergbeckasin
उत्क्रोशी फ्यालफ्याले	Svartbukig tärna
खयर	Acacia catechu
ढोलक	Dholaki
गंगटे न्याउरीमुसा	Krabbmangust
उन्नाव	Unnao
कपिञ्जल तित्रा	Grå frankolin
सिरोही	Sirohi
कमल मंदिर	Lotustemplet
काँसी अमला	Phyllanthus acidus
पलाँसको बोट	Butea monosperma
छनक बट्टाई	Svartbröstad vaktel
सिलचर	Silchar
सवाई माधोपुर	Sawai Madhopur
क्विन्सल्यान्ड बोतल रूख	Kurrajongträd
फेन्टम	Fantomen
ध्वाँसे चिबे	Vitbukad drongo
कालो कस्तुरी	Svart myskdjur
पालनपुर	Palanpur
जुरे गौंथली	Tofsträdseglare
रबिन लेकचरी	Rödbröstad järnsparv
काउसो	Mucuna pruriens
चुवा (वनस्पति)	Glansfrangipani
सानो धर्के छुचुन्द्रो	Sorex bedfordiae
फोर्ब्स	Forbes
दुर्ग	Durg
खोले हुटिट्याउँ	Flodvipa
तुलसी	Ocimum tenuiflorum
बाँसुरी	Bansuri
एन्डरसनको छुचुन्द्रो	Suncus stoliczkanus
गुगल कोड	Google code
प्रजनन (फर्टिलिटी)	Fertilitet
राजकपोत	Bergskejsarduva
कम्युनिष्ट पार्टी (स्वीडेन)	Kommunistiska Partiet
पहेलोठुँडे भारद्वाज	Höglandslärka
काठमाडौं उपत्यका	Katmandudalen
झाँझर चिउवा	Indisk saxnäbb
सुइरोपुच्छ्रे हलेसो	Spetsstjärtad grönduva
छोटोठुँडे चुइयाँ	Mongolpiplärka
सूत्र	Formel
दोयम हुटिट्याउँ	Gulflikvipa
सेनानी	Major
कुमधर्के तितु	Brun rosenfink
रक्तनली	Blodkärl
हिउँटाउके बगेडी	Svarthakad sparv
गाजले लेकचरी	Brun järnsparv
बाख्रे जुरेली	Svart bulbyl
छिरबिरे वनपरेवा	Bergskogsduva
रायबरेली	Rae Bareli
रीवा	Rewa
टोंक	Tonk
पंखथोप्ले महाँठुँड	Bändelstenknäck
झुंझुनू	Jhunjhunun
जगदलपुर	Jagdalpur
लालवदन तितु	Vinröd rosenfink
बुरुली अल्सर	Burulisår
देवबंद	Deoband
बल्ड्याङ्ग्रा	Caesalpinia bonduc
सर्पको मकै	Arisaema tortuosum
जालौर	Jalor
जौनपुर	Jaunpur
घ्याम्पे रूख	Ceiba speciosa
दूधिलो	Ficus neriifolia
विपरीत लैङ्गिकता	Heterosexualitet
मदना सुगा	Himalayaparakit
अल्ताई लेकचरी	Altaijärnsparv
शीताङ्ग	Hypotermi
रातोटाउके टिसिया	Gulstrupig cettia
जुंगे जुरेचरा	Gulnackad yuhina
थुपलकल्की जुरेचरा	Skäggyuhina
खैरो जुरेचरा	Rostnackad yuhina
सेतोचश्मे फिस्टो	Gråkindad bambusångare
झिङ्गे माछा	Hummer
पानीअमला	Nephrolepis cordifolia
चार्ली हेब्डो	Charlie Hebdo
मोबाइल इन्टरनेट	Mobil webbplats
राजहुटिट्याउँ	Gråhuvad vipa
कालोटाउके माटीकोरे	Svarthuvad kungsfiskare
वाट्सऐप	WhatsApp
पुरुष	Purusha
केन्द्रीय अन्वेषण ब्यूरो	CBI
संस्कृत साहित्य	Den klassiska indiska litteraturen
साधारण भाषा दर्शन	Vardagsspråksfilosofi
द्रौपदी	Draupadi
फिरोज खान	Feroz Khan
मुसे लेकचरी	Rostbrynad järnsparv
मधुमालती फूल	Combretum indicum
पेटिकोट	Petticoat
रणबीर कपुर	Ranbir Kapoor
हिमाली पिउरा	Tibetansk rapphöna
हरित हिमसुधा	Eldstjärt
लघु महाचील	Indisk skrikörn
ठूलो डुन्डुल	Göksparvuggla
माछाकुल	Gråhövdad fiskörn
मिलचरा	Kopparslagarbarbett
चितवन राष्ट्रिय निकुञ्ज	Chitwans nationalpark
चित्रक पिट्टा	Svarthuvad pitta
मिश्रको सशस्त्र बल	Egyptiska väpnade styrkor
मिथिला	Mithila
सिलाम	Perilla frutescens
धर्मशास्त्र	Dharmashastra
घोल कस्दरी	Rödbrun sumphöna
साधारण सभा	Årsstämma
टाटे सिमी	Hjälmbönssläktet
नेपाल अधिराज्य	Kungariket Nepal
सेतोकण्ठे कस्तुरी	Moschus leucogaster
पीतनिर्गम पुष्पकोकिल	Gulgumpad blomsterpickare
भारतीय स्वतन्त्रता संग्राम	Indiens självständighetsrörelse
हलेसो	Gulfotad grönduva
द पिल्ग्रिमेज	Pilgrimsresan
कठोपनिषद्	Katha
कटुसवदन माटीकोरे	Rostkungsfiskare
चमार	Chamar
अण्ड दान	Äggdonation
तुगलक वंश	Tughlaqdynastin
नक्षत्र	Nakshatra
आँदो	Blomkruksorm
लिभरपुल फुटबल क्लब	Liverpool FC
तराई	Terai
रानी ऐश्वर्य राज्यलक्ष्मी शाह	Aishwarya
दार्जीलिङ जिल्ला	Darjeeling (distrikt)
भेरोनिका डिसाइडस् टु डाइ	Veronika bestämmer sig för att dö
भारतमा गणतन्त्र दिवस	Republikens dag (Indien)
पनीर	Paneer
मइमी यजिमा	Maimi Yajima
धर्के मलसाँप्रो	Mustela strigidorsa
संयुक्त राष्ट्रसंघीय आर्थिक र सामाजिक आयोग एसिया र प्रशान्त	FN:s ekonomiska och sociala kommission för Asien och Stillahavsområdet
नादिया जिल्ला	Nadia
मीर्जापुर जिल्ला	Mirzapur (distrikt)
गोरखपुर जिल्ला	Gorakhpur (distrikt)
सर्पगन्धा	Rauvolfia serpentina
कलकत्ता विश्वविद्यालय	Calcuttauniversitetet
रात्रीकमिज	Nattlinne
असारे फूल	Lagerstroemia indica
भुक्तानी	Betalning
चुक्चुके चैतेचरा	Indisk nattskärra
आगम बौद्ध	Agama
दक्ष प्रजापति	Daksha
सिसौ	Shesham
जून सूची	Junilistan
महाराजा	Maharadja
ट्वाकेफूल	Leopardblomma
डेहरी	Dehri
कृष्णमुहार बगेडी	Gråhuvad sparv
जुरे बगेडी	Tofssparv
दमोह	Damoh
दतिया	Datia
देवघर	Deoghar
नेपाली व्यञ्जन	Nepalesiska köket
विकिपीडिया:नेपाली दूतावास	Wikipedia:Ambassaden
अ स्क्यानर डार्क्ली	A Scanner Darkly
ख्याती	Goodwill (olika betydelser)
मखमली (फूल)	Klotamarant
पुस्तान्तर	Generationsklyfta
फेटावाल लंगुर	Semnopithecus hector
जनवरी २०१३	Januari 2013
महाप्रबन्धक	General manager
महिलारोग शास्त्र	Gynekologi
डिम्बबाहिनी नली	Äggledare
रानी	Queen (olika betydelser)
परिमेय संख्या	Rationella tal
विमानस्थल	Flygplats
दौड गाविस	Daud
कुक्लुङ्ग	Guldstrupig barbett
चींचिका गौंथली	Himalayasalangan
ठूलो बगरबट्टाई	Strandtjockfot
कुथुर्के	Blåstrupig barbett
सतार जाति	Santal
चाँदीढाडे गौंथली	Silverryggad taggstjärtseglare
लोखर्के उल्लू	Orientalisk dvärguv
तामे लाहाँचे	Större umbraspett
सिम तित्रा	Kärrfrankolin
सेतोगर्दने लाहाँचे	Vitnackad sultanspett
धर्के गट्टेबट्टाई	Bandad springhöna
पहाडी शदलचील	Berghökörn
सारौं	Jungelmajna
वन चाहा	Skogsbeckasin
गैरीकलाव बट्टाई	Djungelbuskvaktel
लेकाली उल्लू	Bergdvärguv
न्याउली	Större barbett
खैरोटाउके काष्ठकुट	Brunpannad hackspett
बेसरा	Besra
सानो वन गौंथली	Vitgumpad taggstjärtseglare
तीनऔंले लाहाँचे	Himalayasultanspett
देवास	Dewas
राजलाहाँचे	Skifferspett
रातोछाती काष्ठकुट	Rödbröstad hackspett
जमल श्येनबाज	Vitögd vråk
ठूलो सुनजुरे काठफोर	Gulnackad grönspett
हिमाली काष्ठकुट	Himalayaspett
धर्के ढुकुर	Bandstjärtad gökduva
कैलो मलाहा हुचील	Himalayafiskuv
पहेंलोखुट्टे गट्टेबट्टाई	Gulfotad springhöna
गुलाफीटाउके सुगा	Äppelhuvad parakit
कत्ले काठफोर	Indisk gröngöling
सानो खरमुजुर	Mindre florikan
सुनजुरे काठफोर	Gulnackad gröngöling
सानो तामे लाहाँचे	Rostspett
चाकासूचक	Gulgumpad honungsgök
कैलोछाती काष्ठकुट	Rostbukig spett
दार्जिलिङ काष्ठकुट	Darjeelingspett
लौका	Flaskkurbits
परिवार नियोजन	Familjeplanering
जमदग्नी ऋषि	Jamadagni
एकिकृत मजदुर पार्टी	Förenade Arbetarepartiet
सेंट लूसिया मजदुर पार्टी	Saint Lucias Arbetarparti
खुला सामग्री	Öppet innehåll
राष्ट्रिय स्वयंसेवक संघ	Rashtriya Swayamsevak Sangh
सुन्तलेटाउके कालोतितु	Epålettfink
सिम्रिक राजतितु	Himalayatallbit
रक्तशीर्ष राजतितु	Långnäbbad rosenfink
भोट सिस्कीन	Himalayasiska
धर्के राजतितु	Himalayarosenfink
गुन्सी	Podocarpus neriifolius
छातीकाले तोपचरा	Bengalvävare
धर्के तोपचरा	Streckad vävare
फुस्रो आँखे बुलबुल	Gråögd bulbyl
सुनौलो तोपचरा	Himalayavävare
कुमफुस्रे बगेडी	Dvärgsävsparv
घेघरी घाँसेफिस्टो	Gråkronad prinia
कैलो भँगेरा	Kanelsparv
बया तोपचरा	Bayavävare
एकतारे	Ektar
वाराणसी जिल्ला	Varanasi (distrikt)
रायबरेली जिल्ला	Rae Bareli (distrikt)
चिचिण्डो	Trichosanthes cucumerina
पालन-पोषण	Barnuppfostran
गोत्र	Gotra
योनी (हिन्दु धर्म)	Yoni
मातृ मृत्युदर	Mödradödlighet
सिलु बिरालो	Prionodon pardicolor
मुरादाबाद जिल्ला	Moradabad (distrikt)
कैलोढाडे मुसेफिस्टो	Starrsångare
एरिक बेजिग	Eric Betzig
विप्रेषण	Remittans
विकी लभ्स मोन्युमेन्ट्स	Wiki Loves Monuments
म्याकमहोन रेखा	McMahonlinjen
कुवेम्पु विश्वविद्यालय	Kuvempu universitetet
जौनपुर जिल्ला	Jaunpur (distrikt)
महाराजगंज जिल्ला	Maharajganj (distrikt)
सुल्तानपुर जिल्ला	Sultanpur (distrikt)
बेली	Arabisk jasmin
झुसे राजपंखी लोखर्के	Belomys pearsoni
एज्नेज मो	Agnes Monica
जलब्राह्मी	Litet tjockblad
कालोमुखे ठुटेखरायो	Ochotona curzoniae
मस्याङ	Vigna umbellata
अलैंची	Svart kardemumma
जगनाथ	Jagannath
रेखाचित्र	Kantgraf
विलियम मर्नर	William E. Moerner
