ஆப்பிரிக்கா	Afrika
பிறயன் லாறா	Brian Lara
மரைனர் திட்டம்	Marinerprogrammet
பளிங்கு அரண்மனை	Kristallpalatset
இடவியல் உருமாற்றம்	Homeomorfi
பிரம்மகுப்தர்	Brahmagupta
டுவோரக் விசைப்பலகை	Dvorak (tangentbordslayout)
உறங்கிக்கொண்டேயிருக்கும் நோய்த்தன்மை	Afrikansk sömnsjuka
விக்தோரியா அபுரீல்	Victoria Abril
தாலிடோமைடு	Talidomid
முதல் சீமாட்டி	Landets första dam
கண்டி	Kandy
பிளாசி சண்டை	Slaget vid Plassey
குரு கிரந்த் சாகிப்	Guru Granth Sahib
நேப்பியர், நியூசிலாந்து	Napier, Nya Zeeland
ஓரலகு வட்டம்	Enhetscirkel
வட்டக்கோணப்பகுதி	Cirkelsektor
போர்ட் பிளேர்	Port Blair
அழுங்காமை	Karettsköldpadda
அறிவியல் மேலாண்மை	Taylorism
முப்படியச் சமன்பாடு	Tredjegradsekvation
துள்ளுகுரங்கு	Springapor
லாக்கி	Laki
அடுப்பு	Kamin
மரைனர் 9	Mariner 9
எல்வு (த லார்ட் ஆப் த ரிங்ஸ்)	Alver (Tolkien)
வேலுப்பிள்ளை பிரபாகரன்	Velupillai Prabhakaran
மாதங்கி அருள்பிரகாசம்	M.I.A. (artist)
அதிபரவளையச் சார்பு	Hyperbolisk funktion
இயல் மடக்கை	Naturliga logaritmen
வட்டப்புள்ளியுரு	Cykloid
சாவோ சாவோ	Cao Cao
இருள்	Mörker
இட்ஸ் எ ஒன்டர்புல் லைப்	Livet är underbart (1946)
நன்சாகூ	Nunchaku
ரெபெக்கா (திரைப்படம்)	Rebecca (film)
தார்த்தியா	Tortilla
தொற்று விளம்பர முறை	Viral marknadsföring
சீவுளி	Hyvel
சுகோய் எஸ்யு-30	Suchoj Su-30
உலக உணவுத் திட்டம்	Världslivsmedelsprogrammet
தி ஹெல்ப் (திரைப்படம்)	Niceville (film)
சூரிய தேவன்	Surya
சுழற்சியலைவி	Cyklotron
அனைத்துலக வானியல் ஆண்டு	Internationella astronomiåret
தேசிய விடுதலை முன்னணி (அல்ஜீரியா)	FLN
அலேட்ச் பனியாறு	Aletsch
லிமரிக்	Limerick (diktform)
அமெரிக்க உணவு மற்றும் மருந்து நிர்வாகம்	Food and Drug Administration
துத்தநாக குளோரைடு	Zinkklorid
கெர்டி கோரி	Gerty Cori
ஆய்லரின் முற்றொருமை	Eulers identitet
அனேடா வானூர்தி நிலையம்	Haneda
நாக சல்பைடு	Zinksulfid
வெண் துத்தம்	Zinksulfat
பாகைமானி	Gradskiva
திரைப்புலச் சூழல்	Skrivbordsmiljö
அயன் மேன் 2	Iron Man 2
ஈராக்கிய குர்திஸ்தான்	Irakiska Kurdistan
சீனியா	Zinniasläktet
அடுக்கு கணம்	Potensmängd
சிறுமுது அறிஞர்	Underbarn
அருள் (கிறித்தவம்)	Nåd (teologi)
பெண்கள் வாக்குரிமை	Kvinnlig rösträtt
மோபியஸ் சார்பு	Möbiusfunktionen
நெடுங்குழு 10 தனிமங்கள்	Grupp 10-element
தாள் அளவு	Pappersformat
சீயோன்	Sion
சீயோன் தேசியப் பூங்கா	Zions nationalpark
டெரிக் ரோஸ்	Derrick Rose
தியோ வன் கோ (திரைப்பட இயக்குநர்)	Theo van Gogh
சிஃபுவின் விதி	Zipfs lag
நீல மஞ்சள் ஐவண்ணக் கிளி	Blågul ara
பதிவுத் திருமணம்	Borgerligt äktenskap
மனித உரிமைகளுக்கான ஐக்கிய நாடுகள் மன்றம்	FN:s råd för mänskliga rättigheter
ஐங்கரிச்சர்க்கரை	Pentos
வறுமைக் கோடு	Fattigdomsgräns
செயலாக்கம் (கணினியியல்)	Process (datorteknik)
ஹவுரா	Haora
பிராட்லி கூப்பர்	Bradley Cooper
போகும்போது பிடித்தல்	En passant
ஆலன் மூர்	Alan Moore
ஸ்டார்டஸ்ட் (விண்கலம்)	Stardust (rymdsond)
இடமகல் கருப்பை அகப்படலம்	Endometrios
ஜேரட் டயமண்ட்	Jared Diamond
டூசான் லூவர்சூர்	François Toussaint l'Ouverture
சபீர் சிம்சன் சூறாவளித் தரப்படுத்தல்	Saffir–Simpsons orkanskala
காப்பு விதி	Konserveringslag
குறட்டை	Snarkning
பசையெடுப்பான் குருவி	Nötväckor
திகதி	Datum
பிரின்சிப்பியா மாத்தமாட்டிக்கா (நியூட்டன்)	Philosophiae Naturalis Principia Mathematica
ரோபேர்ட் நோசிக்	Robert Nozick
வெப்பம் விடு வினை	Exoterm reaktion
திறன்	Färdighet
ரீமான் கருதுகோள்	Riemannhypotesen
ஒலிவ மலை	Olivberget
இறைவி	Gudinna
ஐ.எசு.ஓ 9000	ISO 9000
கூகுள் புத்தகங்கள்	Google Böcker
வடு	Ärr
தேங்காய் நண்டு	Kokoskrabba
மாத்திரை (மருத்துவம்)	Tablett
சீக்கதேலிக்கு ராக்	Psykedelisk rock
எர்சில் மலை	Herzlberget
உலக மனித உரிமைகள் நாள்	Internationella dagen för mänskliga rättigheter
சதுரங்கம் (இந்திய பாரம்பரிய விளையாட்டு)	Chaturanga
எலிசா	Elisha
டி. என். ஏ பாலிமரேசு	DNA-polymeras
புறவயம்	Objektivitet
கம்பகா மாவட்டம்	Gampaha (distrikt)
கத்தாரி ரியால்	Qatarisk rial
தாமஸ் வோல்சி	Thomas Wolsey
முந்து மொழி	Urspråk
தாரை வானூர்தி	Jetflygplan
கட்டிடப் பொருள்	Byggnadsmaterial
இழுவை	Luftmotstånd
லக்சுமன் கதிர்காமர்	Lakshman Kadirgamar
நான்காம் அனைத்துலகம்	Fjärde internationalen
நெல்சன், நியூசிலாந்து	Nelson, Nya Zeeland
சூரிக் பல்கலைக்கழகம்	Zürichs universitet
மின்னிலையாற்றல்	Elektrisk energi
தொடரும் பின்னம்	Kedjebråk
உருசிய விக்கிப்பீடியா	Ryskspråkiga Wikipedia
வால்ட் டிஸ்னி உலகம்	Walt Disney World Resort
தசையூட்டமற்ற பக்க மரப்பு நோய்	Amyotrofisk lateralskleros
ஆர் (மென்பொருள்)	R (programspråk)
குறுக்குச் சுற்று	Kortslutning
உச்சவிரும்பி	Extremofil
பைசர்	Pfizer
அடுக்குத் தொடர் (கணிதம்)	Potensserie
புணர்ச்சி (இலக்கணம்)	Sandhi
சிசிலி நீரிணை	Siciliensundet
சுழற்சி அளவி	Varvtalsmätare
குறி பார்த்துச் சுடுதல்	Sportskytte
வொல்பிராம் அல்பா	Wolfram Alpha
நரம்பணுவியல்	Neurovetenskap
மரின்ஸ்கி அரங்கு	Mariinskijteatern
கிலா அரக்கப் பல்லி	Gilaödla
வேற்றிடச்சூல்	Utomkvedshavandeskap
காசியாபாத்	Ghaziabad
கட்டமைப்புவாதம்	Konstruktivism (konst)
செயற்கை விந்தூட்டல்	Insemination
பில் நை	Bill Nighy
முதிர்நிலை (பூச்சி)	Imago
ஃபெர்மா எண்	Fermattal
தகனம் (உடல்)	Kremering
லூவா	Lua
பிரெஞ்சுப் புரட்சிப் போர்கள்	Franska revolutionskrigen
கட்டக்	Cuttack
சோயூஸ் திட்டம்	Sojuzprogrammet
அப்பாச்சி	Apache
டிரினிட்டி (அணுகுண்டு சோதனை)	Trinitytestet
கெவ்லார் இழை	Kevlar
அரைக்குலம்	Semigrupp
அப்பல்லோ சிறுகோள்கள்	Apollo-asteroid
சந்திரிக்கா பண்டாரநாயக்க குமாரதுங்க	Chandrika Kumaratunga
வகையிடலின் சங்கிலி விதி	Kedjeregeln
ரேன்கின் அலகு	Rankine
கூம்புக் குடுவை	Erlenmeyerkolv
பி. ஜி. வுட்ஹவுஸ்	P.G. Wodehouse
சி.எஃப்.எல் விளக்கு	Lysrörslampa
எறியுளி	Harpun
பிரம் ஹியர் டு இடர்னிட்டி (திரைப்படம்)	Härifrån till evigheten
பிரியிழையம்	Meristem
இஸ்ரயேலே, செவிகொடு!	Shema
எசுப்பானிய அரச கால்பந்துக் கூட்டமைப்பு	Real Federación Española de Fútbol
மென்பொருள் உரிமம்	Programvarulicens
கடன்-குத்தகை ஒப்பந்தம்	Lend-Lease Act
ராபர்ட் ஈ. ஓவார்ட்	Robert E. Howard
நேரியல் கோப்பு	Linjär avbildning
போர் உத்தி	Taktik
வேதித் தொழிற்துறை	Kemisk industri
கூகிள் வேவ்	Google Wave
இசுபேசு யாம்	Space Jam
ஓவியக் காட்சியகம்	Konstmuseum
தடங்கல் இல்லா ஆற்றல் வழங்கி	Avbrottsfri kraftförsörjning
மஹ்மூட் தர்வீஷ்	Mahmoud Darwish
மறை வெப்பம்	Latent värme
பிரிமிடின்	Pyrimidin
மசாய் மாரா	Masai Mara viltreservat
முகமது நஜிபுல்லா	Mohammed Najibullah
2011 கோபா அமெரிக்கா	Copa América 2011
பென் 10	Ben 10
தானே	Thane
சில்லாங்	Shillong
திருச்சிராப்பள்ளி	Tiruchirappalli
புரி	Puri
சிப்பமிடுதல்	Förpackning
ஆண்டின் மனிதர் (டைம் இதழ்)	Person of the Year
ஆண்டவரே, இரக்கமாயிரும் (செபம்)	Kyrie eleison
நைட்ரிக் ஆக்சைடு	Kväveoxid
மேரி எலிசபெத் வின்ச்டீத்	Mary Elizabeth Winstead
பாஸ்பீன்	Fosfin
கற்பு	Kyskhet
நைதரசனீரொட்சைடு	Kvävedioxid
சாரியட்ஸ் ஆப் பயர் (திரைப்படம்)	Triumfens ögonblick
ஆப்பிரிக்க மொழிகள்	Språk i Afrika
நைசின் விசுவாச அறிக்கை	Nicaenska trosbekännelsen
செரானைடீ	Havsabborrfiskar
திரிரத்தினம்	De tre juvelerna
வின்சர் மெக்கே	Winsor McCay
கூர்க்கா	Gurkhasoldat
முன்வடிவம்	Prototyp
மொன்சன்ரொ	Monsanto
ஆள்வீத வருமான அடிப்படையில் நாடுகள் பட்டியல்	Lista över länder efter BNP (PPP) per capita
மாமல்லபுரம்	Mahabalipuram
டோம் ஹார்டி	Tom Hardy
முத்திரை (பரதநாட்டியம்)	Mudra
கத்தார் ஏர்வேஸ்	Qatar Airways
குவாண்டானமோ விரிகுடா	Guantánamobukten
உடன்கட்டை ஏறல்	Sati
இம்பால்	Imphal
துருத்தி	Bälg
எஸ்-வலயக்குழு	S-blocket
நெடுங்குழு 9 தனிமங்கள்	Grupp 9-element
ஏழு கொடுமுடிகள்	De sju topparna
நிலச்சீர்திருத்தம்	Jordreform
லிகோபீன்	Lykopen
மதுரா (தீவு)	Madura (ö)
சைஃப் அல்-இசுலாம் கதாஃபி	Saif al-Islam Khadaffi
ஃபரடே கூண்டு	Faradays bur
பொது ஊழி	Vår tideräkning
டிரான் நீரிணை	Tiransundet
வீரம்	Mod
பட்டியாலா	Patiala
குறிகைச் செயலாக்கம்	Signalbehandling
விட்டிலெவு	Viti Levu
அடிப்படை முக்கோணச் சமனின்மை	Triangelolikheten
தேன்சிட்டு	Solfåglar och spindeljägare
பித்தகோரசு மும்மை	Pythagoreisk trippel
ஒற்றைக்குலம்	Monoid
த கிரீன் மைல் (திரைப்படம்)	Den gröna milen
அவுட் ஆப் ஆப்பிரிக்கா (திரைப்படம்)	Mitt Afrika
எடர்னல் சன்ஷைன் ஆஃப் தி ஸ்பாட்லெஸ் மைண்ட்	Eternal Sunshine of the Spotless Mind
நடுவண் நிர்வாகத்தில் பழங்குடிப் பகுதிகள்	Federalt administrerade stamområden
என்.எப்.பி.ஏ 704	NFPA 704
சியாமிய முதலை	Siamesisk krokodil
சாத்தியமான நகர்வற்ற நிலை	Patt
பருந்து	Glador
லூட்டினைசிங் இயக்குநீர்	Luteiniserande hormon
பெண் உறுப்பு சிதைப்பு	Kvinnlig könsstympning
பாசிட்ரான் உமிழ்பு தளகதிர்படயியல்	Positronemissionstomografi
ஏல்	Ale (öltyp)
குரோசே	Virkning
மாறாக் கனவளவு செயல்முறை	Isokor process
சினெல்லின் விதி	Snells lag
கோளவுரு	Rotationsellipsoid
சதுரங்கக் காய்	Schackpjäs
அடைப்பிதழ்	Ventil
திகில்	Panik
கால்சியம் குளோரைடு	Kalciumklorid
தஸ்லிமா நசுரீன்	Taslima Nasrin
யூத தலைமைச் சங்கம்	Sanhedrin
துடுப்பு வாயன்	Skedstorkar
இண்டசுடிரியல் மெட்டல்	Industrimetal
நம்பக இடைவெளி	Konfidensintervall
டன்கிர்க் சண்டை	Slaget vid Dunkerque
அல்பேனிய விக்கிப்பீடியா	Albanskspråkiga Wikipedia
இறைவனின் தாய்	Guds moder
பலியாட்டம் (சதுரங்கம்)	Gambit (schack)
கடல் அலை ஆற்றல்	Vågkraftverk
உவமை	Parabel (liknelse)
சுழல் மின்னோட்டம்	Virvelström
ரே ஏலன்	Ray Allen
இட் ஹாப்பன்டு ஒன் நைட் (திரைப்படம்)	Det hände en natt
பெட்ரிக்கோ மெக்கெடா	Federico Macheda
இந்திய சீனப் போர்	Kinesisk-indiska kriget
அறுகு	Hundtandsgräs
பாலுறுப்பு உண்ணிகள்	Kondylom
இதழ்பல் மெய்	Labiodental konsonant
பெர்மி (அலகு)	Femtometer
நிலத்தடி நீர்ப்படுகை	Akvifer
ஜாலியன்வாலா பாக் படுகொலை	Amritsarmassakern
பெல்பாஸ்ட் உடன்பாடு	Långfredagsavtalet
டெல்டா படை	Delta Force
2,4-டைகுளோரோபீனாக்சியசிட்டிக் அமிலம்	2,4-Diklorfenoxiättiksyra
நேபாளத்தின் சின்னம்	Nepals statsvapen
2,4 - டை நைட்ரோ ஃபீனால்	2,4-Dinitrofenol
வெப்ப ஆற்றல்	Termisk energi
சாத்தே	Satay
சமய மெய்யியல்	Religionsfilosofi
இன்ஸ்ட்டாகிராம்	Instagram
இந்தியப் பகுத்தறிவாளர் ஒன்றியம்	Indian Rationalist Association
பாகைத்துளி	Bågminut
அயன் மேன் 3	Iron Man 3
இதயத் துடிப்பு மிகைப்பு	Takykardi
செய்மதித் தொலைக்காட்சி	Satellit-TV
கரிம ஒளிகாலும் இருமுனையம்	Organic light-emitting diode
சி.எச்.-47 சினூக்	Boeing CH-47 Chinook
ஹெர்ஷெல் விண் ஆய்வகம்	Herschelteleskopet
ஜான் லே காரே	John le Carré
சர்	Sir
கோலாப்பூர்	Kolhapur
2 சாமுவேல்	Andra Samuelsboken
2 குறிப்பேடு	Andra Krönikeboken
புலப்பாட்டு முரண்பாடு	Kognitiv dissonans
2 அரசர்கள்	Andra Kungaboken
2 மக்கபேயர் (நூல்)	Andra Mackabeerboken
ஏப்பம்	Rapning
பாரிஸ் பல்கலைக்கழகம்	Paris universitet
ஈருறுப்புக் குணகம்	Binomialkoefficient
மீன் பண்ணை	Fiskodling
காட்சிகாணி	Sökare
மத்ஹப்	Madhhab
துடிப்பு குறி பண்பேற்றம்	Pulskodsmodulering
2011 யெமனிய எதிர்ப்புப் போராட்டங்கள்	Jemenitiska revolutionen
யான்கோ டிப்சாரெவிச்	Janko Tipsarević
ஐக்கிய நாடுகள் நாள்	FN-dagen
காமா அமினோ புயூட்டைரிக் காடி	GABA
பெட்ரோபிராசு	Petrobras
நீல் கெய்மென்	Neil Gaiman
ஒளியமைப்பு	Belysning
போர்லாண்ட்	Borland
வியாகுலத் தாய்மரி (தொடர்பாடல்)	Stabat mater
ரோமின் ஆக்னெஸ்	Agnes (helgon)
அணுகுண்டு சோதனை	Kärnvapenprov
கட்டற்ற சிந்தனை	Fritanke
ஹனமி	Hanami
ஒலிம்பிக் உறுதிமொழி	Olympiska eden
இணைய வரைமுறைப் பாதுகாப்பு	IPsec
பண்பாட்டு மரபுவளம்	Kulturarv
யுவான் ஷிக்காய்	Yuan Shikai
ஊடக இயக்கி	Mediespelare
டிக் டேக் டோ	Tre i rad
தொல்விலங்கியல்	Paleozoologi
பிரிடின்	Pyridin
களச்சாவு	Stupad i strid
டயசெபம்	Diazepam
பெருமூளை வாதம்	Cerebral pares
மூலக்கூற்று மரபியல்	Molekylär genetik
டெய்லி மெயில்	Daily Mail
அணுவியல் கொள்கை	Atomteori
சுகர்லோப் மலை, பிரேசில்	Sockertoppen
தழும்பழி	Acheuléenkulturen
கருங்கொட்டு கதிர்க்குருவி	Grässångare
மாழை-ஆக்சைடு-குறைக்கடத்தி புலவிளைவுத் திரிதடையம்	MOSFET
சந்தனம்	Santalum album
உயிரணு வேற்றுமைப்பாடு	Celldifferentiering
வீனஸ் எக்ஸ்பிரஸ்	Venus Express
ஜேம்ஸ் லவ்லாக்	James Lovelock
உற்பத்திக் காரணிகள்	Produktionsfaktorer
சூரிய நாட்காட்டி	Solkalender
பலக்லாவா (தொப்பி)	Balaklava (huvudbonad)
தீவாய்ப்புக் கவலை குறைந்த இனம்	Livskraftig
இணைய அரசு	E-förvaltning
சோரா	Cherrapunjee
கால்வினும் ஆபுசும்	Kalle och Hobbe
பாலணு	Könscell
சுற்றமைப்புப் பிரிகலன்	Dvärgbrytare
லியு சியாங்	Liu Xiang (idrottare)
ஏசியானா எயர்லைன்ஸ்	Asiana Airlines
பெத்லகேமின் விண்மீன்	Betlehemsstjärnan
அடிப்படை இயற்கணிதம்	Elementär algebra
டாம் வில்கின்சன்	Tom Wilkinson
தகட்டு உலோகம்	Plåt
போயிங் சி-17 குளோப்மாஸ்டர் III	Boeing C-17 Globemaster III
ஆன் த வாடர்பிரன்ட் (திரைப்படம்)	Storstadshamn
டுரைவிங் மிஸ் டைசி (திரைப்படம்)	På väg med miss Daisy
சமணம்	Sramanism
விசயன் தீவுகள்	Visayaöarna
காற்றழுத்தவியல்	Pneumatik
குலம் (மக்கள்)	Klan
எம்மலின் பான்கர்ஸ்ட்	Emmeline Pankhurst
காணமுடியாத இளஞ்சிவப்புக் கொம்புக்குதிரை	Den osynliga rosa enhörningen
இயங்குவரை	Geometrisk ort
பேக்கசு-நார் முறை	Backus-Naur-form
தோல் பதப்படுத்தல்	Garvning
பிரித்தானிய வெப்ப அலகு	Btu
தானியங்கி விற்பனை இயந்திரம்	Varuautomat
நீட்டுமை	Duktilitet
குருதி உயிரணுக்கள்	Blodkropp
பெரே	Basker
ஒராயன் (விண்கலம்)	Orion (rymdfarkost)
ஏதென்ஸ் பன்னாட்டு வானூர்தி நிலையம்	Aten-Elefthérios Venizélos flygplats
இக்துஸ்	ICHTHYS
ஏரி மாவட்டம்	Lake District
பாம் தீவுகள்	Palm Jebel Ali
ரிச்சார்ட் ஆக்செல்	Richard Axel
2012 டிஏ14	367943 Duende
வானவர் கீதம்	Gloria in excelsis Deo
யோன் சுருவாட்	Jon Stewart
அமாண்டா பைன்ஸ்	Amanda Bynes
கோலுயிரி	Bacill
கேடய எரிமலை	Sköldvulkan
லெவி முவனவாசா	Levy Mwanawasa
சானிங் டேட்டம்	Channing Tatum
ஐரோப்பிய ஒன்றிய வரலாறு	Europeiska unionens historia
உழைக்கும் மக்களின் முற்போக்கு கட்சி	Arbetande folkets progressiva parti
செல்லப்பன் ராமநாதன்	Sellapan Ramanathan
இந்திய தேசிய காற்பந்து அணி	Indiens herrlandslag i fotboll
இபிரப்புவேரா பூங்கா	Ibirapueraparken
ராபர்ட் வெஞ்சூரி	Robert Venturi
நல்லெண்ணெய்	Sesamolja
3 டிஎஸ் மக்ஸ்	Autodesk 3ds Max
காஞ்சிபுரம்	Kancheepuram
டு கில் எ மாக்கிங் பேர்ட்	Dödssynden
சைட்டோக்கைன்	Cytokiner
போகோ அராம்	Boko Haram
உமர் முக்தார்	Omar Mukhtar
மொனார்க் பட்டாம்பூச்சி	Monark (fjäril)
ஜீன் லியோன் ஜேர்மி	Jean-Léon Gérôme
மரபியல்பு (கணினியியல்)	Arv (programmering)
கொலம்பியா தேசிய காற்பந்து அணி	Colombias herrlandslag i fotboll
விளையாட்டுகளின் பட்டியல்	Lista över sporter och idrotter
அஸ்ஸலாமு அலைக்கும்	Assalamu alaikum
வில்ஃபிரட் ஓவன்	Wilfred Owen
ஜோசப் எஸ்திராடா	Joseph Estrada
ஜோப் ஹர்ஸ்ட்	Geoff Hurst
கூட்டு வினை	Additionsreaktion
செரில் கோல்	Cheryl Cole
ஆன்டிகுவா குவாத்தமாலா	Antigua Guatemala
த லாஸ்ட் எம்பெரர் (திரைப்படம்)	Den siste kejsaren
குறுக்கெண் கூட்டல்	Kakuro
வளைவுமாற்றுப் புள்ளி	Inflexionspunkt
கோஹினூர்	Koh-i-noor
அருந்ததி ராய்	Arundhati Roy
உள்நோக்கியியல்	Endoskopi
குவெல் பூங்கா	Parc Güell
கணவன்	Make (äktenskap)
மூக்குப்பொடி	Luktsnus
லேமன் பிரதர்ஸ்	Lehman Brothers
மகரந்தத்தூளியல்	Palynologi
நினைவுகொள் மின்தடை	Memristor
அகமணம்	Endogami
வலைவழிக் கொள்முதல்	Webbutik
அஃப்ளாடாக்சின்	Aflatoxin
கிழக்கு எருசலேம்	Östra Jerusalem
பார்ட்டிசான்	Partisan (militär)
தலிட்	Tallit
கோத்	Goth
அகோலா	Akola
மாலைதீவுகளின் சின்னம்	Maldivernas statsvapen
பரேலி	Bareilly
ஏனோக்கு	Enok
சிங்காரத் தேன்சிட்டு	Bikolibri
சக்சினிக் அமிலம்	Bärnstenssyra
வாரங்கல்	Warangal
கைம்முரசு இணை	Tabla
நோய்களின் தரவுத்தளம்	Diseases Database
டச்சு அரச கால்பந்துச் சங்கம்	Koninklijke Nederlandse Voetbalbond
புது யுக இசை	New Age (musik)
மனு ஜினோபிலி	Manu Ginóbili
கிழக்கிந்தியத் தீவுகள்	Ostindien
வைகிங்கு மெட்டல்	Viking metal
விகிதவியல்	Stökiometri
ஆளுகைக்குட்பட்ட கடற்பரப்பு	Territorialvatten
திருநெல்வேலி	Tirunelveli
நந்தா தேவி	Nanda Devi
பாகிஸ்தான் நாட்டுப்பண்	Qaumi Tarana
பழைய நகர் (யெரூசலம்)	Gamla Jerusalem
தி இன்கிரெடிபில்ஸ் (திரைப்படம்)	Superhjältarna
ஜான் ஸ்டாக்டன்	John Stockton
தலைமுறை	Generation
இரண்டாம் பாஸ்கரர்	Bhaskara
ஈழப் போர்	Inbördeskriget i Sri Lanka
காஸ்ட் அவே	Cast Away
சமோகீத்திய மொழி	Žemaitiska
வர்ஜீனியா பல்கலைக்கழகம்	University of Virginia
உண்ணுதல்	Ätande
ஆர்மோனியம்	Harmonium
பெர்லிஸ்	Perlis
திருசுதானியா	Tristania
டெடி கரடிக்குட்டி	Nallebjörn
ஹம்மர்	Hummer (bilmärke)
ரைன்ட் கணிதப் பப்பிரசு	Rhindpapyrusen
பில்லி கிரஹாம்	Billy Graham
ஸ்பேஸ்வாட்ச்	Spacewatch
ஜானத்தன் ரீஸ் மயர்ஸ்	Jonathan Rhys Meyers
களஞ்சியம்	Silo
வைக்கிங் காலம்	Vikingatiden
காந்தாரதேசம்	Gandhara
கிறிஸ்தவ ஜனநாயகவாதிகள்	Kristdemokraterna (Sverige)
லிங்டின்	Linkedin
பிரெஞ்சுக் கிழக்கிந்தியக் கம்பனி	Franska Ostindiska Kompaniet
நிகழ்நேர இயக்குதளம்	RTOS
ஹேபர் செயல்முறை	Haber-Boschmetoden
கனசதுரத்தை இரட்டிப்பாக்குதல்	Deliska problemet
79ஆம் அகாதமி விருதுகள்	Oscarsgalan 2007
ஓஹேர் பன்னாட்டு வானூர்தி நிலையம்	O'Hare International Airport
தக்ளி	Slända (textil)
என்றி ஃபயோல்	Henri Fayol
உபுண்டு (மெய்யியல்)	Ubuntu (filosofi)
ஆமோஸ்	Amos (profet)
பால் வாக்கர்	Paul Walker
ஜேம்ஸ் நியூட்டன் ஹவார்ட்	James Newton Howard
நெகிரி செம்பிலான்	Negeri Sembilan
மரபணு சிகிச்சை	Genterapi
கோப்பி லுவாக்	Kopi Luwak
வெர்ஜினா	Vergina
கடற்பனி	Havsis
சிறு படகோட்டம்	Kanotsport
துன்பப் பாதை	Via Dolorosa
அமெரிக்கக் கனவு	Amerikanska drömmen
ஹேமார்க்கெட் படுகொலை	Haymarketmassakern
எரிநெய்	Tjockolja
ஜேசன் ஐசக்ஸ்	Jason Isaacs
டி.ஐ.	T.I.
சீர்திருத்த செயலாக்கம்	Kvotering
பாறைநெய் தூய்விப்பாலை	Oljeraffinaderi
குகை ஓவியம்	Grottmålning
வீனின் இடப்பெயர்ச்சி விதி	Wiens lag
ஆம்ஸ்டர்டேம் பல்கலைக்கழகம்	Universiteit van Amsterdam
பிலிப்பைன்-அமெரிக்கப் போர்	Filippinsk-amerikanska kriget
ஸ்டீவ் பைக்கோ	Steve Biko
அயான் கேர்சி அலி	Ayaan Hirsi Ali
P-வலயக்குழு	P-blocket
உட்கருப்பொருள் மாற்றம்	Transsubstantiation
டி-வலயக்குழு	D-blocket
இன்சுலார் செல்திக்கு மொழிகள்	Ökeltiska språk
யானைப் பறவை	Elefantfåglar
கெட்டிசுபெர்க்கு உரை	Gettysburgtalet
வெளிவட்டப்புள்ளியுரு	Epicykloid
சார்பின் மூலம்	Rot (till ekvation)
குட்டிக் கடற்கன்னி (சிலை)	Den lille havfrue
முகிலறை	Wilsonkammare
சிம்சோன்	Simson
அளக்கும் நாடா	Måttband
பானஜி	Panaji
நூல் விரும்பி	Bibliofili
பனித்தூவி காலணி	Snöskor
பொபி ஃபாரெல்	Bobby Farrell
கிலாத் ஷாலித்	Gilad Shalit
சீன வங்கிக் கோபுரம்	Bank of China Tower
தரைபாவுமை	Tessellation
ஹார்ட்ஸ்ஃபீல்ட்-ஜாக்சன் அட்லாண்டா பன்னாட்டு வானூர்தி நிலையம்	Hartsfield–Jackson Atlanta International Airport
அன்னபேதி	Järn(II)sulfat
ஜீலம் ஆறு	Jhelum
வளைவு (கணிதம்)	Krökning
செக்வே	Segway
நாடகாசிரியர்	Dramatiker
ரைன் அருவி	Rhenfallet
அணுக்கரு மருத்துவம்	Nuklearmedicin
காப்பமைவியம் (கணிதம்)	Homomorfi
மீப்பெரு முழுஎண் சார்பு	Golv- och takfunktionerna
இரத்தத்தில் மீட்பர் தேவாலயம்	Uppståndelsekyrkan, Sankt Petersburg
ஜான் மேயர்	John Mayer
எடிசன் விளைவு	Edison-effekt
டானியல் டெனற்	Daniel Dennett
யாழ்ப்பாணம்	Jaffna
சுதந்திர எழுத்தாளர்	Frilans
மின்காந்த சக்தி வாய்கள்	Stickkontakt
கதிர் ஏற்பளவு	Absorberad dos
சேர்ப்பில்லாக் கணங்கள்	Disjunkta mängder
கீப்பா	Kippa
எர்மோன் மலை	Hermon
டெர்ரன்ஸ் மாலிக் (இயக்குனர்)	Terrence Malick
ஈன்றிக் வொன் இசுட்டீபன்	Heinrich von Stephan
அயர்லாந்து இராச்சியம்	Kungariket Irland
நேரலை குறுந்தகடு	Live CD
இருமுனையி	Elektrisk dipol
நிலை உயர்வு (சதுரங்கம்)	Promovering (schack)
சீன ட்றாகன்	Kinesisk drake
ரேங்கின் சுழற்சி	Rankinecykel
பொது ஒளிபரப்புச் சேவை	Public Broadcasting Service
இதய அடைப்பிதழ்	Hjärtklaff
உயிரிய உயிர்வளித் தேவை	Biochemical Oxygen Demand
வெர்கா	Fallstrimmor
நதியெஸ்தா குரூப்ஸ்கயா	Nadezjda Krupskaja
குவாண்டம் பின்னல்	Kvantmekanisk sammanflätning
பாஸ்டன் படுகொலை	Bostonmassakern
வெசாக்	Vesak
நகர்ப்புற வெப்பத்தீவு	Urban värmeö
பெரும் உற்பத்தி	Massproduktion
மரீ பிரான்சுவா சாடி கார்னோ	Sadi Carnot (politiker)
மைக்ரோசாப்ட் சீக்குவல் வழங்கி	Microsoft SQL Server
மலேசியப் புலி	Malayatiger
மோட்டர் கிராசு	Motocross
உயிரினங்களின் வாழ்தகமைப் பிரதேசம்	Beboelig zon
கிளீசு 581 ஜி	Gliese 581 g
பண்புப்பெயர்ப்பி	Transducer
புல ஆழம்	Skärpedjup
