Āfrika	Afrika
Aleksandrs Tretjakovs	Aleksandr Tretiakov
Nikolajs Kuļomins	Nikolaj Kuljemin
Gregs Henkoks	Greg Hancock
Mikels Bedkers	Mikkel Bødker
Jāns Lašāks	Ján Lašák
Davids Krejči	David Krejčí
Matīass Ēlunds	Mattias Öhlund
Krišjānis Rēdlihs	Krišjānis Rēdlihs
66. Kinoakadēmijas balva	Oscarsgalan 1994
Rizoīdi	Rhizoid
Laterāla domāšana	Lateralt tänkande
Bioģeogrāfiskais apgabals	Djurgeografisk region
Trijskanis	Treklang
Milans Mihāleks	Milan Michálek
Melnpieres svilpējguana	Svartpannad pipguan
Latvijas basketbola izlase	Lettlands herrlandslag i basket
Tatjana Ščegoļeva	Tatiana Sjtjegoleva
Valērijs Burē	Valerij Bure
Jānis Daliņš	Jānis Daliņš
Džons Heitinga	John Heitinga
Qt Development Frameworks	Qt Development Frameworks
The State	The State
Goldapa	Gołdap
Gorlice	Gorlice
Mameluks	Mamluker
Dersu Uzala	Vägvisaren (1975)
Vilamovice	Wilamowice
Pelle Lindbergs	Pelle Lindbergh
Sieviešu tenisa asociācija	WTA-touren
Šī Veibers	Shea Weber
Marks Savārs	Marc Savard
Martins Havlāts	Martin Havlát
Korijs Perijs	Corey Perry
Otepa Šamaja	Otep Shamaya
Stripped	Stripped (sång av Depeche Mode)
HC Košice	HC Košice
Pols Štjastnijs	Paul Stastny
Raibā vārna	Svartvit kråka
Shimano	Shimano
1989. gada NHL drafts	NHL Entry Draft 1989
Pantera	Pantera (olika betydelser)
Mets Molsons	Matt Moulson
Sporta dzēriens	Sportdryck
Minjans	Minjan
Viljams Remzijs	William Ramsay
Rāmsara	Ramsar, Iran
Forza Nuova	Forza Nuova
Džudo 2008. gada Vasaras Olimpiskajās spēlēs — Sievietes, līdz 48 kg	Damernas extra lättvikt i judo vid olympiska sommarspelen 2008
Sāmsala	Ösel
Nymphetamine	Nymphetamine (album)
VSS Enterprise	VSS Enterprise
Ņižina	Njezjin
Zviedrijas Nacionālā bibliotēka	Kungliga biblioteket
Beloje	Beloje ozero
Vengrova	Węgrów
Demokrātiskā kreiso savienība	Demokratiska vänsterförbundet
Ščitno	Szczytno
Sulejuveka	Sulejówek
Udjaure	Uddjaure
Kobilka	Kobyłka
Kamerūnas Tautas Demokrātiskā Kustība	Kamerunska folkets demokratiska samling
1987. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1987
Pietura	Busshållplats
Bēdroži	Lavskrikor
Kudovazdroja	Kudowa-Zdrój
Ļepjeļa	Lepel
Cediņa	Cedynia
Hojna	Chojna
Tonijs Espozito	Tony Esposito
Talačina	Talatjyn
Riebums (filma)	Repulsion
Portugāles basketbola izlase	Portugals herrlandslag i basket
Čikāgas @@@u0026Stags"	Chicago Stags
ASV Antarktikas programma	United States Antarctic Program
Rojs Džonss	Roy Jones, Jr.
Ūdenszalkši	Natrix
Kobrina	Kobrin
Luņiņeca	Luninets
Pružani	Pruschany
Kastro rajons	Castro (San Francisco)
Lesersleivleiks	Lilla Slavsjön
Ivanava	Ivanava
Dienvidsusēja	Dienvidsusēja
Forbes	Forbes
Mihals Kvjatkovskis	Michał Kwiatkowski
Ļahaviči	Lachowicze
Davidharadoka	Davyd-Haradok
Ostrova	Ostrov
Pasaules izstāde Parīzē (1889)	Världsutställningen 1889
Kimo Timonens	Kimmo Timonen
Ernests Šekltons	Ernest Shackleton
Vašingtonas @@@u0026Capitols"	Washington Capitols
Jagex	Jagex
Baltrīkles žagatsīlis	Vitstrupig skatskrika
Alpu rase	Alpin ras
Šlāgermūzika	Schlager
The Kills	The Kills
Žils Ferī	Jules Ferry
Gandijs (nozīmju atdalīšana)	Gandhi (olika betydelser)
Firaxis Games	Firaxis Games
Arheoloģiskie izrakumi	Utgrävning
Jūrgordstādena	Djurgårdsstaden
Peka Rinne	Pekka Rinne
Marks Stols	Marc Staal
Kīts Tkačuks	Keith Tkachuk
Sicīlietis (romāns)	Sicilianaren
Lembits	Lembitu
Rejs Emerijs	Ray Emery
Tūka Rasks	Tuukka Rask
Milans Hejduks	Milan Hejduk
Ēriks Džonsons (hokejists)	Erik Johnson
Lase Kukonens	Lasse Kukkonen
Ēriks Lindross	Eric Lindros
1972. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1972
Daniels Brjērs	Daniel Brière
Ziemeļu Zvaigznes ordenis	Nordstjärneorden
Jonass Enlunds	Jonas Enlund
Rietumu šelfa ledājs	Västra shelfisen
Dundaga	Dundaga
Norvēģijas Polārais institūts	Norsk Polarinstitutt
Lisabonas stratēģija	Lissabonstrategin
Lorenss Teilors	Lawrence Taylor
Žans Sebastjēns Žigērs	Jean-Sébastien Giguère
Viduslaiku literatūra	Medeltidens litteratur
Melioidoze	Melioidos
Mihails Grigorenko	Michail Grigorenko
Elisa	Elisa (telefoni)
They Can't Stop The Spring	They Can't Stop the Spring
Noriss Kols	Norris Cole
Kičeneras @@@u0026Rangers"	Kitchener Rangers
Tomass Dīthārts	Thomas Diethart
COROT-3b	COROT-3b
TRIKS (SMART) kritērijs	SMART (målformulering)
Džons Adamss	John Adams (olika betydelser)
Iļja Ņikuļins	Ilja Nikulin
Ņikita Zaicevs	Nikita Zajtsev
Goodison Park	Goodison Park
Ladonija	Ladonien
Eiropas Padomes cilvēktiesību komisārs	Europarådets kommissionär för mänskliga rättigheter
Vītezslavs Veselijs	Vítězslav Veselý
Industriālais roks	Industrirock
Piorijas @@@u0026Rivermen"	Peoria Rivermen
Maikls Esjēns	Michael Essien
Kents Brokmens	Kent Brockman
Sergejs Mozjakins	Sergej Moziakin
Eksmūras ponijs	Exmoorponny
Rietumu plankumainais skunkss	Spilogale gracilis
Hitori	Hitori
Eino Rahja	Eino Rahja
Snuķaugļu lazda	Corylus cornuta
Pols Džordžs	Paul George
Džeremijs Rēniks	Jeremy Roenick
Mariešu valoda	Mariska
Original Single Kollektion	Original Single Kollektion
Indianvelsas Masters	BNP Paribas Open
Janne Niskala	Janne Niskala
Klods Lemjē	Claude Lemieux
Islandes špats	Islandsspat
Miko Meenpē	Mikko Mäenpää
Web Map Service	Web Map Service
Džordans Eberle	Jordan Eberle
Dereks Stepans	Derek Stepan
Niks Fjurijs	Nick Fury
Aleksejs Višņakovs	Aleksejs Višņakovs
Markuss Ēriksons	Marcus Ericsson
Svens Lehmuss	Sven Lõhmus
Skandinaviska Enskilda Banken	Skandinaviska Enskilda Banken
Ēriku dzimta	Ljungväxter
Dažādlapu lazda	Corylus heterophylla
Marguss Hunts	Margus Hunt
Losandželosas @@@u0026Clippers"	Los Angeles Clippers
Evanders Keins	Evander Kane
Progress M-13M	Progress M-13M
Normānisma teorija	Normannism
Matemātiskā formula	Formel
Cargotec	Cargotec
Dmitrijs Kuļikovs	Dmitrij Kulikov
Mikroķirurģija	Mikrokirurgi
Džimijs Ēriksons	Jimmie Ericsson
2009.—2010. gada NHL sezona	National Hockey League 2009/2010
Ātrslidošana 1924. gada Ziemas Olimpiskajās spēlēs — Vīrieši, 1500 m	Herrarnas 1 500 meter i hastighetsåkning på skridskor vid olympiska vinterspelen 1924
Daniils Kvjats	Daniil Kvyat
Stafans Kronvals	Staffan Kronwall
Kriss Kelijs	Chris Kelly
Polijas sociāldemokrātija	Polens socialdemokrati
USA-212	X-37B OTV-1
Zinetula Biļaļetdinovs	Zinetula Biljaletdinov
Marks Šeifele	Mark Scheifele
Kreigs Adamss	Craig Adams
Tods Heiss	Todd Hays
Marfa	Marfa
Dzjaldovo	Działdowo
Krasņika	Kraśnik
Krapkovice	Krapkowice
Gostiņina	Gostynin
Izarnus Takons	Isarnus
Radziņa Podlaska	Radzyń Podlaski
Rodrigo Laviņš	Rodrigo Laviņš
Majors	Major
Roberts Kristans	Robert Kristan
Tīdžejs Ošijs	T.J. Oshie
Ņisko	Nisko
Mika Pierele	Mika Pyörälä
Romans Červenka	Roman Červenka
Raiens Stroms	Ryan Strome
Staņislavs Gaļimovs	Stanislav Galimov
Frederiks Andersens	Frederik Andersen
Dzīvības nodrošināšanas sistēma	Livsuppehållande system
Džonatans Iberdo	Jonathan Huberdeau
Raiens Johansens	Ryan Johansen
Raiens Eliss	Ryan Ellis
Aleksandrs Jerjomenko	Aleksandr Jerjomenko
Piša	Pisz
Lubliņeca	Lubliniec
Nītaure	Nītaure
Mūrmuiža	Mūrmuiža
Alfama	Alfama
Kovari	Kowary
Konstancina-Jezjorna	Konstancin-Jeziorna
Hrudima	Chrudim
Nove Mesto Morāvijā	Nové Město na Moravě
Pilava Gurna	Piława Górna
Tršineca	Třinec
Iekšējā jūra	Medelhav
Poņatova	Poniatowa
Starobiļska	Starobilsk
Eiropas autoceļš E20	E20
East Jesus Nowhere	East Jesus Nowhere
Nova Kahovka	Nova Kachovka
Ekvadoras futbola izlase	Ecuadors herrlandslag i fotboll
Prabuti	Prabuty
Asinsvadi	Blodkärl
Iņsko	Ińsko
Sjanova	Sianów
Vižiska	Wyrzysk
Karlino	Karlino
Moriņa	Moryń
Veleņa	Wieleń
Polanova	Polanów
Miroslaveca	Mirosławiec
Vitņica	Witnica
Dravno	Drawno
Dobžani	Dobrzany
Meškovice	Mieszkowice
Elefanta	Elefantön
Elektromagnētiskās indukcijas likums	Elektromagnetisk induktion
Pirmais angļu-afgāņu karš	Första anglo-afghanska kriget
Embargo	Embargo
Maševo	Maszewo
Novogarda	Nowogard
Reča	Recz
Pelčice	Pełczyce
Ņepolomice	Niepołomice
Kališa Pomorska	Kalisz Pomorski
Tolkmicko	Tolkmicko
Tučno	Tuczno
Raškova	Raszków
Žepina	Rzepin
Dzivnova	Dziwnów
Člopa	Człopa
Kocka	Kock, Polen
Janova Lubelska	Janów Lubelski
Sērsna	Skare
Vienotība	Enhet (Lettland)
Lake Erie Monsters	Lake Erie Monsters
Jevgeņijs Pļuščenko	Jevgenij Plusjenko
Eiropas kopiena	Europeiska gemenskaperna
Eiropas migrācijas tīkls	Europeiska migrationsnätverket
Garpa pasaule (filma)	Garp och hans värld (film)
Skvežina	Skwierzyna
Braiens Berārs	Bryan Berard
Kahovka	Kachovka
Brynäs IF	Brynäs IF
2024. gada Vasaras Olimpiskās spēles	Olympiska sommarspelen 2024
Selekcija	Avel
Londekzdroja	Lądek-Zdrój
Tožima	Torzym
Fazer	Fazer
Kumba	Kumba, Kamerun
Rava-Ruska	Rava-Ruska
Netišina	Netisjyn
Vinniki	Vynnyky
Vasiļkiva	Vasylkiv
Vengožino	Węgorzyno
2006.—2007. gada NBA sezona	National Basketball Association 2006/2007
Baltkājainā trušu žurka	Conilurus albipes
Komsomoļska (Ukraina)	Komsomolsk
Aleksandrs Svitovs	Aleksandr Svitov
Nkongsamba	Nkongsamba
Kristīne (Tallina)	Kristiine
Priežu rinda	Tallordningen (växter)
Krasnoarmijska	Krasnoarmijsk
Bads Holovejs	Bud Holloway
Sokaļa	Sokal
Samtainais ozols	Quercus velutina
Ufa (nozīmju atdalīšana)	UFA
Pruškova (Opole)	Prószków
Polārais plato	Antarktisplatån
Fixed	Fixed
Halucinogēnu paliekošie uztveres traucējumi	Posthallucinatorisk perceptionsstörning
Poņeca	Poniec
F3 Eirosērija	Formula 3 Euro Series
Viršanas temperatūra	Kokpunkt
Francisella tularensis	Francisella tularensis
Bulgārijas hokeja izlase	Bulgariens herrlandslag i ishockey
Nida (Lietuva)	Nida
Palmu vāveres	Funambulus
Fārsa	Fars (provins)
Ātrslidošana 1924. gada Ziemas Olimpiskajās spēlēs — Vīrieši, 500 m	Herrarnas 500 meter i hastighetsåkning på skridskor vid olympiska vinterspelen 1924
Cīņas sports 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, grieķu-romiešu cīņa, līdz 55 kg	Bantamvikt i grekisk-romersk stil för herrar i brottning vid olympiska sommarspelen 2008
Cīņas sports 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, grieķu-romiešu cīņa, līdz 60 kg	Fjädervikt i grekisk-romersk stil för herrar i brottning vid olympiska sommarspelen 2008
Cīņas sports 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, grieķu-romiešu cīņa, līdz 74 kg	Weltervikt i grekisk-romersk stil för herrar i brottning vid olympiska sommarspelen 2008
Cīņas sports 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, grieķu-romiešu cīņa, līdz 84 kg	Mellanvikt i grekisk-romersk stil för herrar i brottning vid olympiska sommarspelen 2008
Cīņas sports 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, grieķu-romiešu cīņa, līdz 96 kg	Tungvikt i grekisk-romersk stil för herrar i brottning vid olympiska sommarspelen 2008
Riteņbraukšana 2012. gada Vasaras Olimpiskajās spēlēs — Vīrieši, BMX	Herrarnas BMX vid olympiska sommarspelen 2012
Rabkazdroja	Rabka-Zdrój
Džudo 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, līdz 100 kg	Herrarnas halv tungvikt i judo vid olympiska sommarspelen 2008
Lauka hokejs 2008. gada Vasaras Olimpiskajās spēlēs — Vīriešu turnīrs	Herrarnas turnering i landhockey vid olympiska sommarspelen 2008
Džudo 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, līdz 66 kg	Herrarnas halv lättvikt i judo vid olympiska sommarspelen 2008
Džudo 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, līdz 73 kg	Herrarnas lättvikt i judo vid olympiska sommarspelen 2008
Džudo 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, līdz 60 kg	Herrarnas extra lättvikt i judo vid olympiska sommarspelen 2008
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, slaloms, C-1	Herrarnas C-1 i slalom i kanotsport vid olympiska sommarspelen 2008
Jutrosina	Jutrosin
Dadāba	Dadaab
Gekonveidīgie	Gekkota
Bangera oāze	Bungerbergen
Georges Lemaître ATV	ATV-005 Georges Lemaître
Amerikas lidvāveres	Amerikanska flygekorrar
Zelta Globusa balva	Golden Globe Award
Burgasas ezers	Burgassjön
Dāhla	Dakhla (oas)
Bērlingtona (Ziemeļkarolīna)	Burlington, North Carolina
Burnout Paradise	Burnout Paradise
Calendžiha	Tsalendzjicha
Ķērne	Smörkärna
Baierlija turku zirgs	Byerley Turk
Baurdarbunga	Bárðarbunga
Lāčplēša Kara ordenis	Björndödarorden
Liberecas @@@u0026Bílí Tygři"	HC Bílí Tygři Liberec
Bohēmijas hokeja izlase	Böhmens herrlandslag i ishockey
NASDAQ OMX Stockholm	Stockholmsbörsen
Kamjanka-Buzka	Kamjanka-Buska
Stambulas ila arhipelāgs	Kızıl Adalar
Hocivela	Chociwel
Suhaņa	Suchań
Kšiža Velkopolska	Krzyż Wielkopolski
Snouhila	Snow Hillön
Džeimsa Rosa sala	James Ross Island
Uzticamības pārbaude	Företagsbesiktning
C/2011 L4	C/2011 L4
Vrahovice	Vrahovice
Mālpils	Malpils
Ozolnieki	Ozolnieki
Karksi-Nuija	Karksi-Nuia
Novogroda Bobžaņska	Nowogród Bobrzański
My Cassette Player	My Cassette Player
Spin	Spin (tidskrift)
Paparazzi	Paparazzi (sång)
Breakaway (albums)	Breakaway (Kelly Clarkson)
Vecrīga	Vecrīga
2015. gada Pasaules čempionāts vieglatlētikā	Världsmästerskapen i friidrott 2015
Borne Sulinovo	Borne Sulinowo
Gotlande	Gotland
Kems Faulers	Cam Fowler
Kems Nīlijs	Cam Neely
Questa Notte	Questa Notte
Guldpucken	Guldpucken
Jirži Holīks	Jiří Holík
Dinara Safina	Dinara Safina
Kuņģis	Magsäck
Trenčīnas @@@u0026Dukla"	HC Dukla Trenčín
Halle Berija	Halle Berry
Kaniapisko ūdenskrātuve	Kaniapiskausjön
Hamilton	Hamilton
Dzinis	Drivrutin
Kumāni	Kumaner
Heteroseksualitāte	Heterosexualitet
Karls Hagelins	Carl Hagelin
1968. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1968
1974. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1974
1985. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1985
1978. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1978
1997. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1997
1981. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1981
1983. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1983
Arktikas stērstu dzimta	Snösparvar
Mars-7	Mars 7
Philae	Philae (landare)
Charlie Hebdo	Charlie Hebdo
Stirnas	Capreolus
Svaru stienis	Skivstång
Imants Ziedonis	Imants Ziedonis
Delmērva	Delmarvahalvön
2014. gada Ziemas Paraolimpiskās spēles	Paralympiska vinterspelen 2014
Disepšena	Deception Island
Keisi	Casey (forskningsstation)
Minamitori	Minami-Torishima
Naudas plūsma	Kassaflöde
Parastā kamolzāle	Hundäxingar
Guitar Hero III: Legends of Rock	Guitar Hero III: Legends of Rock
Tanngniostrs un Tanngrisnirs	Tanngnjost och Tanngrisner
Doll Domination	Doll Domination
UUCP	Unix to Unix Copy
Thankful	Thankful
Mazkrievija	Lillryssland
Skeleta šķērssvītrotā muskulatūra	Skelettmuskel
MOL Liga	MOL Liga
WhatsApp	WhatsApp
2008. gada ASV atklātais čempionāts tenisā — Sieviešu dubultspēles	Damdubbel vid US Open i tennis 2008
Gaišzilā krāšņspāre	Ljus lyrflickslända
Quoted-printable	Quoted printable
Septiljons	Kvadriljon
Grūtas parks	Grūtasparken
Frankenkrancis	Frankenweenie (2012)
Dagijs Pointers	Dougie Poynter
Toms Flečers	Tom Fletcher
Denijs Džouns	Danny Jones
135 filma	Småbild
Joma	Joma
2004. gads sportā	Sportåret 2004
Paukošana 2008. gada Vasaras Olimpiskajās spēlēs — Sievietes, špaga	Damernas värja i fäktning vid olympiska sommarspelen 2008
Unreal Tournament 3	Unreal Tournament 3
OpenSSL	OpenSSL
Japānas cauna	Japansk mård
Celldweller	Celldweller
Harijs Džads	Harry Judd
Brīvā asociācija	Fri association
Cerera (nozīmju atdalīšana)	Ceres
Krūšu krusts	Biskopskors
Likums un kārtība (2001)	Law & Order: Criminal Intent
Augu šūna	Växtcell
Cilvēkresursu vadīšana	Human resources
Ikdienas valodas filozofija	Vardagsspråksfilosofi
Makmerdo šaurums	McMurdosundet
Zīmīgie cipari	Värdesiffra
Tatla komēta	Tuttles komet
Outlawz	Outlawz
Kimi ga Nozomu Eien	Kimi ga nozomu eien
Krūgerrands	Krugerrand
Pasaules kausa izcīņa hokejā	World Cup i ishockey
Bildinājums	Frieri
Stops (mērvienība)	Quart
Svjatoslavs Igorevičs	Svjatoslav I av Kiev
Mēness gaisma	Månljus
Universitātes slimnīca	Universitetssjukhus
Terrestrial Trunked Radio	Terrestrial Trunked Radio
Skolopendru dzimta	Scolopendridae
112 (Eiropas vienotais ārkārtējo notikumu tālruņa numurs)	112 (telefonnummer)
Oruro departaments	Oruro (departement)
Chang'e 3	Chang'e 3
Lovīsas atomelektrostacija	Lovisa kärnkraftverk
Pasaules sistēmas teorija	Världssystemteori
Live Nation	Live Nation
Dinamiskā atmiņas iedalīšana	Minnesallokering
Nāves grupa	Dödens grupp
Termosbenvēži	Thermosbaenacea
Džonatans Ēriksons	Jonathan Ericsson
Bads (romāns)	Svält (roman)
Čepmens	Chapman
Ļaunuma problēma	Det ondas problem
Šarls Ogistēns Sentbēvs	Charles-Augustin Sainte-Beuve
Riteņbraukšana 2008. gada Vasaras Olimpiskajās spēlēs — Vīrieši, grupas brauciens	Herrarnas linjelopp i landsvägscykling vid olympiska sommarspelen 2008
SIMM	SIMM
1954. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1954
Riteņbraukšana 2008. gada Vasaras Olimpiskajās spēlēs — Sievietes, grupas brauciens	Damernas linjelopp i landsvägscykling vid olympiska sommarspelen 2008
Džeimijs Benns	Jamie Benn
Melissa & Joey	Melissa & Joey
Sakigake	Sakigake
Latvijas sieviešu futbola izlase	Lettlands damlandslag i fotboll
1952. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1952
Aklimatizētie dzīvnieki	Introducerad art
2013. gada Tour de France	Tour de France 2013
Volejbols 2012. gada Vasaras Olimpiskajās spēlēs — Sievietes, pludmales volejbols	Damernas turnering i beachvolleyboll vid olympiska sommarspelen 2012
Mars-5	Mars 5
Kastelholmena	Kastellholmen
Tuksnešu pele	Pseudomys desertor
1980. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1980
X.509	X.509
1938. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1938
Spāņu ozols	Quercus falcata
Statuete	Figurin
You've Come a Long Way, Baby	You've Come a Long Way, Baby
Millennium (albums)	Millennium (musikalbum)
Raundas salas boa	Ledkäksboa
Sprakšķu virsdzimta	Elateroidea
UEFA Euro 2012 (spēle)	UEFA Euro 2012
Ghost in the Shell (filma)	Ghost in the Shell (film)
Finanšu centrs	Finanscentrum
Šarlotas @@@u0026Checkers"	Charlotte Checkers
Indijas mazais ērglis	Indisk skrikörn
Mars-4	Mars 4
Vinho Verde	Vinho verde
Kapucīnskunkss	Kapuschongskunk
Konvencija par personu ar invaliditāti tiesībām	Konventionen om rättigheter för personer med funktionsnedsättning
Madagaskaras jakāns	Madagaskarjaçana
Patria Pasi	Sisu XA-180
Amūras ezis	Erinaceus amurensis
Momoiro Clover Z	Momoiro Clover Z
Nacionālo putnu uzskaitījums	Nationalfågel
Arnolda—Kiari malformācija	Chiari malformation
Čikāgas @@@u0026Wolves"	Chicago Wolves
Čikāgas skola (socioloģija)	Chicagoskolan (sociologi)
Nihroms	Nikrom
Izvirduma vai ugunsgrēka mākoņi	Pyrocumulus
One Ok Rock	One OK Rock
Kredītportfelis	Modern portfolio theory
Sniedzes	Plectrophenax
Mitrinātājs	Luftfuktare
Sarkankakla tītiņš	Rödbröstad göktyta
Ķīnas hokeja izlase	Kinas herrlandslag i ishockey
Turcijas mūzika	Turkisk musik
Spīdmintons	Speed badminton
SyncML	SyncML
Pirmsskolas izglītība	Förskola
Presuppozīcija	Presupposition
Čonu arhipelāgs	Chonosöarna
Badmintons 2008. gada Vasaras Olimpiskajās spēlēs — Vīriešu vienspēles	Herrsingel i badminton vid olympiska sommarspelen 2008
Horeja	Danssjuka
Rīgas miera līgums	Freden i Riga
Kriss Hedfīlds	Chris Hadfield
Labdarība	Välgörenhet
1950. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1950
Biezpēdaiņi	Tylopoda
Kriss Kunics	Chris Kunitz
Kriss Meisons	Chris Mason
Kriss Filipss	Chris Phillips
Kriss Saimons	Chris Simon
Kriss Stjuarts	Chris Stewart (ishockeyspelare)
Alternatīva degviela	Alternativa drivmedel
Rūdolfs Blaumanis	Rudolfs Blaumanis
Dižzīļu ozols	Quercus macrocarpa
Trolla	Troll (forskningsstation)
Sarkanrīkles svilpējguana	Rödstrupig pipguan
Love Is Dead	Love Is Dead
Kristīne	Kristina
Zilenīši	Polyommatus
Raunda	Round Island
Lielā sniedze	Beringsnösparv
Rīgas vagonbūves rūpnīca	Rīgas Vagonbūves Rūpnīca
Pļavas sīksamtenis	Darrgräsfjäril
2008.—2009. gada KHL sezona	Kontinental Hockey League 2008/2009
Pachytodes cerambyciformis	Bred blombock
2007. gada F3 Eirosērijas sezona	Formula 3 Euro Series 2007
Lielais dižkoksngrauzis	Smedbock
2005. gada Pasaules čempionāts hokejā junioriem	Juniorvärldsmästerskapet i ishockey 2005
Alberts Rumba	Alberts Rumba
1993. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1993
Identity	Identity (musikalbum)
Anastasija Stocka	Anastasija Stotskaja
Rodrigesas augļēdājsikspārnis	Rodriguesflyghund
1991. gada Eiropas čempionāts basketbolā sievietēm	Europamästerskapet i basket för damer 1991
Cinema 4D	Cinema 4D
Baltspārnu žagata	Vitvingad blåskata
Novell eDirectory	Novell eDirectory
Tuvošanās manevrs	Rymdmöte
Rietumu goferi	Västliga kindpåsråttor
Ziemeļlidvāvere	Glaucomys sabrinus
Smaiļošana un kanoe airēšana 2008. gada Vasaras Olimpiskajās spēlēs — Sievietes, slaloms, K-1	Damernas K-1 i slalom i kanotsport vid olympiska sommarspelen 2008
Klārks	Clarke
Kijevas lielkņazi	Lista över Kievrikets regenter
Jaguar	Jaguar (olika betydelser)
Java	Java (olika betydelser)
Sīmora sala	Seymourön
Kanādas dolārs	Kanadensisk dollar
Treneris Kārters	Coach Carter
Kazvīna	Qazvin (provins)
Krāšņspāru virsdzimta	Coenagrionoidea
Dārzs	Trädgård
Kijevas Krievzeme	Kievriket
Eiropas koledža	College of Europe
Umma Kulsūma	Om Khalsoum
Ārstniecības salvija	Kryddsalvia
Ville Nieminens	Ville Nieminen
109 Piscium b	109 Piscium b
Šaursliežu dzelzceļš	Smalspår
Siringomiēlija	Syringomyeli
WataMote	Watashi ga motenai no wa dō kangaetemo omaera ga warui!
Pešāvara	Peshawar
Combat Arms	Combat Arms
Senās Romas armija	Romerska rikets militär
Commons	Commons
Pasaules U-21 čempionāts basketbolā sievietēm	U21-världsmästerskapet i basket för damer
Reičela precas	Rachel Getting Married
Xtort	Xtort
Christensen	Christensen
1989. gada Pasaules čempionāts hokejā	Världsmästerskapet i ishockey för herrar 1989
2007.—2008. gada NBA sezona	National Basketball Association 2007/2008
Moloko	Moloko
Gaiziņkalns	Gaiziņkalns
Färjestad BK	Färjestad BK
GHV2	GHV2
1994. gada NHL drafts	NHL Entry Draft 1994
Supermens 4	Stålmannen i kamp för freden
Evita (albums)	Evita (musikalbum)
Nordea	Nordea
Rundāles pils	Rundāles pils
Verve Records	Verve Records
Karena Demirčana Sporta un Koncertu Komplekss	Karen Demirtjan-komplexet
NBA sezonas progresējušākais spēlētājs	NBA Most Improved Player Award
Konektikutas @@@u0026Sun"	Connecticut Sun
Mongolijas Tautas Revolucionārā partija	Mongoliska folkets revolutionära parti
Labiāls līdzskanis	Labial konsonant
The Fratellis	The Fratellis
Opel GT	Opel GT
Garenbāze	Hjulbas
Polijas Republikas Pašaizsardzība	Samoobrona
Leeds United A.F.C.	Leeds United AFC
Ātrā prototipēšana	Rapid prototyping
Filadelfijas hromosoma	Philadelphiakromosom
Latvijas Pareizticīgā Baznīca	Lettisk-ortodoxa kyrkan
Ngobe-Bugle	Ngöbe-Buglé
2009.—2010. gada NBA sezona	National Basketball Association 2009/2010
Malcolm Lincoln	Malcolm Lincoln
InCulto	InCulto
2008.—2009. gada NBA sezona	National Basketball Association 2008/2009
Det som engang var	Det som engang var
Krievijas sieviešu basketbola izlase	Rysslands damlandslag i basket
Opel Meriva	Opel Meriva
Late Registration	Late Registration
Eiropas stabilitātes mehānisms	Europeiska stabilitetsmekanismen
Nacionālās hokeja līgas drafts	NHL Entry Draft
Vertu	Vertu
Ūtgarda	Utgård
Rokfelleri	Rockefeller
Rändajad	Rändajad
Oulu @@@u0026Kärpät"	Oulun Kärpät
2006. gada Pasaules čempionāts hokejā	Världsmästerskapet i ishockey för herrar 2006
Liverpool FC	Liverpool FC
Ekseteras katedrāle	Katedralen i Exeter
Londonas Olimpiskās spēles	Olympiska spelen i London
Luristāna	Lorestan
Biznesa inkubators	Inkubator (nyföretagande)
Netillins	Nettilling Lake
Bofors L60	Bofors 40 mm automatkanon
Naisāre	Nargö
Lahemā nacionālais parks	Lahemaa nationalpark
2001.—2002. gada NBA sezona	National Basketball Association 2001/2002
1999.—2000. gada NBA sezona	National Basketball Association 1999/2000
2003.—2004. gada NBA sezona	National Basketball Association 2003/2004
