अफ़्रीका	Afrika
रोनेन कीटिंग	Ronan Keating
मुवाताल्ली द्वितीय	Muwatalli II
प्रक्षेपित्र	Projektor
रोहू मछली	Rohu
आगा खां चतुर्थ	Aga Khan IV
पॉल वाइडल डि लॉ ब्लॉश	Paul Vidal de la Blache
पैट्रिक हॅनरी	Patrick Henry
नारीन	Naryn
अंकोल	Alangium
प्रतिगामी चाल	Retrograd rörelse
कनेर (पीली)	Tevetiasläktet
मिरैन्डा चेतावनी	Mirandavarningen
मधुपत्र	Sötflockelsläktet
अपराजिता	Clitoria ternatea
इडेन पार्क	Eden Park
जॉन न्यूकॉम्ब	John Newcombe
कनिष्क	Kanishka
रॉय इमरसन	Roy Emerson
मेगस्थनीज	Megasthenes
परमहंस योगानन्द	Paramahansa Yogananda
संत कबीर	Kabir
अश्वघोष	Asvaghosa
नाथूराम विनायक गोडसे	Nathuram Godse
महेश भूपति	Mahesh Bhupathi
बाल गंगाधर तिलक	Lokmanya Tilak
जेफ बेज़ोस	Jeff Bezos
वी॰ वी॰ गिरि	Varahagiri Venkata Giri
क्लाइव ग्रेंजर	Clive Granger
एडवर्ड सी प्रेस्कॉट	Edward C. Prescott
ज़ेवियर मलीस	Xavier Malisse
डी०पी०ए०	Deutsche Presse-Agentur
जॉनाथन प्राइस	Jonathan Pryce
जॉन चो	John Cho
मार्क स्ट्रांग	Mark Strong (skådespelare)
दाव्डा जावारा	Dawda Jawara
पेत्रो कोर्दा	Petr Korda
कबीर बेदी	Kabir Bedi
राबर्ट पेन वारेन	Robert Penn Warren
लाल बादल	Röda molnet
हेरोल्ड होल्ट	Harold Holt
रॉबर्ट ज़ोलिक	Robert Zoellick
फैब्रिस सैंतोरो	Fabrice Santoro
केन रोसेवाल	Ken Rosewall
इमरान ख़ान (अभिनेता)	Imran Khan (skådespelare)
विलियम कैरी (मिशनरी)	William Carey
गुलाम अहमद	Mirza Ghulam Ahmad
रुदाकी	Rudaki
ख़ान अब्दुल ग़फ़्फ़ार ख़ान	Khan Abdul Ghaffar Khan
गुरु गोबिन्द सिंह	Guru Gobind Singh
तुलसीदास	Tulasidas
फ़ाहियान	Faxian
जॉन अब्राहम	John Abraham
डिएगो केओ	Diogo Cão
जोशीया	Josia
गोपाल कृष्ण गोखले	Gopal Krishna Gokhale
सूर्यवर्मन द्वितीय	Suryavarman II
गोह चोक टोंग	Goh Chok Tong
मानवेन्द्रनाथ राय	M.N. Roy
चू युआन	Qu Yuan
त्साओ पी	Cao Pi
ब्रुसेला	Brucella
भारत के राष्ट्रपति	Indiens president
स्टीफन कोवे	Stephen Covey
सलमान खुर्शीद	Salman Khurshid
गाटुन झील	Gatúnsjön
फ्रांस्वा मैंसार	François Mansart
अल्फ्रेड डीकिन	Alfred Deakin
अनिल कपूर	Anil Kapoor
शेख मुस्ज़ाफर शुकोर	Sheikh Muszaphar Shukor
डेक्सिया	Dexia
एंड्रू फिशर	Andrew Fisher
अल्युमिनियम क्लोराइड	Aluminiumklorid
जगदीश चन्द्र बसु	Jagdish Chandra Bose
लारेन्स फेर्लिंघेट्टि	Lawrence Ferlinghetti
ज्योतिरादित्य सिंधिया	Jyotiraditya Scindia
गुलाम इशाक खान	Ghulam Ishaq Khan
मासाओका शिकि	Masaoka Shiki
अलेक्सेय वराबियोव	Aleksej Vorobjov
विश्वनाथ प्रताप सिंह	Vishwanath Pratap Singh
मैट बोमर	Matt Bomer
जेम्स ड्वाइट डेना	James Dwight Dana
लिन बिआउ	Lin Biao
पुष्पकमल दाहाल	Prachanda
बिन्दुसार	Bindusara
सांता क्लॉज़	Jultomten
आन्द्रेस गिमेनो	Andrés Gimeno
गैरी स्नाइडर	Gary Snyder
विलियम मॉरिस डेविस	William Morris Davis
युकिया अमानो	Yukiya Amano
सो विन	Soe Win
साइमन एस्पेलिन	Simon Aspelin
थोमस बैबिंगटन मैकाले	Thomas Babington Macaulay, 1:e baron Macaulay
विधिक समता	Likhet inför lagen
एदि रामा	Edi Rama
अन्तर्राष्ट्रीय वाणिज्य केन्द्र, हाँगकाँग	International Commerce Centre
थॉमस डी क्विंसी	Thomas de Quincey
मानसिक स्वास्थ्य	Psykisk hälsa
मुंशी अब्दुल करीम	Abdul Karim (Munshi)
अब्दुल राशिद ग़ाज़ी	Abdul Rashid Ghazi
जान कोड्स	Jan Kodeš
अब्दुल्ला अब्दुल्ला	Abdullah Abdullah
विदेशी मुद्रा का आरक्षित भंडार	Valutareserv
तकनीकी मानक	Standard
बिम्बिसार	Bimbisara
गुलज़ारीलाल नन्दा	Gulzarilal Nanda
फ़ख़रुद्दीन अली अहमद	Fakhruddin Ali Ahmed
रूपहला	Silver (färg)
जेमी मरे	Jamie Murray
रावी नदी	Ravi
सिमों वूए	Simon Vouet
बोजनुर्द	Bojnourd
चिली की कम्युनिस्ट पार्टी	Chiles kommunistiska parti
जोसेफ नीधम	Joseph Needham
बहावलपुर	Bahawalpur
चोइबल्सान (शहर)	Tjojbalsan (stad)
फेलिस बीटो	Felice Beato
ब्राजील के राष्ट्रपतियों की सूची	Lista över Brasiliens statsöverhuvuden
पीटर नॉर्थ	Peter North
पश्चिमी कांफ्रेंस (एन बी ए)	Western Conference (National Basketball Association)
सिलवास	Silvassa
दीपक चोपड़ा	Deepak Chopra
माइकल फिलिप एंडरसन	Michael Anderson
दूनहुआंग	Dunhuang
अर्ग	Erg (landform)
अटकल	Förmodan
ऑस्ट्रेलिया के प्रधानमंत्री	Australiens premiärminister
गेलुगपा	Gelug
तेल अवीव जिला	Gush Dan
त्रिनिदाद, क्यूबा	Trinidad, Kuba
शीघ्रपतन	För tidig utlösning
ली चोंग वेई	Lee Chong Wei
गाल्ल	Galle
मॉड्युलर गणित	Modulär aritmetik
लोप नुर	Lop Nor
पक्षिपटबंधन	Ringmärkning
शाहिद कपूर	Shahid Kapoor
रोम मास्टर्स	Rome Masters
ब्यास नदी	Beas
शेवरॉन कॉर्पोरेशन	Chevron
पार-अंटार्कटिक पर्वत	Transantarktiska bergen
हीनभावना	Mindervärdeskomplex
चौधरी चरण सिंह	Charan Singh
इनवेस्टमेंट बैंकिंग	Investmentbank
जमशेदजी टाटा	Jamsetji Tata
सोंगत्सेन गम्पो	Songtsän Gampo
लेओ फेरे	Léo Ferré
बेंजामिन उम्कापा	Benjamin Mkapa
अमरूद	Guavasläktet
सटन बरो	London Borough of Sutton
महाप्राण और अल्पप्राण व्यंजन	Aspiration (fonetik)
एजटेका स्टेडियम	Aztekastadion
टैम्पा बे बकनईअर्स	Tampa Bay Buccaneers
टेनेसी टाइटन्स	Tennessee Titans
अभिनव बिंद्रा	Abhinav Bindra
अभिनवगुप्त	Abhinavagupta
सौर एवं सौरचक्रीय वेधशाला (सोहो)	Solar and Heliospheric Observatory
चीनी राष्ट्रीय अंतरिक्ष प्रशासन	Kinas nationella rymdstyrelse
भारतीय सशस्‍त्र सेनाएँ	Indiens försvarsmakt
शु हान राज्य (प्राचीन चीन)	Shu Han
त्साओ वेई राज्य (प्राचीन चीन)	Cao Wei
कॉप्टिक वर्णमाला	Koptiska alfabetet
लेजर डायोड	Halvledarlaser
तत्समक फलन	Identitetsfunktion
बोधि वृक्ष	Bodhiträd
अरीठा	Sapindus
कोल्लम	Kollam
मनुस्मृति	Manus lagbok
भारत रत्‍न	Bharat Ratna
ऐजो यौगिक	Azoförening
इकाई पग-फलन	Heavisides stegfunktion
क्रैमर-नियम	Cramers regel
आर्थिक आजादी	Ekonomisk frihet
अर्थशास्त्र (ग्रन्थ)	Arthashastra
घी	Ghee
कस्तूरी	Mysk
द फाइटर	The Fighter
स्नेहक	Smörjmedel
त्रिंकोमली	Trincomalee
एलेक्ट्रा मनोग्रंथि	Elektrakomplex
मर्सिडीज़-बेंज़ E-क्लास	Mercedes-Benz E-klass
पूस इन बूट्स (२०११ फ़िल्म)	Mästerkatten (film)
वुज़	Vuze
इंद्रगोप	Karneol
सारनाथ	Sarnath
बंध्याकरण	Sterilisering (ingrepp)
ओकलैंड रेडर्स	Oakland Raiders
सिल्वरथॉर्न (CPU)	Intel Atom
रेसिडंट इविल: आफ्टरलाइफ	Resident Evil: Afterlife
स्वाट	SWAT
मैमोग्राफी (स्तन चित्रण)	Mammografi
लाग्रांजीय यांत्रिकी	Lagranges ekvationer
इन्वर्टर (शक्ति एलेक्ट्रानिकी)	Växelriktning
अस्थिचिकित्सा	Osteopati
रेलवे प्लेटफार्म	Perrong
स्थिरक्वाथी मिश्रण	Azeotrop
सालेह	Saleh
ब्रायलर	Broiler
सोमब्रेरो	Sombrero
ग्रेट सैंडी	Stora Sandöknen
गोलीय ज्यामिति	Sfärisk geometri
मावेन	Mars Atmosphere and Volatile Evolution
बंगाल का गिद्ध	Asiatisk vitryggad gam
टोरंटो एफसी	Toronto FC
तादयुस्ज रोज़विच	Tadeusz Różewicz
विलियम एल शैरर	William L. Shirer
अनीश कपूर	Anish Kapoor
सेल्युलर	Final Call
इलेक्ट्रानिक और कंप्यूटर कचरे	Elektronikavfall
आगज़नी	Mordbrand
डेयरडेविल	Daredevil
निर्दलीय (राजनेता)	Partilös
द एविल डेड	The Evil Dead
वेबमेल	Webbpost
थियिसोफिकल सोसाइटी	Teosofiska Samfundet
एनरॉन	Enron
स्नान	Bad
द कराटे किड (2010 फ़िल्म)	The Karate Kid (film)
मेन इन ब्लैक 3	Men in Black III
इलेक्ट्रॉनिक फिल्टर	Filter (signalbehandling)
महापृथ्वी	Superjord
मशाल	Fackla
कोपेत दाग़	Kopet-Dag
अल-जौफ़ प्रान्त (यमन)	Al-Jawf (guvernement)
हज्जाह प्रान्त	Hajjah (guvernement)
शबवाह प्रान्त	Shabwah (guvernement)
अद-दाली प्रान्त	Ad-Dali (guvernement)
दमार प्रान्त	Dhamar (guvernement)
सलोंगा राष्ट्रीय उद्यान	Salonga nationalpark
देय खाता तथा प्राप्य खाता	Kundreskontra
ताई राष्ट्रीय उद्यान	Taï nationalpark
पर्यावरणीय विधि	Miljörätt
भारतीय सिनेमा	Indisk film
नीला विल्डबीस्ट	Strimmig gnu
वीज़ा इंक.	VISA
मत्स्य अवतार	Matsya
मैरी कॉम	Mary Kom
स्थानीय बुलबुला	Lokala bubblan
कालगुर्ली	Kalgoorlie-Boulder
अविश्वास प्रस्ताव	Misstroendeförklaring
वारंटी	Garanti
अपील	Överklagande
टॅक्सस रेंजर्स	Texas Rangers (basebollklubb)
सैन्य प्रौद्योगिकी	Militärteknik
मित्रपक्ष शक्तियाँ	De allierade under andra världskriget
ईरान का परमाणु कार्यक्रम	Irans kärnkraftsprogram
लेबनान का राष्ट्रगान	Koullouna Lilouataan Lil Oula Lil Alam
उबेदा	Úbeda
२००९ ऑस्ट्रेलियाई ओपन टेनिस प्रतियोगिता	Australiska öppna 2009
व्रेडेफोर्ट गुम्बज	Vredefortkratern
दीर्घसूत्रता	Prokrastinering
ल मार्श द ल'एम्परर	Pingvinresan
कैरोलिना पैन्थर्स	Carolina Panthers
मेलबोर्न क्रिकेट ग्रांउड	Melbourne Cricket Ground
पराचिकित्सा सेवा	Paramedicin
स्पैन्डेक्स	Elastan
2011 विश्व तैराकी चैंपियनशिप	Världsmästerskapen i simsport 2011
वेदव्यास	Vyasa
कोटा, राजस्थान	Kota
ड्रैगन हार्ट	Dragonheart
सोनी म्यूजिक एंटरटेनमेंट	Sony Music
मुरादाबाद	Moradabad
भारतीय वायुसेना	Indiens flygvapen
माइ नेम इज़ ख़ान	My Name Is Khan
इउ-त्संग	Ü-Tsang
बादशाही मस्जिद	Badshahimoskén
अमुल	Amol
अरबी प्लेट	Arabiska kontinentalplattan
मोजा़म्बीक द्वीप	Moçambique (ö)
यमन के प्रान्त	Jemens guvernement
ताना नदी	Tanafloden
काला अजार	Leishmaniasis
मानव जनाधिक्य	Överbefolkning
भीमबेटका पाषाण आश्रय	Bhimbetka
लॉर्ड्स क्रिकेट ग्राउंड	Lord's Cricket Ground
ख़ानत	Khanat
ट्रिप्स	TRIPS
मर्सिडीज-बेंज सी-क्लास	Mercedes-Benz C-klass
टाटा समूह	Tata (konglomerat)
मनोबल-ह्रास	Demoralisering
विज़काया ब्रिज	Biscayabron
थ़	Tonlös dental frikativa
आयुर्वृद्धि	Åldrande
शंकरदयाल शर्मा	S.D. Sharma
रहबारे इंक़िलाब	Irans högste ledare
माधव कुमार नेपाल	Madhav Kumar Nepal
रोनाल्ड वेन	Ronald Wayne
महाराजा रणजीत सिंह	Ranjit Singh
सुपरहेटरोडाइन संग्राही	Superheterodynmottagare
निकोलई रेज़ानोव	Nikolaj Rezanov
जेन्गिश चोकुसु	Dzjengisj Tjokusu
ग्रे कोड	Graykod
एस्कर	Rullstensås
लवणमृदोद्भिद	Halofyt
अवशोषक	Absorption
कासलरे	Robert Stewart, viscount Castlereagh
जापान का बैंक	Japans centralbank
लॉर्ड डलहौजी	James Broun-Ramsay, 1:e markis av Dalhousie
जॉहन फेर्रियर	Johan Ferrier
लियॉन थेरेमिन	Léon Theremin
सारांश	Sammanfattning
वॉरिअर (रेस्लर)	Warrior (wrestlare)
फरीद ज़कारिया	Fareed Zakaria
चार्ल्स विल्सन (राजनेता)	Charles Nesbitt Wilson
अमरीश पुरी	Amrish Puri
बाईचुंग भूटिया	Baichung Bhutia
क्रिप्टोगैम	Kryptogamer
रतन नवल टाटा	Ratan Tata
प्रणालियों	Technion
लेबनान पर्वतमाला	Libanonberget
अनुवाद स्मृति	Översättningsminne
विल डुराण्ट	Will Durant
मार्टिनस विलियम बेइजरिंक	Martinus Willem Beijerinck
शिथिलता	Överslagshandling
याहया ख़ान	Agha Muhammad Yahya Khan
वार्रन हास्टिंग्स	Warren Hastings
बेसेमर प्रक्रिया	Bessemermetoden
मेरिल लिंच	Merrill Lynch
भरतनाट्यम्	Bharata natyam
परिवहन की विधि	Transportmedel
मॉर्गन स्टेनली	Morgan Stanley
आर के नारायण	R.K. Narayan
चन्द्रशेखर	Chandra Shekhar
रेगिनाल्ड फेसेंडेन	Reginald Fessenden
विलियम कैम्लर	William Kemmler
विलियम मैककूल	William McCool
लॉस एंजिल्स डॉजर्स	Los Angeles Dodgers
स्थानापन्न मात्रत्व	Värdmödraskap
अनार्तव	Amenorré
स्टोरीबोर्ड	Storyboard
अबुल फजल	Abu'l-Fazl ibn Mubarak
पेप्सिको	PepsiCo
शम्मी कपूर	Shammi Kapoor
अंतर्राष्ट्रीय मोबाइल उपकरण पहचान	IMEI
ज़ैल सिंह	Zail Singh
सैयद रज़ा हुसैनी	Seyed Reza Hosseini Nassab
स्वास्थ्य बीमा	Sjukförsäkring
अबु बकर	Abu Bakr
हेस्टिंग्स इस्माय	Hastings Ismay
जयदेव	Jayadeva
एसपरजिलस	Aspergillus
भर्तृहरि	Bhartrihari
शिकागो वाइट सॉक्स	Chicago White Sox
ग्रेग रुसेदस्की	Greg Rusedski
सयद मूसा	Said Musa
थॉमस एनक्विस्ट	Thomas Enqvist
जैसन स्कॉट ली	Jason Scott Lee
ई एल डाक्टारो	Edgar Lawrence Doctorow
कैमकॉर्डर	Videokamera
राहुल बोस	Rahul Bose
बुद्धघोष	Buddhaghosa
मार्टिन वरकर्क	Martin Verkerk
राजा राममोहन राय	Rama Mohana Raya
ज्योति बसु	Jyoti Basu
टॉड वुडब्रिज	Todd Woodbridge
एंडी रैम	Andy Ram
पॉल हैनली	Paul Hanley
मार्क नोल्स	Mark Knowles
जोनाथन एलरिच	Jonathan Erlich
आंद्रेज़ गोमेज़	Andrés Gómez
गुरु राम दास	Guru Ram Das
अलाउद्दीन खिलजी	Ala-ed-Din Khaldji
मध्वाचार्य	Madhva
केविन मैक'नेली	Kevin McNally
लॉर्ड लिटन	Robert Bulwer-Lytton, 1:e earl av Lytton
महाबाद	Mahabad
गणितीय वित्त	Finansiell matematik
स्लो फूड	Slow Food
एस्टैडियो नेशनल माने गैरिंचा	Estádio Nacional de Brasília
फ़ैज़ी	Feizi
अपजल	Avloppsvatten
इल्तुतमिश	Iltutmish
ऍमपी ४	MP4
दया	Barmhärtighet
नीलम संजीव रेड्डी	Neelam Sanjiva Reddy
गीदो गैज़ेल	Guido Gezelle
गिर वन्यजीव अभ्यारण्य	Gir nationalpark
उदासीनीकरण अभिक्रिया	Neutralisation (kemi)
थर्माइट	Termit (kemi)
अकादेमी	Academi
सेंट लुईस रैम्स	St. Louis Rams
पहाड़ी मैना	Beostare
मुईज़ुद्दीन बहरामशाह	Mu'izz Al-Din Bahram Shah
राजपूत	Rajput
अरण्डी का तेल	Ricinolja
प्राचीन रोम में धर्म	Romersk religion
फर्मीलैब	Fermilab
अकेम्प्रोसेट	Akamprosat
अवशिष्ट धारा युक्ति	Jordfelsbrytare
लेड-एसिड बैटरी	Blyackumulator
ग्रिगनार्ड के अभिकर्मक	Grignardreaktion
सैन फ्राँसिस्को फोर्टीनाइनर्स	San Francisco 49ers
डिजिटल वीडियो इंटरफेस (डिजिटल दृश्य अंतरफलक)	Digital Visual Interface
फ़ार क्राई	Far Cry
उत्कीर्णन	Träskulptur
गुरुद्वारा	Gurdwara
रॉबर्ट जे शिलर	Robert Shiller
उत्तर २४ परगना जिला	Uttar 24 Parganas
टैंगो (नृत्य)	Tango
कान्टैक्टर	Kontaktor
स्टेल्थ तकनीक	Smygteknik
सीरियन	Syriska öknen
गाइनेकोमैस्टिया	Gynekomasti
नोबेल पुरस्कार विजेताओं की सूची	Lista över nobelpristagare
हिप्पी	Hippie
टीनेज म्यूटेंट निंजा टर्टल्स (२००३ टीवी श्रृंखला) एपिसोड की सूची	Lista över avsnitt av Teenage Mutant Ninja Turtles (2003)
क्षेत्रीय शक्ति	Regional stormakt
अजित कुमार	Ajith Kumar
मयीलाडूतुरै	Mayiladuthurai
अफ्रीकी विकास बैंक	Afrikanska utvecklingsbanken
ऐकोन्ड्रोप्लेजिया	Akondroplasi
वी8 इंजन	V8
अक्रॉस द यूनिवर्स (फ़िल्म)	Across the Universe (film)
एक्रिलामाइड	Akrylamid
डेविड हार्वे	David Harvey (geograf)
जेफ्री राइट	Jeffrey Wright
रिक हसबैंड	Rick Husband
नाभिकीय प्रौद्योगिकी	Kärnteknik
हसन रूहानी	Hassan Rouhani
टोनी एबॉट	Tony Abbott
सक्केज	Saqqez
अनुनादक	Hålrumsresonator
डेविड ब्राउन	David Brown (astronaut)
सर्वप्रथम पितृवंशी पुरुष	Y-kromosoms-Adam
द्रवित पेट्रोलियम गैस	Gasol
एडम्स काउंटी, इंडियाना	Adams County, Indiana
बैटरी आवेशक	Batteriladdare
अर्नेस्टो सिसैरा	Ernesto Cesàro
डेरेक जेटर	Derek Jeter
यिर्मयाह होरोक्स	Jeremiah Horrocks
पिक्सल	Pixel
समय प्रबंधन	Tidshantering
अलेक्ज़ेन्डर सोमा	Sándor Kőrösi Csoma
मैल शेपर्ड	Mel Sheppard
रिचर्ड कर्टिस	Richard Curtis
जैक वेल्‍श	Jack Welch
वैस्ली मूडी	Wesley Moodie
मैगनस नॉर्मन	Magnus Norman
साफ़ी	Safi I
आन्द्रेई मेदवेदेव	Andrei Medvedev
जोसेफ कुक	Joseph Cook
विलियम मकमहन	William McMahon
जिरी नोवाक	Jiří Novák
आदिवासी (भारतीय)	Adivasi
हॉवर्ड जैकबसन	Howard Jacobson
जरनैल सिंह भिंडरांवाले	Jarnail Singh Bhindranwale
यूजीन फ़ामा	Eugene Fama
अदनान	Adnan
एनडीए	NDA
अडोबी पेजमेकर	Pagemaker
मार्क वुडफोर्ड	Mark Woodforde
इरफ़ान ख़ान	Irrfan Khan
आशा (ASHA)	Asha (olika betydelser)
बाज़ार क्षेत्र	Marknadssegmentering
हर्मैनो पेड्रो	Pedro de Betancur
फारसी साहित्य	Persisk litteratur
अमाराह	Al-Amara
शाह सलमान	Salman bin Abdul Aziz
ऐंग्लो इंडियन	Angloindier
भरणपोषण	Underhållsbidrag
मानक एलेक्ट्रोड विभव	Elektrodpotential
२००८ विम्बलडन टेनिस प्रतियोगिता - पुरुष एकल	Herrsingel vid Wimbledonmästerskapen 2008
मिशन: इम्पॉसिबल	På farligt uppdrag
वेन फरेरा	Wayne Ferreira
मिलोस्लाव मेसिर	Miloslav Mečíř
केविन उलियेट	Kevin Ullyett
जॉन ट्रंबुल	John Trumbull
डेनियल पाइप्स	Daniel Pipes
थॉमस डेकर	Thomas Dekker (skådespelare)
उड़द दाल	Vigna mungo
अभिकलनात्मक रसायन	Beräkningskemi
बेन्ड इट लाइक बेकहम	Skruva den som Beckham
मानकीकरण	Standardisering
थॉमस हिल ग्रीन	Thomas Hill Green
वैदा लोग	Veddafolket
गुरु अर्जुन देव	Guru Arjan Dev
प्रतिचित्रण	Avbildning
उच्च-वोल्टता डीसी पारेषण	Högspänd likström
जोसेफ लियोन्स	Joseph Lyons
अन्दिमेश्क	Andimeshk
अर्दशीर प्रथम	Ardashir I Papagan
बांग्लादेश मुक्ति युद्ध	Bangladeshs befrielsekrig
सिनसिनवार	Sinsinwar
अमलसुंथा	Amalasuntha
पाढ़ा	Svinhjort
बेंजेल्डिहाइड	Bensaldehyd
क्रेडिट सुइस	Credit Suisse
रायपुर	Raipur
आइसलैंडिक लिपि	Isländska alfabetet
व्यावहारिक भौतिकी	Tillämpad fysik
चांसलर	Kansler (ämbetsman)
हाउ टू ट्रेन यौर ड्रैगन	Draktränaren
पृष्ठ रसायन	Ytkemi
जिलेट स्टेडियम	Gillette Stadium
अभिक्रिया क्रिया-विधि	Reaktionsmekanism
काला विल्डबीस्ट	Vitsvansad gnu
ख़ुजन्द	Chudzjand
आहार सम्बंधी विकार	Ätstörningar
वीरा ज़्वोनारेवा	Vera Zvonarjova
चिट्ठाजगत	Bloggosfär
न्यूटन विधि	Newtons metod
संयोजी वर्ण	Färgseende
गयासुद्दीन बलबन	Sultan Baban
जेद्दाह	Jeddah
सेंट हेलेना पाउंड	Sankthelenskt pund
बहमनी सल्तनत	Bahmanisultanatet
दाएवू मैटिज़	Chevrolet Matiz
एशियाटिक सोसायटी	Asiatiska sällskapet i Bengalen
बेक्ज़त सत्तारखानोव	Bekzat Sattarkhanov
जायन्ट्स स्टेडियम	Giants Stadium
पश्चिम सहारा का ध्वज	Västsaharas flagga
RGB वर्ण व्योम	RGB-färgrymd
२००४ ग्रीष्मकालीन ओलंपिक में भारत	Indien i olympiska sommarspelen 2004
अलेक्ज़ेंडर बर्न्स	Alexander Burnes
भारतीय दर्शन	Indisk filosofi
अन्तर्राष्ट्रीय दूरसंचार संघ	Internationella teleunionen
जी एम सी बालयोगी	G.M.C. Balayogi
वेब रंग	HTML-färger
रंगों के नाम	Färgnamn
काइज़ेन	Kaizen
एचएसवी वर्ण व्योम	NMI
अमेरिको ब्रासिलिएन्स	Américo Brasiliense
सोनी ऍरिक्सन	Sony Mobile
यूरोकेन्द्रीयता	Eurocentrism
चटगाँव (शहर)	Chittagong
पी. चिदंबरम	P. Chidambaram
सीनाई पर्वत	Sinaiberget
बार्किंग	Barking, London
दिलीप कुमार	Dilip Kumar
राजेन्द्र कुमार पचौरी	Rajendra Pachauri
ऍच॰ डी॰ देवगौड़ा	H.D. Deve Gowda
बंकिमचन्द्र चट्टोपाध्याय	Bankim Chandra Chatterjee
सुनील दत्त	Sunil Dutt
केप प्वाइंट	Kapudden
बिग फ़ाइव व्यक्तित्व लक्षण	Femfaktorteorin
आवश्यक वसीय अम्ल	Essentiella fettsyror
एड्विन लैंडसियर लूट्यन्स	Edwin Lutyens
सुशील कुमार (पहलवान)	Sushil Kumar
चक्रवर्ती राजगोपालाचारी	Rajaji
खसखस	Chrysopogon zizanioides
इंग्लैण्ड राष्ट्रीय रग्बी यूनियन टीम	Englands herrlandslag i rugby union
करौली	Karauli
जनकपुर	Janakpur
अम्ल-क्षार अभिक्रिया	Syra–bas-reaktion
इक्का	Ess (spelkort)
सेरा दे त्रामुन्ताना	Serra de Tramuntana
धर्मेन्द्र	Dharmendra
शशि कपूर	Shashi Kapoor
मध्य शरद त्योहार	Månfestivalen
आनन्‍द केंटिश कुमारस्‍वामी	Ananda Coomaraswamy
मुथैया मुरलीधरन	Muttiah Muralitharan
विक्रम सेठ	Vikram Seth
मसागती लोग	Massageter
इब्ने खुरदादबेह	Ibn Khordabeh
कृष्णप्रसाद भट्टराई	Krishna Prasad Bhattarai
मोतीलाल नेहरू	Motilal Nehru
मा‍र्को कासाग्रान्द	Marco Casagrande
डायनेमिक एचटीएमएल (Dynamic HTML)	DHTML
मुल्ला दादुल्लाह	Dadullah Akhund
उर्जा संरक्षण	Energieffektivisering
बाइनरी ट्री	Binärträd
आयुर्विज्ञान का इतिहास	Medicinhistoria
डी एल एल	Dynamic-link library
इगोर पावलोव	Ihor Pavljuk
एरिक ड्रेक्स्लर	Eric Drexler
2009 अमरीकी ओपन टेनिस प्रतियोगिता	US Open i tennis 2009
प्रिडेटर्स	Predators
डाइनैमिक प्रोग्रामिंग	Dynamisk programmering
नैगम शासन	Bolagsstyrning
फुजिता पैमाना	Fujitas skala
प्रतिजैविक प्रतिरोध	Antibiotikaresistens
जैविक खाद्य पदार्थ	Ekologisk mat
युक्तेश्वर गिरि	Yukteswar Giri
कार्तिकेय	Karttikeya
काकि नो मोतो नो हितोमारो	Kakinomoto no Hitomaro
डेविड फ़्रॉस्ट	David Frost
सहकार	Samarbete
लाइपेज	Lipas
फास्ट एंड फ्यूरियस	Fast & Furious
कुल गुणवत्ता प्रबंधन	Totalkvalitet
शपथ	Ed (juridik)
केंचुल	Ömsning
2009 फ़्रेंच ओपन टेनिस प्रतियोगिता	Franska öppna 2009
ट्रॉफी	Trofé
मार्टिन डैम	Martin Damm
जेम्स तिस्सो	James Tissot
जमजुई	Flatlus
सूजी	Mannagryn
गुरु हरगोबिन्द	Guru Hargobind
क्रिस गार्डनर	Chris Gardner
निर्वात बम	Termobarisk bomb
अनिल अंबानी	Anil Ambani
इब्राहिम लोधी	Ibrahim Lodhi
एरोस्विट एयरलाइंस	Aerosvit Airlines
एर्त फान डेर नियर	Aert van der Neer
ली जोंग वुक	Lee Jong-wook
हिन्दको भाषा	Hindko
संबद्ध विपणन	Affiliatenätverk
फाइमोसिस	Förhudsförträngning
हर्बर्ट बेकर	Herbert Baker
स्कॉच व्हिस्की	Skotsk whisky
दुर्गा	Durga
सुश्रुत	Sushruta
यासूज	Yasuj
चाम लोग	Chamfolket
महाभाष्य	Mahabhashya
बॉसहंटर	Basshunter
555 टाइमर आईसी	555 timer IC
तरसेम सिंह	Tarsem Singh
विद्युत उत्पादन	Elproduktion
निर्माण	Byggnadskonstruktion
जमुई	Jamui
ओतोमो याकामोचि	Ōtomo no Yakamochi
शहर-ए-कुर्द	Shar-e Kord
ख़ोस्त	Khost
ऑस्ट्रियाई विदेशी सेवा	Österreichischer Auslandsdienst
द्ज़ोंग	Dzong
मृदा का वर्गीकरण	Jordmån
चार्ल्स ब्रेडलॉफ	Charles Bradlaugh
आंतरगुही	Coelenterata
पिस्सू	Loppor
इब्ब प्रान्त	Ibb (guvernement)
अल-महवीत प्रान्त	Al-Mahwit (guvernement)
सनआ प्रान्त	Sana'a (guvernement)
2008 अमरीकी ओपन टेनिस प्रतियोगिता	US Open i tennis 2008
२००८ विम्बलडन टेनिस प्रतियोगिता	Wimbledonmästerskapen 2008
लहिज प्रान्त	Lahij (guvernement)
स्टार ट्रेक नेमेसिस	Star Trek: Nemesis
ताइज़ प्रान्त	Taizz (guvernement)
नैशनल ट्रेजर: बुक ऑफ़ सीक्रेट्स	National Treasure: Hemligheternas bok
नेताजी सुभाष चंद्र बोस अन्तर्राष्ट्रीय हवाई अड्डा	Netaji Subhash Chandra Bose International Airport
निद्राभ्रमण	Somnambulism
ड्रैकन्कुलस रुगणता	Dracontiasis
कोलोराडो रॉकीज़	Colorado Rockies
