Afrik	Afrika
Scotts Valley, Kalifòni	Scotts Valley, Kalifornien
Madison, Connecticut	Madison, Connecticut
Yucaipa, Kalifòni	Yucaipa, Kalifornien
Henniker, New Hampshire	Henniker
East Chicago, Indiana	East Chicago, Indiana
Troy, New York	Troy, New York
38 (nonm)	38 (tal)
Lynwood, Ilinwa	Lynwood, Illinois
Niles, Ilinwa	Niles, Illinois
Negòs	Handel
Nelson, New Hampshire	Nelson, New Hampshire
Wolfeboro, New Hampshire	Wolfeboro
75 (nonm)	75 (tal)
Riverton, Wyoming	Riverton, Wyoming
Gordon, Nebraska	Gordon, Nebraska
109 (nonm)	109 (tal)
Sharonville, Ohio	Sharonville
Otura (Grenad)	Villa de Otura
San Ramon, Kalifòni	San Ramon, Kalifornien
Morro Bay, Kalifòni	Morro Bay
North Lauderdale, Florid	North Lauderdale, Florida
103 (nonm)	103 (tal)
Pratt, Kansas	Pratt, Kansas
Glenview Manor, Kentucky	Glenview Manor
Preston, Idaho	Preston, Idaho
Windsor, New Hampshire	Windsor, New Hampshire
Frederick, Kolorado	Frederick, Colorado
Woodbury, Connecticut	Woodbury, Connecticut
Gilsum, New Hampshire	Gilsum
Beaver, Ohio	Beaver, Ohio
Elkhart, Kansas	Elkhart, Kansas
Shelbyville, Indiana	Shelbyville, Indiana
Somers, Connecticut	Somers
Nòdwès	Nord-Ouest (Haiti)
Schuyler, Nebraska	Schuyler, Nebraska
Plains, Georgie	Plains, Georgia
Morgan Hill, Kalifòni	Morgan Hill, Kalifornien
Lorain, Ohio	Lorain
199 (nonm)	199 (tal)
Palm Coast, Florid	Palm Coast, Florida
201 (nonm)	201 (tal)
Dunsmuir, Kalifòni	Dunsmuir
Klastik	Klastisk bergart
Cheshire, Massachusetts	Cheshire, Massachusetts
Milton, New Hampshire	Milton, New Hampshire
Mashpee, Massachusetts	Mashpee
Mount Pleasant, Iowa	Mount Pleasant, Iowa
Morganton, Georgie	Morganton, Georgia
Sun Lakes, Arizona	Sun Lakes, Arizona
Haysville, Kansas	Haysville, Kansas
Peru, Massachusetts	Peru, Massachusetts
Valparaiso, Florid	Valparaiso, Florida
Waycross, Georgie	Waycross, Georgia
Skagway (Alaska)	Skagway
Greenfield, Indiana	Greenfield, Indiana
911 (nonm)	911 (tal)
Tulare, Kalifòni	Tulare, Kalifornien
Grygla, Minnesota	Grygla, Minnesota
Palestine, Texas	Palestine, Texas
262 (nonm)	262 (tal)
Apopka, Florid	Apopka, Florida
Apple Valley, Kalifòni	Apple Valley, Kalifornien
Apple Valley, Minnesota	Apple Valley, Minnesota
Inglewood, Kalifòni	Inglewood, Kalifornien
Palos de la Frontera (Huelva)	Palos de la Frontera
Nampa, Idaho	Nampa
Powozite	Porositet
Kalkilasyon	Beräkning
Anprent	Prägling
Pannèm	Arracacia xanthorrhiza
Carmel-by-the-Sea, Kalifòni	Carmel-by-the-Sea
Leesburg, Florid	Leesburg, Florida
45 (nonm)	45 (tal)
Calabasas, Kalifòni	Calabasas, Kalifornien
Lake Park, Florid	Lake Park, Florida
Chester, New Hampshire	Chester, New Hampshire
Susanville, Kalifòni	Susanville, Kalifornien
Pinole, Kalifòni	Pinole, Kalifornien
El Dorado, Kansas	El Dorado, Kansas
Lè (jewoloji)	Era
Dallas, Oregon	Dallas, Oregon
Hartsville, Kawolin disid	Hartsville, South Carolina
Norwich, Connecticut	Norwich, Connecticut
Arcadia, Florid	Arcadia, Florida
Holtville, Kalifòni	Holtville, Kalifornien
Arcata, Kalifòni	Arcata, Kalifornien
San Rafael, Kalifòni	San Rafael, Kalifornien
245 (nonm)	245 (tal)
Archer City, Texas	Archer City
Weare, New Hampshire	Weare
Ominide	Hominider
Orono, Minnesota	Orono, Minnesota
Thief River Falls, Minnesota	Thief River Falls
292 (nonm)	292 (tal)
Alcalá la Real (Jaén)	Alcalá la Real
Lafayette, Indiana	Lafayette, Indiana
Villisca, Iowa	Villisca
Lakeland, Florid	Lakeland
Simenkontra	Citronmålla
Byoloji konsèvasyon	Bevarandebiologi
Bellevue, Nebraska	Bellevue, Nebraska
Santa Maria, Kalifòni	Santa Maria, Kalifornien
150 (nonm)	150 (tal)
65 (nonm)	65 (tal)
Waxahachie, Texas	Waxahachie
174 (nonm)	174 (tal)
Pembroke, New Hampshire	Pembroke, New Hampshire
210 (nonm)	210 (tal)
Algona, Iowa	Algona, Iowa
Fremont, New Hampshire	Fremont, New Hampshire
Tarpon Springs, Florid	Tarpon Springs, Florida
Dodge City, Kansas	Dodge City
Warren, Connecticut	Warren, Connecticut
Shanksville, Pennsilvani	Shanksville
720 (nonm)	720 (tal)
180 (nonm)	180 (tal)
Ѵ	Izjitsa
Goumen	Strid
Sulphur, Lwizyana	Sulphur, Louisiana
Gainesville, Georgie	Gainesville, Georgia
Delta, Kolorado	Delta, Colorado
Northfield, Massachusetts	Northfield, Massachusetts
119 (nonm)	119 (tal)
Prosper Avril	Prosper Avril
Fremont, Nebraska	Fremont, Nebraska
Atascadero, Kalifòni	Atascadero, Kalifornien
Fitzgerald, Georgie	Fitzgerald, Georgia
Espèk	Spektrum
Maquoketa, Iowa	Maquoketa
Jacob Miller	Jacob Miller
South Orange Village, New Jersey	South Orange
Dickens, Texas	Dickens, Texas
Canyon Lake, Kalifòni	Canyon Lake, Kalifornien
Manchester-by-the-Sea, Massachusetts	Manchester-by-the-Sea
Citrus Heights, Kalifòni	Citrus Heights, Kalifornien
Wahoo, Nebraska	Wahoo (stad)
North Attleborough, Massachusetts	North Attleborough
Alpine, Texas	Alpine, Texas
68 (nonm)	68 (tal)
South Windsor, Connecticut	South Windsor
Weston, Connecticut	Weston, Connecticut
Filon	Gång (geologi)
Poplar Grove, Ilinwa	Poplar Grove, Illinois
Avon, Dakota disid	Avon, South Dakota
Montebello, Kalifòni	Montebello, Kalifornien
Henderson, Texas	Henderson, Texas
Nahant, Massachusetts	Nahant
406 (nonm)	406 (tal)
John Leslie	John Leslie (porrskådespelare)
Kòl matris	Livmoderhals
Portage, Indiana	Portage, Indiana
Tupelo, Mississippi	Tupelo, Mississippi
San Bruno, Kalifòni	San Bruno
Port Saint Lucie, Florid	Port St. Lucie
Junior Murvin	Junior Murvin
156 (nonm)	156 (tal)
Perry, Georgie	Perry, Georgia
Davis, Kalifòni	Davis
Bellville, Texas	Bellville, Texas
Edmonton, Kentucky	Edmonton, Kentucky
Nivo enèjetik	Energinivå
282 (nonm)	282 (tal)
Arizona City, Arizona	Arizona City, Arizona
Grinnell, Kansas	Grinnell, Kansas
Eagle, Kolorado	Eagle, Colorado
Bend, Oregon	Bend
Elk Grove, Kalifòni	Elk Grove, Kalifornien
Payette, Idaho	Payette, Idaho
Pompano Beach, Florid	Pompano Beach
Albany, Kalifòni	Albany, Kalifornien
Jean-Joseph Rabearivelo	Jean-Joseph Rabearivelo
Molarite	Molar (enhet)
97 (nonm)	97 (tal)
Decatur, Texas	Decatur, Texas
Harpers Ferry, Iowa	Harpers Ferry, Iowa
San Clemente, Kalifòni	San Clemente, Kalifornien
Arlington, Kentucky	Arlington, Kentucky
Arlington, Vermont	Arlington, Vermont
Pueblo, Kolorado	Pueblo, Colorado
297 (nonm)	297 (tal)
Clinton, Iowa	Clinton, Iowa
Newcastle, Wyoming	Newcastle, Wyoming
263 (nonm)	263 (tal)
Martin Gardner	Martin Gardner
Montclair, New Jersey	Montclair, New Jersey
Grafton, New Hampshire	Grafton, New Hampshire
Renton, Washington	Renton
Winchester, Indiana	Winchester, Indiana
Marksville, Lwizyana	Marksville
Jackson, New Hampshire	Jackson, New Hampshire
207 (nonm)	207 (tal)
94 (nonm)	94 (tal)
Cypress, Kalifòni	Cypress, Kalifornien
Portsmouth, Ohio	Portsmouth, Ohio
55 (nonm)	55 (tal)
Hawthorne, Kalifòni	Hawthorne, Kalifornien
91 (nonm)	91 (tal)
Onn transvèsal	Transversell våg
Eubank, Kentucky	Eubank
Pontoon Beach, Ilinwa	Pontoon Beach, Illinois
Highland, Kalifòni	Highland, Kalifornien
Richland, Washington	Richland, Washington
Toro	Tjur
Bowling Green, Kentucky	Bowling Green, Kentucky
Gettysburg, Pennsilvani	Gettysburg
Palm Beach, Florid	Palm Beach, Florida
Bremerton, Washington	Bremerton
College Station, Texas	College Station
Bryan, Texas	Bryan, Texas
Council Bluffs, Iowa	Council Bluffs
Avalon, Kalifòni	Avalon, Kalifornien
Protoyistwa	Protohistoria
Geoffrey Ingram Taylor	Geoffrey Ingram Taylor
Arroyo Grande, Kalifòni	Arroyo Grande, Kalifornien
138 (nonm)	138 (tal)
118 (nonm)	118 (tal)
Karl August von Steinheil	Carl August von Steinheil
Menas	Olaga hot enligt svensk lag
Martin Ohm	Martin Ohm
Ulisse Dini	Ulisse Dini
Paul Eugène Magloire	Paul Magloire
Maurice Block	Maurice Block
Robbert Dijkgraaf	Robbert Dijkgraaf
Ini Kamoze	Ini Kamoze
Yellowman	Yellowman
Frank James	Frank James
Jean-Jacques Pierre	Jean-Jacques Pierre
Sydney Chapman	Sydney Chapman (matematiker)
Shabba Ranks	Shabba Ranks
Ismaël Bullialdus	Ismaël Boulliau
Dennis Brown	Dennis Brown
Felix Savart	Félix Savart
Glann sirenal	Binjure
Ògàn	Organ
80 (nonm)	80 (tal)
21 (nonm)	21 (tal)
22 (nonm)	22 (tal)
70 (nonm)	70 (tal)
50 (nonm)	50 (tal)
Ronald Graham	Ronald Graham
41 (nonm)	41 (tal)
34 (nonm)	34 (tal)
33 (nonm)	33 (tal)
47 (nonm)	47 (tal)
31 (nonm)	31 (tal)
32 (nonm)	32 (tal)
44 (nonm)	44 (tal)
46 (nonm)	46 (tal)
49 (nonm)	49 (tal)
48 (nonm)	48 (tal)
37 (nonm)	37 (tal)
39 (nonm)	39 (tal)
36 (nonm)	36 (tal)
53 (nonm)	53 (tal)
81 (nonm)	81 (tal)
66 (nonm)	66 (tal)
63 (nonm)	63 (tal)
52 (nonm)	52 (tal)
69 (nonm)	69 (tal)
73 (nonm)	73 (tal)
57 (nonm)	57 (tal)
74 (nonm)	74 (tal)
79 (nonm)	79 (tal)
67 (nonm)	67 (tal)
77 (nonm)	77 (tal)
83 (nonm)	83 (tal)
82 (nonm)	82 (tal)
86 (nonm)	86 (tal)
78 (nonm)	78 (tal)
98 (nonm)	98 (tal)
200 (nonm)	200 (tal)
Hendrik Wade Bode	Hendrik Wade Bode
Lenfosit	Lymfocyt
104 (nonm)	104 (tal)
113 (nonm)	113 (tal)
102 (nonm)	102 (tal)
144 (nonm)	144 (tal)
110 (nonm)	110 (tal)
121 (nonm)	121 (tal)
114 (nonm)	114 (tal)
116 (nonm)	116 (tal)
127 (nonm)	127 (tal)
123 (nonm)	123 (tal)
115 (nonm)	115 (tal)
105 (nonm)	105 (tal)
112 (nonm)	112 (tal)
111 (nonm)	111 (tal)
117 (nonm)	117 (tal)
Ekilib	Statisk jämvikt
120 (nonm)	120 (tal)
124 (nonm)	124 (tal)
Arvin, Kalifòni	Arvin, Kalifornien
125 (nonm)	125 (tal)
196 (nonm)	196 (tal)
Julian Marley	Julian Marley
122 (nonm)	122 (tal)
Koton	Bomullssläktet
169 (nonm)	169 (tal)
140 (nonm)	140 (tal)
143 (nonm)	143 (tal)
147 (nonm)	147 (tal)
Petaluma, Kalifòni	Petaluma
146 (nonm)	146 (tal)
197 (nonm)	197 (tal)
149 (nonm)	149 (tal)
157 (nonm)	157 (tal)
159 (nonm)	159 (tal)
142 (nonm)	142 (tal)
151 (nonm)	151 (tal)
154 (nonm)	154 (tal)
164 (nonm)	164 (tal)
139 (nonm)	139 (tal)
198 (nonm)	198 (tal)
163 (nonm)	163 (tal)
155 (nonm)	155 (tal)
165 (nonm)	165 (tal)
136 (nonm)	136 (tal)
188 (nonm)	188 (tal)
145 (nonm)	145 (tal)
161 (nonm)	161 (tal)
Miami Gardens, Florid	Miami Gardens, Florida
194 (nonm)	194 (tal)
Sistèm inè	Unära talsystemet
Ashland, Kentucky	Ashland, Kentucky
Ashland, Ohio	Ashland, Ohio
Ashland, Wisconsin	Ashland, Wisconsin
Ashtabula, Ohio	Ashtabula
John Herapath	John Herapath
John Machin	John Machin
Joseph Alfred Serret	Joseph Alfred Serret
Ashville, Ohio	Ashville, Ohio
Edmund Gunter	Edmund Gunter
Charles Hutton	Charles Hutton
Marc Bazin	Marc Bazin
Luigi Bianchi	Luigi Bianchi
Eek-A-Mouse	Eek-a-Mouse
Jack Sarfatti	Jack Sarfatti
Yevgraf Fyodorov	Jevgraf Fjodorov
279 (nonm)	279 (tal)
228 (nonm)	228 (tal)
Gulf Breeze, Florid	Gulf Breeze, Florida
California City, Kalifòni	California City, Kalifornien
Winona, Mississippi	Winona, Mississippi
Tyler, Minnesota	Tyler, Minnesota
Keokuk, Iowa	Keokuk, Iowa
278 (nonm)	278 (tal)
Henderson, Kentucky	Henderson, Kentucky
Canibus	Canibus
Walnut Grove, Minnesota	Walnut Grove, Minnesota
181 (nonm)	181 (tal)
186 (nonm)	186 (tal)
192 (nonm)	192 (tal)
175 (nonm)	175 (tal)
184 (nonm)	184 (tal)
183 (nonm)	183 (tal)
191 (nonm)	191 (tal)
167 (nonm)	167 (tal)
176 (nonm)	176 (tal)
177 (nonm)	177 (tal)
179 (nonm)	179 (tal)
166 (nonm)	166 (tal)
185 (nonm)	185 (tal)
195 (nonm)	195 (tal)
Burnsville, Minnesota	Burnsville, Minnesota
Aspermont, Texas	Aspermont
Tahlequah, Oklahoma	Tahlequah
Saint Cloud, Minnesota	St. Cloud, Minnesota
Almonte (Huelva)	Almonte
Post Falls, Idaho	Post Falls
Francesco Brioschi	Francesco Brioschi
Sundance, Wyoming	Sundance, Wyoming
Babylon Circus	Babylon Circus
Loudon, New Hampshire	Loudon
Dumarsais Estime	Dumarsais Estimé
Newtown, Connecticut	Newtown, Connecticut
Milton, Massachusetts	Milton, Massachusetts
UNICEF	Unicef
Ky-Mani Marley	Ky-Mani Marley
Berthoud, Kolorado	Berthoud, Colorado
Ashford, Connecticut	Ashford, Connecticut
Byè (estatistik)	Metodfel
Ohiowa, Nebraska	Ohiowa, Nebraska
Inverness, Florid	Inverness, Florida
Farmington, Connecticut	Farmington, Connecticut
Belton, Texas	Belton, Texas
New Rochelle, New York	New Rochelle
Mitasyon kwomozomik	Kromosomavvikelse
Creston, Iowa	Creston, Iowa
Saint Joseph, Missouri	Saint Joseph, Missouri
Miramar, Florid	Miramar, Florida
Lutan Fyah	Lutan Fyah
Wilkes-Barre, Pennsilvani	Wilkes-Barre
178 (nonm)	178 (tal)
193 (nonm)	193 (tal)
170 (nonm)	170 (tal)
Lake in the Hills, Ilinwa	Lake in the Hills, Illinois
Edison, New Jersey	Edison, New Jersey
East Rutherford, New Jersey	East Rutherford
Auburn, New Hampshire	Auburn, New Hampshire
Pleasanton, Kalifòni	Pleasanton, Kalifornien
Upland, Kalifòni	Upland, Kalifornien
Los Gatos, Kalifòni	Los Gatos
Huntington, Indiana	Huntington, Indiana
Covington, Kentucky	Covington, Kentucky
Sipèselil	Supercell
New Haven, Indiana	New Haven, Indiana
Bluffton, Indiana	Bluffton, Indiana
Corvallis, Oregon	Corvallis
786 (nonm)	786 (tal)
Gentleman	Gentleman
Aswad	Aswad
Lake Forest, Kalifòni	Lake Forest, Kalifornien
Alhambra, Kalifòni	Alhambra, Kalifornien
Calexico, Kalifòni	Calexico
Essex, Connecticut	Essex, Connecticut
Redlands, Kalifòni	Redlands
Suffield, Connecticut	Suffield
Guilford, Connecticut	Guilford, Connecticut
Durham, Connecticut	Durham, Connecticut
Plymouth, Connecticut	Plymouth, Connecticut
Portland, Connecticut	Portland, Connecticut
Manchester, Connecticut	Manchester, Connecticut
Newington, Connecticut	Newington, Connecticut
East Hampton, Connecticut	East Hampton
Ridgefield, Connecticut	Ridgefield
Canaan, Connecticut	Canaan, Connecticut
Glastonbury, Connecticut	Glastonbury, Connecticut
Atchison, Kansas	Atchison, Kansas
Simsbury, Connecticut	Simsbury
Naugatuck, Connecticut	Naugatuck
Winsted, Connecticut	Winsted, Connecticut
203 (nonm)	203 (tal)
202 (nonm)	202 (tal)
East Hartford, Connecticut	East Hartford
Lyme, Connecticut	Lyme, Connecticut
Fairfield, Connecticut	Fairfield, Connecticut
Orange, Connecticut	Orange, Connecticut
North Haven, Connecticut	North Haven
Epòk	Epok (geologi)
New Canaan, Connecticut	New Canaan
Clinton, Connecticut	Clinton, Connecticut
Trumbull, Connecticut	Trumbull
Stratford, Connecticut	Stratford, Connecticut
Bristol, Connecticut	Bristol, Connecticut
Torrington, Connecticut	Torrington, Connecticut
Derby, Connecticut	Derby, Connecticut
Plainfield, Connecticut	Plainfield, Connecticut
Wethersfield, Connecticut	Wethersfield, Connecticut
Windsor Locks, Connecticut	Windsor Locks
Cheshire, Connecticut	Cheshire, Connecticut
East Windsor, Connecticut	East Windsor
Deep River, Connecticut	Deep River
Hamden, Connecticut	Hamden, Connecticut
Chester, Connecticut	Chester, Connecticut
Westbrook, Connecticut	Westbrook, Connecticut
New Castle, Delaware	New Castle, Delaware
Bethlehem, Connecticut	Bethlehem, Connecticut
Litchfield, Connecticut	Litchfield, Connecticut
East Haven, Connecticut	East Haven
Athens, Ohio	Athens, Ohio
Athens, Texas	Athens, Texas
Athens, Vermont	Athens, Vermont
Milford, Delaware	Milford, Delaware
Seaford, Delaware	Seaford, Delaware
Wallingford, Connecticut	Wallingford, Connecticut
Stonington, Connecticut	Stonington
Milford, Connecticut	Milford, Connecticut
206 (nonm)	206 (tal)
204 (nonm)	204 (tal)
208 (nonm)	208 (tal)
205 (nonm)	205 (tal)
250 (nonm)	250 (tal)
256 (nonm)	256 (tal)
Atlantic, Iowa	Atlantic, Iowa
209 (nonm)	209 (tal)
Richmond, Kentucky	Richmond, Kentucky
Auburn, Kalifòni	Auburn, Kalifornien
Auburn, Kentucky	Auburn, Kentucky
Marana, Arizona	Marana, Arizona
Tillamook, Oregon	Tillamook, Oregon
Augusta, Kansas	Augusta, Kansas
Gonzales, Texas	Gonzales, Texas
Sagou	Arrowrot
Bernard Forest de Belidor	Bernard de Belidor
Keene, New Hampshire	Keene, New Hampshire
Bryan, Ohio	Bryan, Ohio
SIFT	Scale-invariant feature transform
Southaven, Mississippi	Southhaven
Bazid	Basidium
Diamond Bar, Kalifòni	Diamond Bar, Kalifornien
Lantiy	Lins
409 (nonm)	409 (tal)
243 (nonm)	243 (tal)
Johnson City, Tennessee	Johnson City, Tennessee
Cactus	Cactus
260 (nonm)	260 (tal)
Rolling Fork, Mississippi	Rolling Fork
Spartanburg, Kawolin disid	Spartanburg
Aewopò Da Nang	Da Nang internationella flygplats
Saint Charles, Missouri	Saint Charles, Missouri
Hesperia, Kalifòni	Hesperia, Kalifornien
Winona, Minnesota	Winona, Minnesota
61 (nonm)	61 (tal)
Willows, Kalifòni	Willows, Kalifornien
Ferriday, Lwizyana	Ferriday
Campbellsville, Kentucky	Campbellsville
Maywood, Kalifòni	Maywood, Kalifornien
Miami Springs, Florid	Miami Springs, Florida
Delano, Kalifòni	Delano, Kalifornien
Kearny, New Jersey	Kearny, New Jersey
Cedartown, Georgie	Cedartown, Georgia
Dolliver, Iowa	Dolliver, Iowa
Eudora, Kansas	Eudora, Kansas
Rannman an pousantaj	Utbyte
Dimmitt, Texas	Dimmitt
James MacCullagh	James MacCullagh
Horse Cave, Kentucky	Horse Cave
Patinay	Skridskosport
Kingsburg, Kalifòni	Kingsburg, Kalifornien
363 (nonm)	363 (tal)
Fayetteville, Georgie	Fayetteville, Georgia
Galesburg, Ilinwa	Galesburg, Illinois
Marlboro, New Jersey	Marlboro, New Jersey
Butler, Kentucky	Butler, Kentucky
River Grove, Ilinwa	River Grove, Illinois
Fort Hood, Texas	Fort Hood
Victoria, Texas	Victoria, Texas
264 (nonm)	264 (tal)
Opa-locka, Florid	Opa-locka, Florida
Giuseppe Veronese	Giuseppe Veronese
Sanford, Florid	Sanford, Florida
Bainbridge, Georgie	Bainbridge, Georgia
Avenal, Kalifòni	Avenal, Kalifornien
Aventura, Florid	Aventura, Florida
Barrington Levy	Barrington Levy
Avon, Connecticut	Avon, Connecticut
Avon, Indiana	Avon, Indiana
Avon Lake, Ohio	Avon Lake
Avon Park, Florid	Avon Park, Florida
Ázua	Ázua
Azusa, Kalifòni	Azusa
Big Youth	Big Youth
Oakland, New Jersey	Oakland, New Jersey
Baird, Texas	Baird, Texas
Black Uhuru	Black Uhuru
Bakersfield, Vermont	Bakersfield, Vermont
Baldwin Park, Kalifòni	Baldwin Park, Kalifornien
Banning, Kalifòni	Banning, Kalifornien
Baoruco	Baoruco
Barbourville, Kentucky	Barbourville
Barnet, Vermont	Barnet, Vermont
Barnstable, Massachusetts	Barnstable
Barrington, Ilinwa	Barrington, Illinois
Bartlett, New Hampshire	Bartlett, New Hampshire
Bartow, Florid	Bartow, Florida
Bastrop, Lwizyana	Bastrop, Louisiana
Bastrop, Texas	Bastrop, Texas
Bay City, Texas	Bay City, Texas
Bay Harbor Islands, Florid	Bay Harbor Islands, Florida
Bayonne, New Jersey	Bayonne, New Jersey
Baytown, Texas	Baytown, Texas
42 (nonm)	42 (tal)
Beaufort, Kawolin disid	Beaufort, South Carolina
Beaumont, Kalifòni	Beaumont, Kalifornien
Beeville, Texas	Beeville
Kominote klimasik	Klimaxstadium
Belgrade, Montana	Belgrade, Montana
Bell Gardens, Kalifòni	Bell Gardens, Kalifornien
Belle Glade, Florid	Belle Glade, Florida
Bellflower, Kalifòni	Bellflower, Kalifornien
Belmont, Kalifòni	Belmont, Kalifornien
Beloit, Wisconsin	Beloit, Wisconsin
Belvidere, New Jersey	Belvidere, New Jersey
Palm Bay, Florid	Palm Bay, Florida
Benicia, Kalifòni	Benicia, Kalifornien
Bennington, Vermont	Bennington, Vermont
Rexburg, Idaho	Rexburg
Bentonville, Arkansas	Bentonville
Berkshire, Vermont	Berkshire, Vermont
York, Pennsilvani	York, Pennsylvania
Federal Way, Washington	Federal Way
Berlin, Connecticut	Berlin, Connecticut
Berlin, New Hampshire	Berlin, New Hampshire
Berlin, Vermont	Berlin, Vermont
Solvang, Kalifòni	Solvang
Delray Beach, Florid	Delray Beach, Florida
Newport, Oregon	Newport, Oregon
Pico Rivera, Kalifòni	Pico Rivera
Hermosa Beach, Kalifòni	Hermosa Beach
Fountain Hills, Arizona	Fountain Hills, Arizona
Sausalito, Kalifòni	Sausalito
Hibbing, Minnesota	Hibbing, Minnesota
Coronado, Kalifòni	Coronado, Kalifornien
Andospò	Endospor
Aldealafuente	Aldealafuente
Kadans	Svävning
Paris, Texas	Paris, Texas
Foxborough, Massachusetts	Foxborough, Massachusetts
Ondlèt	Wavelet
Bettendorf, Iowa	Bettendorf, Iowa
Grass Valley, Kalifòni	Grass Valley, Kalifornien
Poetik	Poetik
Mount Vernon, New York	Mount Vernon, New York
Entèfaz	Interfas
Mouvman amonik senp	Harmonisk rörelse
Ladislaus Bortkiewicz	Ladislaus Bortkiewicz
Medford, Oregon	Medford, Oregon
Gilroy, Kalifòni	Gilroy, Kalifornien
Ukiah, Kalifòni	Ukiah, Kalifornien
Dublin, Kalifòni	Dublin, Kalifornien
Loma Linda, Kalifòni	Loma Linda, Kalifornien
Woodland, Kalifòni	Woodland, Kalifornien
Ojai, Kalifòni	Ojai
211 (nonm)	211 (tal)
212 (nonm)	212 (tal)
Lakewood, Kalifòni	Lakewood, Kalifornien
Westminster, Kalifòni	Westminster, Kalifornien
Buena Park, Kalifòni	Buena Park
Fountain Valley, Kalifòni	Fountain Valley
South Gate, Kalifòni	South Gate, Kalifornien
Covina, Kalifòni	Covina, Kalifornien
Temecula, Kalifòni	Temecula
Murrieta, Kalifòni	Murrieta, Kalifornien
Indio, Kalifòni	Indio
Whittier, Kalifòni	Whittier, Kalifornien
Myrtle Beach, Kawolin disid	Myrtle Beach
Redondo Beach, Kalifòni	Redondo Beach
OLPC	One Laptop Per Child
Sistèm vijezimal	Vigesimala talsystemet
Dekonpozè	Nedbrytare
Loveland (Owayo)	Loveland, Ohio
Kent, Washington	Kent, Washington
Lynchburg, Vijini	Lynchburg, Virginia
Pasco, Washington	Pasco, Washington
Texarkana, Texas	Texarkana, Texas
Latibonit (depatman)	Artibonite
Burley, Idaho	Burley, Idaho
Kennewick, Washington	Kennewick
Sant	Centre (Haiti)
Boujònman	Okulering
241 (nonm)	241 (tal)
Skatalites	The Skatalites
229 (nonm)	229 (tal)
Zwazo palmis	Palmtrast
Hopkinsville, Kentucky	Hopkinsville
Maytals	Toots and the Maytals
Worland, Wyoming	Worland
240 (nonm)	240 (tal)
242 (nonm)	242 (tal)
239 (nonm)	239 (tal)
223 (nonm)	223 (tal)
Forè tanpere imid	Tempererad regnskog
Florence, Arizona	Florence, Arizona
Camarillo, Kalifòni	Camarillo
Kearney, Nebraska	Kearney, Nebraska
Alhaurín el Grande (Málaga)	Alhaurín el Grande
Roseburg, Oregon	Roseburg, Oregon
McComb, Mississippi	McComb, Mississippi
Union City, Kalifòni	Union City, Kalifornien
San Fernando, Kalifòni	San Fernando, Kalifornien
Gardena, Kalifòni	Gardena, Kalifornien
Mill Valley, Kalifòni	Mill Valley
West Hollywood, Kalifòni	West Hollywood
Brentwood, Kalifòni	Brentwood, Contra Costa County, Kalifornien
Twentynine Palms, Kalifòni	Twentynine Palms, Kalifornien
Danville, Kalifòni	Danville, Kalifornien
Colton, Kalifòni	Colton, Kalifornien
Malfini	Hökar
North Charleston, Kawolin disid	North Charleston
Caldwell, Idaho	Caldwell, Idaho
Oregon City, Oregon	Oregon City, Oregon
Tèmoklin	Termoklin
Lynwood, Kalifòni	Lynwood, Kalifornien
Newark, Kalifòni	Newark, Kalifornien
Vacaville, Kalifòni	Vacaville, Kalifornien
San Marino, Kalifòni	San Marino, Kalifornien
La Mesa, Kalifòni	La Mesa
Oroville, Kalifòni	Oroville, Kalifornien
Walnut, Kalifòni	Walnut, Kalifornien
Madera, Kalifòni	Madera, Kalifornien
Novato, Kalifòni	Novato
Huntington Park, Kalifòni	Huntington Park
San Leandro, Kalifòni	San Leandro, Kalifornien
Glendora, Kalifòni	Glendora, Kalifornien
222 (nonm)	222 (tal)
216 (nonm)	216 (tal)
217 (nonm)	217 (tal)
221 (nonm)	221 (tal)
215 (nonm)	215 (tal)
214 (nonm)	214 (tal)
213 (nonm)	213 (tal)
Negritid	Négrituderörelsen
South Pasadena, Kalifòni	South Pasadena
Panama City, Florid	Panama City, Florida
Healdsburg, Kalifòni	Healdsburg
Dana Point	Dana Point
Longview, Texas	Longview, Texas
Lodi, Kalifòni	Lodi, Kalifornien
Cocoa Beach, Florid	Cocoa Beach, Florida
Hamilton, Ohio	Hamilton, Ohio
Marietta, Georgie	Marietta, Georgia
McMinnville, Oregon	McMinnville
Lompoc, Kalifòni	Lompoc, Kalifornien
Chino Hills, Kalifòni	Chino Hills, Kalifornien
Kalispell	Kalispell
Ottumwa, Iowa	Ottumwa
Grand Terrace, Kalifòni	Grand Terrace, Kalifornien
Montclair, Kalifòni	Montclair, Kalifornien
VietJet Air	VietJet Air
Mangliye	Amerikansk mangrove
Moye	Rosépeppar
Manhattan, Kansas	Manhattan, Kansas
Hammond, Indiana	Hammond, Indiana
234 (nonm)	234 (tal)
251 (nonm)	251 (tal)
225 (nonm)	225 (tal)
235 (nonm)	235 (tal)
Boulder City, Nevada	Boulder City
Estimilis	Stimulus
Cloquet	Cloquet
Charles Bossut	Charles Bossut
Charles Dupin	Charles Dupin
Edmond, Oklahoma	Edmond, Oklahoma
Stillwater, Minnesota	Stillwater, Minnesota
Woodbury, Minnesota	Woodbury, Minnesota
Laguna Hills, Kalifòni	Laguna Hills, Kalifornien
Yucca Valley, Kalifòni	Yucca Valley, Kalifornien
