ఆఫ్రికా	Afrika
మూస:Cite AV media	Mall:Cite video
వర్గం:1977 స్థాపితాలు	Kategori:Bildanden 1977
వర్గం:User cs	Kategori:Användare cs
వర్గం:చరిత్రకారులు	Kategori:Historiker
వర్గం:User da	Kategori:Användare da
వర్గం:User de	Kategori:Användare de
వర్గం:User de-2	Kategori:Användare de-2
వర్గం:User en-3	Kategori:Användare en-3
వర్గం:User en-N	Kategori:Användare en-N
వర్గం:User eo-1	Kategori:Användare eo-1
వర్గం:User eo-3	Kategori:Användare eo-3
వర్గం:User eo-N	Kategori:Användare eo-N
వర్గం:User es	Kategori:Användare es
వర్గం:User es-1	Kategori:Användare es-1
వర్గం:User es-2	Kategori:Användare es-2
వర్గం:User es-N	Kategori:Användare es-N
వర్గం:1680లు	Kategori:1680-talet
వర్గం:1452	Kategori:1452
పోర్‌బందర్	Porbandar
వర్గం:క్రీ.పూ. 30 మరణాలు	Kategori:Avlidna 30 f.Kr.
వర్గం:820	Kategori:820
ఆస్తి	Egendom
వర్గం:1904 మరణాలు	Kategori:Avlidna 1904
వర్గం:1987 పుస్తకాలు	Kategori:Litteratur 1987
వర్గం:1971 పుస్తకాలు	Kategori:Litteratur 1971
వర్గం:1988 పుస్తకాలు	Kategori:Litteratur 1988
వర్గం:2002 పుస్తకాలు	Kategori:Litteratur 2002
వర్గం:1934 పుస్తకాలు	Kategori:Litteratur 1934
వర్గం:1961 పుస్తకాలు	Kategori:Litteratur 1961
వర్గం:2012 పుస్తకాలు	Kategori:Litteratur 2012
వర్గం:1992 పుస్తకాలు	Kategori:Litteratur 1992
వర్గం:2001 పుస్తకాలు	Kategori:Litteratur 2001
వర్గం:User pl-N	Kategori:Användare pl-N
వర్గం:1972 పుస్తకాలు	Kategori:Litteratur 1972
వర్గం:1947 పుస్తకాలు	Kategori:Litteratur 1947
వర్గం:2004 పుస్తకాలు	Kategori:Litteratur 2004
మూస:Country data United Kingdom	Mall:Landsdata Storbritannien
వర్గం:1852 మరణాలు	Kategori:Avlidna 1852
వర్గం:1812	Kategori:1812
వర్గం:జ్యామితి	Kategori:Geometri
వర్గం:1942 మరణాలు	Kategori:Avlidna 1942
వర్గం:1977 తెలుగు సినిమాలు	Kategori:Filmer 1977
వర్గం:1942 తెలుగు సినిమాలు	Kategori:Filmer 1942
మూస:Infobox Disease	Mall:Infobox sjukdom
వర్గం:కళాకారులు	Kategori:Konstnärer
వర్గం:User ja-1	Kategori:Användare ja-1
వర్గం:మాల్వేసి	Kategori:Malvaceae
వర్గం:User kn	Kategori:Användare kn
వర్గం:User kn-1	Kategori:Användare kn-1
వర్గం:అ.సం.రా. రాష్ట్రాలు	Kategori:USA:s delstater
వర్గం:2013 సినిమాలు	Kategori:Filmer 2013
వర్గం:నోకియా మొబైల్ ఫోన్స్	Kategori:Mobiltelefoner från Nokia
మూస:Infobox Currency	Mall:Valuta
వర్గం:1510లు	Kategori:1510-talet
వర్గం:1564 మరణాలు	Kategori:Avlidna 1564
వర్గం:1536 మరణాలు	Kategori:Avlidna 1536
వర్గం:అంతరిక్ష వాహనాలు	Kategori:Rymdfarkoster
వర్గం:1564	Kategori:1564
వర్గం:1952 తెలుగు సినిమాలు	Kategori:Filmer 1952
వర్గం:1592	Kategori:1592
వర్గం:1536	Kategori:1536
మూస:భేదపరచు	Mall:Förväxlas
భోజనం	Måltid
వర్గం:అడవులు	Kategori:Skogsbruk
వర్గం:బ్యాంకింగ్	Kategori:Bankväsen
వర్గం:1964 పుస్తకాలు	Kategori:Litteratur 1964
వర్గం:1955 పుస్తకాలు	Kategori:Litteratur 1955
వర్గం:1942 పుస్తకాలు	Kategori:Litteratur 1942
వర్గం:1922 మరణాలు	Kategori:Avlidna 1922
మూస:BRA	Mall:BRA
వర్గం:నవంబర్	Kategori:November
వర్గం:1952 పుస్తకాలు	Kategori:Litteratur 1952
వర్గం:1954 పుస్తకాలు	Kategori:Litteratur 1954
వర్గం:1777 మరణాలు	Kategori:Avlidna 1777
వర్గం:1542 మరణాలు	Kategori:Avlidna 1542
వర్గం:1718	Kategori:1718
వర్గం:1931 మరణాలు	Kategori:Avlidna 1931
వర్గం:1827 మరణాలు	Kategori:Avlidna 1827
సర్పి	Herpes simplex
వర్గం:1798 మరణాలు	Kategori:Avlidna 1798
వర్గం:1829 మరణాలు	Kategori:Avlidna 1829
వర్గం:1799 మరణాలు	Kategori:Avlidna 1799
వర్గం:1778 మరణాలు	Kategori:Avlidna 1778
వర్గం:1547 మరణాలు	Kategori:Avlidna 1547
పేను	Djurlöss
మూస:User sv-1	Mall:Användare sv-1
వర్గం:1865 స్థాపితాలు	Kategori:Bildanden 1865
వర్గం:1981 స్థాపితాలు	Kategori:Bildanden 1981
వర్గం:1878 స్థాపితాలు	Kategori:Bildanden 1878
వర్గం:1960 స్థాపితాలు	Kategori:Bildanden 1960
వర్గం:1970లు	Kategori:1970-talet
వర్గం:1890లు	Kategori:1890-talet
వర్గం:1987 స్థాపితాలు	Kategori:Bildanden 1987
వర్గం:చలికాలం	Kategori:Vinter
వర్గం:1687	Kategori:1687
వర్గం:1612	Kategori:1612
వర్గం:1672	Kategori:1672
వర్గం:1612 మరణాలు	Kategori:Avlidna 1612
వర్గం:1680 మరణాలు	Kategori:Avlidna 1680
వర్గం:1616 మరణాలు	Kategori:Avlidna 1616
వర్గం:1686 మరణాలు	Kategori:Avlidna 1686
వర్గం:1680	Kategori:1680
మూస:RA	Mall:RA
వర్గం:మార్చి	Kategori:Mars (månad)
వర్గం:సహాయం కోసం ఎదురు చూస్తున్న సభ్యులు లేక పేజీలు	Kategori:Wikipedianer som söker hjälp
వర్గం:సెప్టెంబర్	Kategori:September
మూస:TUN	Mall:TUN
వర్గం:అక్టోబర్	Kategori:Oktober
వర్గం:లాటిన్ అక్షరమాల	Kategori:Latinska alfabetet
వర్గం:1994 మరణాలు	Kategori:Avlidna 1994
వర్గం:1906 జననాలు	Kategori:Födda 1906
వర్గం:సముద్రాలు	Kategori:Hav
వర్గం:డిసెంబర్	Kategori:December
వర్గం:ఆగష్టు	Kategori:Augusti
వర్గం:మే	Kategori:Maj
వర్గం:క్రికెట్	Kategori:Cricket
వర్గం:ఫాబేసి	Kategori:Fabaceae
రే చేప	Rockor
వర్గం:కొలతలు	Kategori:Mätteknik
పదజాలం	Ordförråd
వర్గం:680 మరణాలు	Kategori:Avlidna 680
వర్గం:సొలనేసి	Kategori:Solanaceae
వర్గం:ఇంగ్లాండు	Kategori:England
ఎర్తింగ్	Jordning
అవధానం (మానసిక ప్రవృత్తి)	Uppmärksamhet
వర్గం:ఏప్రిల్	Kategori:April
వర్గం:2009 మరణాలు	Kategori:Avlidna 2009
వర్గం:రూటేసి	Kategori:Rutaceae
వర్గం:కంప్యూటరు శాస్త్రం	Kategori:Datavetenskap
మూస:LUX	Mall:LUX
వర్గం:సౌరమండలము	Kategori:Solsystemet
మూస:Country data Brazil	Mall:Landsdata Brasilien
వర్గం:980 జననాలు	Kategori:Födda 980
వర్గం:1037 మరణాలు	Kategori:Avlidna 1037
వర్గం:అంతర్జాతీయ సంస్థలు	Kategori:Internationella organisationer
వర్గం:ఆర్థ్రోపోడా	Kategori:Leddjur
వర్గం:37 జననాలు	Kategori:Födda 37
వర్గం:నీరు	Kategori:Vatten
వర్గం:అగవేసి	Kategori:Agavaceae
వర్గం:1604	Kategori:1604
నడవడం	Gång
వర్గం:1008	Kategori:1008
వికీపీడియా:పుస్తకాలు	Wikipedia:Böcker
వర్గం:నక్షత్రశాలలు	Kategori:Planetarier
వర్గం:1910 పుస్తకాలు	Kategori:Litteratur 1910
వర్గం:1900 పుస్తకాలు	Kategori:Litteratur 1900
వర్గం:1980 పుస్తకాలు	Kategori:Litteratur 1980
వర్గం:1920 పుస్తకాలు	Kategori:Litteratur 1920
వర్గం:1969 పుస్తకాలు	Kategori:Litteratur 1969
వర్గం:1919 పుస్తకాలు	Kategori:Litteratur 1919
వర్గం:1979 పుస్తకాలు	Kategori:Litteratur 1979
వర్గం:1990 పుస్తకాలు	Kategori:Litteratur 1990
వర్గం:పామే	Kategori:Arecaceae
వర్గం:1960 పుస్తకాలు	Kategori:Litteratur 1960
వర్గం:జంతు శాస్త్రము	Kategori:Zoologi
వర్గం:1974 పుస్తకాలు	Kategori:Litteratur 1974
వర్గం:1962 పుస్తకాలు	Kategori:Litteratur 1962
వర్గం:1986 పుస్తకాలు	Kategori:Litteratur 1986
వర్గం:1923 పుస్తకాలు	Kategori:Litteratur 1923
వర్గం:2011 పుస్తకాలు	Kategori:Litteratur 2011
వర్గం:2005 మరణాలు	Kategori:Avlidna 2005
వర్గం:1983 జననాలు	Kategori:Födda 1983
వర్గం:1617 జననాలు	Kategori:Födda 1617
మూస:MSR	Mall:MSR
మూస:TON	Mall:TGA
వర్గం:1989 పుస్తకాలు	Kategori:Litteratur 1989
వర్గం:1939 పుస్తకాలు	Kategori:Litteratur 1939
వర్గం:1949 పుస్తకాలు	Kategori:Litteratur 1949
వర్గం:1893 పుస్తకాలు	Kategori:Litteratur 1893
వర్గం:1930 పుస్తకాలు	Kategori:Litteratur 1930
వర్గం:1950 పుస్తకాలు	Kategori:Litteratur 1950
వర్గం:1983 పుస్తకాలు	Kategori:Litteratur 1983
వర్గం:1991 మరణాలు	Kategori:Avlidna 1991
వర్గం:1992 మరణాలు	Kategori:Avlidna 1992
వికీపీడియా:నిర్వాహకులు చదవవలసిన జాబితా	Wikipedia:Manual för administratörer
వర్గం:505	Kategori:505
వర్గం:570	Kategori:570
వర్గం:573 జననాలు	Kategori:Födda 573
వర్గం:580 జననాలు	Kategori:Födda 580
వర్గం:581	Kategori:581
వర్గం:624	Kategori:624
వర్గం:626	Kategori:626
వర్గం:1907 మరణాలు	Kategori:Avlidna 1907
వర్గం:1970 జననాలు	Kategori:Födda 1970
వర్గం:1980 మరణాలు	Kategori:Avlidna 1980
వర్గం:2008 మరణాలు	Kategori:Avlidna 2008
వర్గం:1986 మరణాలు	Kategori:Avlidna 1986
వర్గం:1966 మరణాలు	Kategori:Avlidna 1966
వర్గం:1946 మరణాలు	Kategori:Avlidna 1946
వర్గం:1938 మరణాలు	Kategori:Avlidna 1938
వర్గం:1984 జననాలు	Kategori:Födda 1984
వర్గం:1962 మరణాలు	Kategori:Avlidna 1962
వర్గం:1959 మరణాలు	Kategori:Avlidna 1959
వర్గం:1943 మరణాలు	Kategori:Avlidna 1943
వర్గం:1990 జననాలు	Kategori:Födda 1990
వర్గం:1934 మరణాలు	Kategori:Avlidna 1934
వర్గం:1949 మరణాలు	Kategori:Avlidna 1949
వర్గం:1974 జననాలు	Kategori:Födda 1974
వర్గం:1947 మరణాలు	Kategori:Avlidna 1947
వర్గం:1911 మరణాలు	Kategori:Avlidna 1911
వర్గం:1903 మరణాలు	Kategori:Avlidna 1903
వర్గం:2007 మరణాలు	Kategori:Avlidna 2007
వర్గం:1965 జననాలు	Kategori:Födda 1965
వర్గం:1940 జననాలు	Kategori:Födda 1940
వర్గం:1898 జననాలు	Kategori:Födda 1898
వర్గం:1863 జననాలు	Kategori:Födda 1863
వర్గం:1867 జననాలు	Kategori:Födda 1867
వర్గం:1871 జననాలు	Kategori:Födda 1871
వర్గం:1862 జననాలు	Kategori:Födda 1862
వర్గం:1977 జననాలు	Kategori:Födda 1977
వర్గం:1845	Kategori:1845
వర్గం:1899 జననాలు	Kategori:Födda 1899
వర్గం:1844	Kategori:1844
వర్గం:1931 జననాలు	Kategori:Födda 1931
వర్గం:1915 జననాలు	Kategori:Födda 1915
వర్గం:1929 జననాలు	Kategori:Födda 1929
వర్గం:2003 పుస్తకాలు	Kategori:Litteratur 2003
వర్గం:699	Kategori:699
వర్గం:756	Kategori:756
వర్గం:756 మరణాలు	Kategori:Avlidna 756
వర్గం:763	Kategori:763
వర్గం:767	Kategori:767
వర్గం:767 మరణాలు	Kategori:Avlidna 767
వర్గం:ఆర్కిడేసి	Kategori:Orkidéer
వర్గం:ఇరిడేసి	Kategori:Irisväxter
వర్గం:మాగ్నోలియేసి	Kategori:Magnoliaceae
వర్గం:ఆస్టరేసి	Kategori:Asteraceae
వర్గం:అనకార్డియేసి	Kategori:Anacardiaceae
వర్గం:632 మరణాలు	Kategori:Avlidna 632
వర్గం:థియేసి	Kategori:Teväxter
వర్గం:809	Kategori:809
వర్గం:809 మరణాలు	Kategori:Avlidna 809
వర్గం:1954 జననాలు	Kategori:Födda 1954
వర్గం:824 జననాలు	Kategori:Födda 824
వర్గం:పురస్కారాలు	Kategori:Priser
వర్గం:చిహ్నాలు	Kategori:Symboler
వర్గం:1955 తెలుగు సినిమాలు	Kategori:Filmer 1955
వర్గం:887	Kategori:887
వర్గం:1961 తెలుగు సినిమాలు	Kategori:Filmer 1961
వర్గం:887 మరణాలు	Kategori:Avlidna 887
వర్గం:సాంఘిక శాస్త్రాలు	Kategori:Samhällsvetenskap
వర్గం:1996 పుస్తకాలు	Kategori:Litteratur 1996
వర్గం:2009 పుస్తకాలు	Kategori:Litteratur 2009
వర్గం:1960 జననాలు	Kategori:Födda 1960
వర్గం:935	Kategori:935
వర్గం:935 జననాలు	Kategori:Födda 935
వర్గం:980	Kategori:980
వర్గం:1008 జననాలు	Kategori:Födda 1008
వర్గం:1017	Kategori:1017
వర్గం:1017 జననాలు	Kategori:Födda 1017
వర్గం:1020	Kategori:1020
వర్గం:1048	Kategori:1048
మూస:Country data Hungary	Mall:Landsdata Ungern
వర్గం:1077	Kategori:1077
వర్గం:1114 జననాలు	Kategori:Födda 1114
వర్గం:1130 జననాలు	Kategori:Födda 1130
వర్గం:1830 మరణాలు	Kategori:Avlidna 1830
వర్గం:1137 మరణాలు	Kategori:Avlidna 1137
వర్గం:1938 పుస్తకాలు	Kategori:Litteratur 1938
వర్గం:1937 తెలుగు సినిమాలు	Kategori:Filmer 1937
వర్గం:1993 మరణాలు	Kategori:Avlidna 1993
వర్గం:ఆఫ్రికా	Kategori:Afrikas länder
వర్గం:1998 మరణాలు	Kategori:Avlidna 1998
వర్గం:1162	Kategori:1162
వర్గం:1166	Kategori:1166
వర్గం:1166 మరణాలు	Kategori:Avlidna 1166
వర్గం:1185 మరణాలు	Kategori:Avlidna 1185
వర్గం:1190 జననాలు	Kategori:Födda 1190
వర్గం:1193	Kategori:1193
వర్గం:1193 మరణాలు	Kategori:Avlidna 1193
వర్గం:1200	Kategori:1200
వర్గం:1205	Kategori:1205
వర్గం:1205 జననాలు	Kategori:Födda 1205
వర్గం:1207	Kategori:1207
వర్గం:1207 జననాలు	Kategori:Födda 1207
వర్గం:1227	Kategori:1227
వర్గం:1227 మరణాలు	Kategori:Avlidna 1227
వర్గం:1951 జననాలు	Kategori:Födda 1951
మూస:)))	Mall:)))
వర్గం:1959 తెలుగు సినిమాలు	Kategori:Filmer 1959
వర్గం:1940 తెలుగు సినిమాలు	Kategori:Filmer 1940
వర్గం:1941 తెలుగు సినిమాలు	Kategori:Filmer 1941
వర్గం:1240	Kategori:1240
వర్గం:2012 సినిమాలు	Kategori:Filmer 2012
వర్గం:1250	Kategori:1250
వర్గం:1254 జననాలు	Kategori:Födda 1254
వర్గం:1881 మరణాలు	Kategori:Avlidna 1881
వర్గం:1882 మరణాలు	Kategori:Avlidna 1882
వర్గం:1260	Kategori:1260
వర్గం:1260 మరణాలు	Kategori:Avlidna 1260
వర్గం:1883 మరణాలు	Kategori:Avlidna 1883
వర్గం:1270	Kategori:1270
వర్గం:1273 మరణాలు	Kategori:Avlidna 1273
వర్గం:1940లు	Kategori:1940-talet
వర్గం:1900లు	Kategori:1900-talet (decennium)
వర్గం:1910లు	Kategori:1910-talet
వర్గం:1301	Kategori:1301
వర్గం:1920లు	Kategori:1920-talet
వర్గం:1930లు	Kategori:1930-talet
వర్గం:1950లు	Kategori:1950-talet
వర్గం:1960లు	Kategori:1960-talet
వర్గం:1980లు	Kategori:1980-talet
వర్గం:1990లు	Kategori:1990-talet
వర్గం:2000లు	Kategori:2000-talet (decennium)
వర్గం:2010లు	Kategori:2010-talet
వర్గం:1321 జననాలు	Kategori:Födda 1321
వర్గం:1336	Kategori:1336
వర్గం:1351	Kategori:1351
వర్గం:1351 మరణాలు	Kategori:Avlidna 1351
వర్గం:1361	Kategori:1361
వర్గం:1361 జననాలు	Kategori:Födda 1361
వర్గం:1373	Kategori:1373
వర్గం:1373 మరణాలు	Kategori:Avlidna 1373
వర్గం:1503	Kategori:1503
వర్గం:1529	Kategori:1529
వర్గం:1398 జననాలు	Kategori:Födda 1398
వర్గం:1399	Kategori:1399
మూస:User cs	Mall:Användare cs
వర్గం:1528	Kategori:1528
వర్గం:1523	Kategori:1523
మూస:Country data New Zealand	Mall:Landsdata Nya Zeeland
మూస:User ru-2	Mall:Användare ru-2
వర్గం:1408	Kategori:1408
వర్గం:1408 జననాలు	Kategori:Födda 1408
వర్గం:అంగారకుడు	Kategori:Mars
వర్గం:1531	Kategori:1531
వర్గం:1422	Kategori:1422
వర్గం:1422 మరణాలు	Kategori:Avlidna 1422
వర్గం:1509	Kategori:1509
వర్గం:1506	Kategori:1506
వర్గం:1519	Kategori:1519
వర్గం:1524	Kategori:1524
వర్గం:1445	Kategori:1445
వర్గం:1452 జననాలు	Kategori:Födda 1452
వర్గం:1468	Kategori:1468
వర్గం:1468 మరణాలు	Kategori:Avlidna 1468
వర్గం:1469 జననాలు	Kategori:Födda 1469
వర్గం:1471	Kategori:1471
వర్గం:1473	Kategori:1473
వర్గం:1473 జననాలు	Kategori:Födda 1473
వర్గం:1479 జననాలు	Kategori:Födda 1479
వర్గం:1483	Kategori:1483
వర్గం:1484 జననాలు	Kategori:Födda 1484
వర్గం:1486 జననాలు	Kategori:Födda 1486
వర్గం:1494	Kategori:1494
వర్గం:User ru	Kategori:Användare ru
వర్గం:User ru-2	Kategori:Användare ru-2
వర్గం:User ru-3	Kategori:Användare ru-3
వర్గం:1498	Kategori:1498
వర్గం:User ru-4	Kategori:Användare ru-4
వర్గం:1500	Kategori:1500
వర్గం:1506 జననాలు	Kategori:Födda 1506
వర్గం:1519 మరణాలు	Kategori:Avlidna 1519
వర్గం:1523 జననాలు	Kategori:Födda 1523
వర్గం:1524 మరణాలు	Kategori:Avlidna 1524
వర్గం:1526	Kategori:1526
వర్గం:1528 జననాలు	Kategori:Födda 1528
వర్గం:1534	Kategori:1534
వర్గం:1534 మరణాలు	Kategori:Avlidna 1534
వర్గం:1540 జననాలు	Kategori:Födda 1540
వర్గం:1542	Kategori:1542
మూస:S-reg	Mall:Successionsbox regent
వర్గం:1543	Kategori:1543
వర్గం:User sv-1	Kategori:Användare sv-1
వర్గం:1547	Kategori:1547
వర్గం:User sv-N	Kategori:Användare sv-N
వర్గం:1550	Kategori:1550
వర్గం:1550 మరణాలు	Kategori:Avlidna 1550
వర్గం:1562	Kategori:1562
వర్గం:1562 మరణాలు	Kategori:Avlidna 1562
వర్గం:1564 జననాలు	Kategori:Födda 1564
వర్గం:1565	Kategori:1565
వర్గం:1565 మరణాలు	Kategori:Avlidna 1565
వర్గం:1569 జననాలు	Kategori:Födda 1569
వర్గం:1571	Kategori:1571
వర్గం:1586	Kategori:1586
వర్గం:1586 మరణాలు	Kategori:Avlidna 1586
వర్గం:1591	Kategori:1591
వర్గం:1592 జననాలు	Kategori:Födda 1592
వర్గం:1601	Kategori:1601
వర్గం:1602 జననాలు	Kategori:Födda 1602
వర్గం:1608	Kategori:1608
వర్గం:1616	Kategori:1616
వర్గం:1617	Kategori:1617
వర్గం:User tr	Kategori:Användare tr
వర్గం:1623	Kategori:1623
వర్గం:User tr-N	Kategori:Användare tr-N
వర్గం:1627	Kategori:1627
వర్గం:1629 జననాలు	Kategori:Födda 1629
వర్గం:1630	Kategori:1630
వర్గం:1630 మరణాలు	Kategori:Avlidna 1630
వర్గం:1636	Kategori:1636
వర్గం:1643	Kategori:1643
వర్గం:1646	Kategori:1646
వర్గం:1654	Kategori:1654
వర్గం:1657 జననాలు	Kategori:Födda 1657
వర్గం:1662	Kategori:1662
వర్గం:1662 మరణాలు	Kategori:Avlidna 1662
వర్గం:1664	Kategori:1664
వర్గం:1666 జననాలు	Kategori:Födda 1666
వర్గం:1667 మరణాలు	Kategori:Avlidna 1667
వర్గం:1688	Kategori:1688
వర్గం:1694	Kategori:1694
వర్గం:1695 మరణాలు	Kategori:Avlidna 1695
వర్గం:1703	Kategori:1703
వర్గం:1706 జననాలు	Kategori:Födda 1706
వర్గం:1707	Kategori:1707
వర్గం:1718 జననాలు	Kategori:Födda 1718
వర్గం:1722 జననాలు	Kategori:Födda 1722
వర్గం:1723	Kategori:1723
వర్గం:1725	Kategori:1725
వర్గం:1981 తెలుగు సినిమాలు	Kategori:Filmer 1981
వర్గం:1969 మరణాలు	Kategori:Avlidna 1969
వర్గం:1881 జననాలు	Kategori:Födda 1881
వర్గం:ఢిల్లీ	Kategori:Delhi
వర్గం:భారతదేశంలో మతం	Kategori:Religion i Indien
వికీపీడియా:బొమ్మలు వాడే విధానం	Wikipedia:Illustrationer
వర్గం:1969 తెలుగు సినిమాలు	Kategori:Filmer 1969
మూస:Infobox prepared food	Mall:Faktamall mat
వర్గం:1986 తెలుగు సినిమాలు	Kategori:Filmer 1986
వర్గం:నోబెల్ బహుమతి గ్రహీతలు	Kategori:Nobelpristagare
వికీపీడియా:బొమ్మలు అప్ లోడు చెయ్యడం	Wikipedia:Ladda upp filer
వర్గం:505 జననాలు	Kategori:Födda 505
వర్గం:1944 జననాలు	Kategori:Födda 1944
వర్గం:1932 జననాలు	Kategori:Födda 1932
వర్గం:1934 జననాలు	Kategori:Födda 1934
వర్గం:1935 జననాలు	Kategori:Födda 1935
వర్గం:570 జననాలు	Kategori:Födda 570
వర్గం:చెట్లు	Kategori:Träd
వర్గం:624 జననాలు	Kategori:Födda 624
వర్గం:626 జననాలు	Kategori:Födda 626
వర్గం:1941 జననాలు	Kategori:Födda 1941
వర్గం:699 జననాలు	Kategori:Födda 699
వర్గం:763 జననాలు	Kategori:Födda 763
వర్గం:573	Kategori:573
వర్గం:580	Kategori:580
వర్గం:1048 జననాలు	Kategori:Födda 1048
వర్గం:సామాజిక శాస్త్రము	Kategori:Sociologi
వర్గం:587	Kategori:587
వర్గం:1162 జననాలు	Kategori:Födda 1162
వర్గం:1301 జననాలు	Kategori:Födda 1301
మూస:IRL	Mall:IRL
వర్గం:1399 జననాలు	Kategori:Födda 1399
వర్గం:1445 జననాలు	Kategori:Födda 1445
వర్గం:1483 జననాలు	Kategori:Födda 1483
వర్గం:1498 జననాలు	Kategori:Födda 1498
వర్గం:1500 జననాలు	Kategori:Födda 1500
వర్గం:1542 జననాలు	Kategori:Födda 1542
వర్గం:1565 జననాలు	Kategori:Födda 1565
వర్గం:1601 జననాలు	Kategori:Födda 1601
వర్గం:1623 జననాలు	Kategori:Födda 1623
వర్గం:1627 జననాలు	Kategori:Födda 1627
వర్గం:1643 జననాలు	Kategori:Födda 1643
వర్గం:1688 జననాలు	Kategori:Födda 1688
వర్గం:1694 జననాలు	Kategori:Födda 1694
వర్గం:1707 జననాలు	Kategori:Födda 1707
వర్గం:1723 జననాలు	Kategori:Födda 1723
వర్గం:1725 జననాలు	Kategori:Födda 1725
వర్గం:1982 తెలుగు సినిమాలు	Kategori:Filmer 1982
వర్గం:1728 జననాలు	Kategori:Födda 1728
వర్గం:1732 జననాలు	Kategori:Födda 1732
వర్గం:1733 జననాలు	Kategori:Födda 1733
వర్గం:1736 జననాలు	Kategori:Födda 1736
వర్గం:1983 తెలుగు సినిమాలు	Kategori:Filmer 1983
వర్గం:1749 జననాలు	Kategori:Födda 1749
వర్గం:1750 జననాలు	Kategori:Födda 1750
వర్గం:1754 జననాలు	Kategori:Födda 1754
వర్గం:1755 జననాలు	Kategori:Födda 1755
వర్గం:1761 జననాలు	Kategori:Födda 1761
వర్గం:1762 జననాలు	Kategori:Födda 1762
వర్గం:1984 తెలుగు సినిమాలు	Kategori:Filmer 1984
వర్గం:1766 జననాలు	Kategori:Födda 1766
వర్గం:1767 జననాలు	Kategori:Födda 1767
వర్గం:1768 జననాలు	Kategori:Födda 1768
వర్గం:1770 జననాలు	Kategori:Födda 1770
వర్గం:1772 జననాలు	Kategori:Födda 1772
వర్గం:1773 జననాలు	Kategori:Födda 1773
వర్గం:1775 జననాలు	Kategori:Födda 1775
వర్గం:1985 తెలుగు సినిమాలు	Kategori:Filmer 1985
వర్గం:1778 జననాలు	Kategori:Födda 1778
వర్గం:1780 జననాలు	Kategori:Födda 1780
వర్గం:1790 జననాలు	Kategori:Födda 1790
వర్గం:1791 జననాలు	Kategori:Födda 1791
వర్గం:1792 జననాలు	Kategori:Födda 1792
వర్గం:1796 జననాలు	Kategori:Födda 1796
వర్గం:1798 జననాలు	Kategori:Födda 1798
వర్గం:1799 జననాలు	Kategori:Födda 1799
వర్గం:1800 జననాలు	Kategori:Födda 1800
వర్గం:1801 జననాలు	Kategori:Födda 1801
వర్గం:1803 జననాలు	Kategori:Födda 1803
వర్గం:632	Kategori:632
వర్గం:1806 జననాలు	Kategori:Födda 1806
వర్గం:1807 జననాలు	Kategori:Födda 1807
వర్గం:1809 జననాలు	Kategori:Födda 1809
వర్గం:1813 జననాలు	Kategori:Födda 1813
వర్గం:1814 జననాలు	Kategori:Födda 1814
వర్గం:1818 జననాలు	Kategori:Födda 1818
వర్గం:1819 జననాలు	Kategori:Födda 1819
వర్గం:634	Kategori:634
వర్గం:1820 జననాలు	Kategori:Födda 1820
వర్గం:1822 జననాలు	Kategori:Födda 1822
వర్గం:1824 జననాలు	Kategori:Födda 1824
వర్గం:1827 జననాలు	Kategori:Födda 1827
వర్గం:1987 తెలుగు సినిమాలు	Kategori:Filmer 1987
వర్గం:1831 జననాలు	Kategori:Födda 1831
వర్గం:1832 జననాలు	Kategori:Födda 1832
వర్గం:1833 జననాలు	Kategori:Födda 1833
వర్గం:1835 జననాలు	Kategori:Födda 1835
వర్గం:1836 జననాలు	Kategori:Födda 1836
వర్గం:1840 జననాలు	Kategori:Födda 1840
వర్గం:1841 జననాలు	Kategori:Födda 1841
వర్గం:1842 జననాలు	Kategori:Födda 1842
వర్గం:1843 జననాలు	Kategori:Födda 1843
వర్గం:1844 జననాలు	Kategori:Födda 1844
వర్గం:1845 జననాలు	Kategori:Födda 1845
వర్గం:1846 జననాలు	Kategori:Födda 1846
వర్గం:1847 జననాలు	Kategori:Födda 1847
వర్గం:1848 జననాలు	Kategori:Födda 1848
వర్గం:1849 జననాలు	Kategori:Födda 1849
వర్గం:1850 జననాలు	Kategori:Födda 1850
వర్గం:1851 జననాలు	Kategori:Födda 1851
వర్గం:1852 జననాలు	Kategori:Födda 1852
వర్గం:1853 జననాలు	Kategori:Födda 1853
వర్గం:1854 జననాలు	Kategori:Födda 1854
వర్గం:1855 జననాలు	Kategori:Födda 1855
వర్గం:1857 జననాలు	Kategori:Födda 1857
వర్గం:1858 జననాలు	Kategori:Födda 1858
వర్గం:1859 జననాలు	Kategori:Födda 1859
వర్గం:1860 జననాలు	Kategori:Födda 1860
వర్గం:1861 జననాలు	Kategori:Födda 1861
వర్గం:1864 జననాలు	Kategori:Födda 1864
వర్గం:1865 జననాలు	Kategori:Födda 1865
వర్గం:1866 జననాలు	Kategori:Födda 1866
వర్గం:1869 జననాలు	Kategori:Födda 1869
వర్గం:1870 జననాలు	Kategori:Födda 1870
వర్గం:1872 జననాలు	Kategori:Födda 1872
వర్గం:1873 జననాలు	Kategori:Födda 1873
వర్గం:1874 జననాలు	Kategori:Födda 1874
వర్గం:1876 జననాలు	Kategori:Födda 1876
వర్గం:1877 జననాలు	Kategori:Födda 1877
వర్గం:1878 జననాలు	Kategori:Födda 1878
వర్గం:1880 జననాలు	Kategori:Födda 1880
