አፍሪቃ	Afrika
611 እ.ኤ.አ.	611
534 እ.ኤ.አ.	534
488 እ.ኤ.አ.	488
607 እ.ኤ.አ.	607
524 እ.ኤ.አ.	524
282 እ.ኤ.አ.	282
472 እ.ኤ.አ.	472
471 እ.ኤ.አ.	471
490 እ.ኤ.አ.	490
316 እ.ኤ.አ.	316
797 እ.ኤ.አ.	797
511 እ.ኤ.አ.	511
295 እ.ኤ.አ.	295
598 እ.ኤ.አ.	598
አረቢያ	Arabiska halvön
303 እ.ኤ.አ.	303
250 እ.ኤ.አ.	250
515 እ.ኤ.አ.	515
512 እ.ኤ.አ.	512
418 እ.ኤ.አ.	418
333 እ.ኤ.አ.	333
294 እ.ኤ.አ.	294
217 እ.ኤ.አ.	217
277 እ.ኤ.አ.	277
578 እ.ኤ.አ.	578
312 እ.ኤ.አ.	312
284 እ.ኤ.አ.	284
283 እ.ኤ.አ.	283
241 እ.ኤ.አ.	241
243 እ.ኤ.አ.	243
262 እ.ኤ.አ.	262
498 እ.ኤ.አ.	498
336 እ.ኤ.አ.	336
334 እ.ኤ.አ.	334
266 እ.ኤ.አ.	266
261 እ.ኤ.አ.	261
470 እ.ኤ.አ.	470
349 እ.ኤ.አ.	349
271 እ.ኤ.አ.	271
275 እ.ኤ.አ.	275
292 እ.ኤ.አ.	292
296 እ.ኤ.አ.	296
345 እ.ኤ.አ.	345
431 እ.ኤ.አ.	431
304 እ.ኤ.አ.	304
550 እ.ኤ.አ.	550
586 እ.ኤ.አ.	586
588 እ.ኤ.አ.	588
554 እ.ኤ.አ.	554
229 እ.ኤ.አ.	229
583 እ.ኤ.አ.	583
265 እ.ኤ.አ.	265
263 እ.ኤ.አ.	263
585 እ.ኤ.አ.	585
582 እ.ኤ.አ.	582
556 እ.ኤ.አ.	556
420 እ.ኤ.አ.	420
280 እ.ኤ.አ.	280
581 እ.ኤ.አ.	581
558 እ.ኤ.አ.	558
302 እ.ኤ.አ.	302
309 እ.ኤ.አ.	309
353 እ.ኤ.አ.	353
335 እ.ኤ.አ.	335
367 እ.ኤ.አ.	367
344 እ.ኤ.አ.	344
245 እ.ኤ.አ.	245
290 እ.ኤ.አ.	290
449 እ.ኤ.አ.	449
308 እ.ኤ.አ.	308
255 እ.ኤ.አ.	255
439 እ.ኤ.አ.	439
319 እ.ኤ.አ.	319
318 እ.ኤ.አ.	318
299 እ.ኤ.አ.	299
419 እ.ኤ.አ.	419
416 እ.ኤ.አ.	416
338 እ.ኤ.አ.	338
310 እ.ኤ.አ.	310
315 እ.ኤ.አ.	315
359 እ.ኤ.አ.	359
360 እ.ኤ.አ.	360
273 እ.ኤ.አ.	273
286 እ.ኤ.አ.	286
288 እ.ኤ.አ.	288
278 እ.ኤ.አ.	278
455 እ.ኤ.አ.	455
577 እ.ኤ.አ.	577
575 እ.ኤ.አ.	575
482 እ.ኤ.አ.	482
486 እ.ኤ.አ.	486
580 እ.ኤ.አ.	580
567 እ.ኤ.አ.	567
564 እ.ኤ.አ.	564
561 እ.ኤ.አ.	561
328 እ.ኤ.አ.	328
325 እ.ኤ.አ.	325
317 እ.ኤ.አ.	317
574 እ.ኤ.አ.	574
566 እ.ኤ.አ.	566
249 እ.ኤ.አ.	249
348 እ.ኤ.አ.	348
442 እ.ኤ.አ.	442
443 እ.ኤ.አ.	443
267 እ.ኤ.አ.	267
244 እ.ኤ.አ.	244
248 እ.ኤ.አ.	248
343 እ.ኤ.አ.	343
562 እ.ኤ.አ.	562
417 እ.ኤ.አ.	417
268 እ.ኤ.አ.	268
590 እ.ኤ.አ.	590
269 እ.ኤ.አ.	269
ቬኔትኛ	Venetianska
499 እ.ኤ.አ.	499
409 እ.ኤ.አ.	409
405 እ.ኤ.አ.	405
406 እ.ኤ.አ.	406
403 እ.ኤ.አ.	403
414 እ.ኤ.አ.	414
ቮሮኛ	Võru (språk)
411 እ.ኤ.አ.	411
412 እ.ኤ.አ.	412
560 እ.ኤ.አ.	560
592 እ.ኤ.አ.	592
የሜዳ አህያ	Zebror
276 እ.ኤ.አ.	276
መስጊድ	Moské
314 እ.ኤ.አ.	314
323 እ.ኤ.አ.	323
366 እ.ኤ.አ.	366
362 እ.ኤ.አ.	362
545 እ.ኤ.አ.	545
531 እ.ኤ.አ.	531
514 እ.ኤ.አ.	514
513 እ.ኤ.አ.	513
539 እ.ኤ.አ.	539
538 እ.ኤ.አ.	538
519 እ.ኤ.አ.	519
516 እ.ኤ.አ.	516
520 እ.ኤ.አ.	520
522 እ.ኤ.አ.	522
528 እ.ኤ.አ.	528
506 እ.ኤ.አ.	506
526 እ.ኤ.አ.	526
507 እ.ኤ.አ.	507
214 እ.ኤ.አ.	214
213 እ.ኤ.አ.	213
212 እ.ኤ.አ.	212
228 እ.ኤ.አ.	228
227 እ.ኤ.አ.	227
149 እ.ኤ.አ.	149
174 እ.ኤ.አ.	174
189 እ.ኤ.አ.	189
199 እ.ኤ.አ.	199
141 እ.ኤ.አ.	141
132 እ.ኤ.አ.	132
ኮርሲካኛ	Korsikanska
125 እ.ኤ.አ.	125
123 እ.ኤ.አ.	123
147 እ.ኤ.አ.	147
144 እ.ኤ.አ.	144
198 እ.ኤ.አ.	198
178 እ.ኤ.አ.	178
ቡጊኛ	Buginesiska
177 እ.ኤ.አ.	177
187 እ.ኤ.አ.	187
195 እ.ኤ.አ.	195
የአርመኒያ ሰንደቅ ዓላማ	Armeniens flagga
186 እ.ኤ.አ.	186
347 እ.ኤ.አ.	347
620 እ.ኤ.አ.	620
624 እ.ኤ.አ.	624
ኩሻዊ ቋንቋዎች	Kushitiska språk
605 እ.ኤ.አ.	605
629 እ.ኤ.አ.	629
616 እ.ኤ.አ.	616
615 እ.ኤ.አ.	615
644 እ.ኤ.አ.	644
646 እ.ኤ.አ.	646
633 እ.ኤ.አ.	633
637 እ.ኤ.አ.	637
436 እ.ኤ.አ.	436
434 እ.ኤ.አ.	434
293 እ.ኤ.አ.	293
427 እ.ኤ.አ.	427
185 እ.ኤ.አ.	185
321 እ.ኤ.አ.	321
327 እ.ኤ.አ.	327
430 እ.ኤ.አ.	430
447 እ.ኤ.አ.	447
569 እ.ኤ.አ.	569
568 እ.ኤ.አ.	568
444 እ.ኤ.አ.	444
ፍሪዩልያን	Friuliska
796 እ.ኤ.አ.	796
ንሴት	Potens
798 እ.ኤ.አ.	798
793 እ.ኤ.አ.	793
ጋን ቻይንኛ	Gan (dialekt)
እዤን ደላክሯ	Eugène Delacroix
685 እ.ኤ.አ.	685
799 እ.ኤ.አ.	799
683 እ.ኤ.አ.	683
274 እ.ኤ.አ.	274
579 እ.ኤ.አ.	579
281 እ.ኤ.አ.	281
306 እ.ኤ.አ.	306
438 እ.ኤ.አ.	438
ካሽሚርኛ	Kashmiri
297 እ.ኤ.አ.	297
421 እ.ኤ.አ.	421
298 እ.ኤ.አ.	298
351 እ.ኤ.አ.	351
352 እ.ኤ.አ.	352
355 እ.ኤ.አ.	355
95 እ.ኤ.አ.	95
94 እ.ኤ.አ.	94
594 እ.ኤ.አ.	594
542 እ.ኤ.አ.	542
448 እ.ኤ.አ.	448
445 እ.ኤ.አ.	445
305 እ.ኤ.አ.	305
234 እ.ኤ.አ.	234
565 እ.ኤ.አ.	565
ጊላኪኛ	Gilaki
ካነዳኛ	Kannada
381 እ.ኤ.አ.	381
385 እ.ኤ.አ.	385
ካሹብኛ	Kasjubiska
ናይሎ ሳህራዊ ቋንቋዎች	Nilo-sahariska språk
553 እ.ኤ.አ.	553
307 እ.ኤ.አ.	307
584 እ.ኤ.አ.	584
346 እ.ኤ.አ.	346
257 እ.ኤ.አ.	257
285 እ.ኤ.አ.	285
591 እ.ኤ.አ.	591
289 እ.ኤ.አ.	289
በርትራንድ ረስል	Bertrand Russell
የኒካራጓ ምልክት ቋንቋ	Nicaraguanskt teckenspråk
እጅ	Hand
ዱ ፉ	Du Fu
563 እ.ኤ.አ.	563
የአኪሊዮስ ተረከዝ	Akilleshäl
252 እ.ኤ.አ.	252
ናፖሊታንኛ	Neapolitanska
595 እ.ኤ.አ.	595
ኖርማንኛ	Normandiska
246 እ.ኤ.አ.	246
ኦሞአዊ	Omotiska språk
ኦሮምኛ	Oromo (språk)
ቴዮዶር ሮዝቬልት	Theodore Roosevelt
596 እ.ኤ.አ.	596
ፓንጋሲናንኛ	Pangasinan
593 እ.ኤ.አ.	593
357 እ.ኤ.አ.	357
573 እ.ኤ.አ.	573
ቴል አቪቭ	Tel Aviv
ስሜን ሳሚኛ	Nordsamiska
ኢሮንኛ	Ossetiska
ኔፓል ባሳ	Newari
ቫልፓራይሶ	Valparaíso
ኢካሮስ	Ikaros
559 እ.ኤ.አ.	559
ሴማዊ ቋንቋዎች	Semitiska språk
599 እ.ኤ.አ.	599
326 እ.ኤ.አ.	326
341 እ.ኤ.አ.	341
322 እ.ኤ.አ.	322
ናስ	Brons
ሆስኒ ሙባረክ	Hosni Mubarak
ወሓካ	Oaxaca
386 እ.ኤ.አ.	386
ትግርኛ	Tigrinska
ፉናፉቲ	Funafuti
374 እ.ኤ.አ.	374
380 እ.ኤ.አ.	380
ቶክ ፒሲን	Tok pisin
ፓብሎ ኔሩዳ	Pablo Neruda
ዋሎንኛ	Vallonska
የምልክት ቋንቋ	Teckenspråk
136 እ.ኤ.አ.	136
ፖርቶፕሪንስ	Port-au-Prince
ዊናራይኛ	Waray-waray
ዉ ቻይንኛ	Wu (dialekt)
ዉድሮው ዊልሰን	Woodrow Wilson
ሳቃኛ	Jakutiska
ቀርጤስ	Kreta
ሞሾቭጸ	Mošovce
ዩኒቨርስቲ ኦፍ ኦክስፎርድ	Oxfords universitet
ማሕሙድ አሕማዲኔዣድ	Mahmoud Ahmadinejad
ሲዲ	CD
አሌክሳንድር ሶልዠኒጽን	Aleksandr Solzjenitsyn
ሴይንት ህሊና ደሴት	Sankta Helena
382 እ.ኤ.አ.	382
342 እ.ኤ.አ.	342
373 እ.ኤ.አ.	373
372 እ.ኤ.አ.	372
ኤጊያን ባህር	Egeiska havet
አናስታስያ	Anastacia
ኤፍራጥስ ወንዝ	Eufrat
ጄምስ ጋርፊልድ	James Garfield
የሊቢያ ሰንደቅ ዓላማ	Libyens flagga
አስርቱ ቃላት	De tio budorden
ጆሃንስበርግ	Johannesburg
1990ዎቹ	1990-talet
ጆዋን ሮውሊንግ	J.K. Rowling
ኪንግስተን	Kingston
ግሥላ	Leopard
አውራሪስ	Noshörningar
ሶማሊላንድ	Somaliland
የስልክ መግቢያ	Landsnummer
ሳንቶ ዶሚንጎ	Santo Domingo
ቴኪክስኪያክ	Tequixquiac
ዩሊሲስ ግራንት	Ulysses S. Grant
ፓፓያ	Papaya
375 እ.ኤ.አ.	375
ቤንጃሚን ፍራንክሊን	Benjamin Franklin
1970ዎቹ	1970-talet
ዊሊያም ማኪንሊ	William McKinley
የአሜሪካ ፕሬዝዳንቶች ዝርዝር	Lista över USA:s presidenter
የዋና ከተሞች ዝርዝር	Lista över huvudstäder
ዌብሳይት	Webbplats
ግሮቨር ክሊቭላንድ	Grover Cleveland
ኩዌት ከተማ	Kuwait (stad)
ሄርበርት ሁቨር	Herbert Hoover
ዋረን ሃርዲንግ	Warren G. Harding
387 እ.ኤ.አ.	387
ሱመር	Sumer
ኮሎምቦ	Colombo
መካከለኛ ቢኮልኛ	Bikol
መስኮት	Fönster
መዲና	Medina
ቼስተር አርተር	Chester A. Arthur
ዋሻ	Grotta
አካድኛ	Akkadiska
ዋይት ሃውስ	Vita huset
ፖሊስ	Polis
ጤግሮስ	Tigris
ዊልያም ሃወርድ ታፍት	William Howard Taft
ግዕዝ	Ge'ez
ቤንጃሚን ሀሪሰን	Benjamin Harrison
ራዘርፎርድ ሄይስ	Rutherford B. Hayes
ባሩክ ስፒኖዛ	Baruch Spinoza
ዞራስተር	Zarathustra
ኢንተርሊንግዌ	Occidental
ኦመር ሃያም	Omar Khayyam
ስፖርት ክለብ ኮሪንቺያንስ ፓውሊስታ	Sport Club Corinthians Paulista
ኢንተርሊንጉዋ	Interlingua
ኢሎካኖ	Ilokano
ሥነ ውበት	Estetik
ሆ ቺ ሚን	Ho Chi Minh
ካልቪን ኩሊጅ	Calvin Coolidge
ሊጉርኛ	Liguriska (romanskt språk)
ስብስብ	Mängd
ብርጅታውን	Bridgetown
ላዲኖ	Ladino
ሲሊጎ	Siligo
ሊንጋላ	Lingala
ማላያላም	Malayalam
አሃድ ጨረር	Enhetsvektor
አፒያ	Apia
ሴንት ጆንስ፥ አንቲጋ እና ባርቡዳ	Saint John's, Antigua och Barbuda
ሮዞ	Roseau
ሎዥባን	Lojban
ሃሙራቢ	Hammurabi
ሞልዶቭኛ	Moldaviska
የፖለቲካ ጥናት	Statsvetenskap
ማዖሪ ቋንቋ	Maori
ደቡብ ሚንኛ	Minnan
ፖርት ሞርስቢ	Port Moresby
1900ዎቹ	1900-talet (decennium)
ኖቪያል	Novial
ድረ ገጽ	Webbsida
በር	Dörr
አራት ማዕዘን	Fyrhörning
ሶራኒኛ	Soranî
ቮላፒውክ	Volapük
ሚስማር	Spik
ንጉሥ ሰሎሞን	Salomo
ሥላሴ	Treenighetsläran
ያሁ	Yahoo!
331 እ.ኤ.አ.	331
ማሪኡፖል	Mariupol
365 እ.ኤ.አ.	365
379 እ.ኤ.አ.	379
ዴቪድ ሁም	David Hume
የ2006 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 2006
ጆን ማይክል ታልበት	John Michael Talbot
ኦቾሎኒ	Jordnöt
ቶማስ ሆብስ	Thomas Hobbes
ገበያ	Marknad (ekonomi)
ካምፖራ ሳን ጆቫኒ	Campora San Giovanni
እስስት	Kameleonter
ብሉምፎንቴይን	Bloemfontein
ቲ.ኤስ. ኤልየት	T.S. Eliot
በልጺ	Bălți
ፖርት ቪላ	Port Vila
ማቀዝቀዣ	Kylskåp
ስኳር ድንች	Sötpotatis
ያንጎን	Rangoon
ኅልውነት	Existentialism
አርተር ሾፐናውር	Arthur Schopenhauer
አንዤ	Angers
ቱርኩ	Åbo
ሳው ፓውሉ የእግር ኳስ ክለብ	São Paulo Futebol Clube
ሃብሃብ	Vattenmelon
አበሳሰል	Matlagning
ላብራዶር	Labrador retriever
ሱቫ	Suva
ኑኩአሎፋ	Nuku'alofa
በሶብላ	Basilika (krydda)
አስዋን ግድብ	Assuandammen
ትኩሳት	Feber
ፖርት ኦፍ ስፔን	Port of Spain
የእብድ ውሻ በሽታ	Rabies
ሪቻርድ ፋይንማን	Richard Feynman
መጥረቢያ	Yxa
ቢርኪርካራ	Birkirkara
ኧያፍያትላዮኪውትል	Eyjafjallajökull
አኮንካጓ	Aconcagua
ደቂቅ ዘ አካላት	Mikroorganism
ሱሪ	Byxor
ጡብ	Murtegel
ዊል ስሚዝ	Will Smith
ሞላላ	Ellips (matematik)
መፈንቅል	Hävstång
መንኮራኩር	Rymdfarkost
ማባዛት	Multiplikation
ርብቃ	Rebecka, Isaks hustru
ሎጥ	Lot
ታክሎባን	Tacloban City
ማይስፔስ	Myspace
ዳማቫንድ	Demavend
ዳግማዊ ኒኮላይ	Nikolaj II av Ryssland
አና ማሪያ ዮፐክ	Anna Maria Jopek
ናንሲ	Nancy
ሆኒያራ	Honiara
ሽንት	Urin
ጸሎት	Bön
አሦር	Assyrien
ቀዳማዊ ኃይለ ሥላሴ	Haile Selassie
ካየን	Caen
የባቢሎን ግንብ	Babels torn
ሲኒማ	Biograf
ኖቲንግሃም	Nottingham
በጀት	Budget
ባስቴር	Basseterre
በትረ ሎሚ	Grapefrukt
ኪንግስታውን	Kingstown
የሠገራ ትቦ ንጣፍ መድማት ወይመ መቁስል (ሄሞሮይድ)	Hemorrojder
ዎሌ ሾይንካ	Wole Soyinka
ስታንፎርድ ዩኒቨርስቲ	Stanford University
ሚሸል ደ ሞንታኝ	Michel de Montaigne
ጃንጥላ	Paraply
ፊንቄ	Fenicien
የሕንድ ሰንደቅ ዓላማ	Indiens flagga
ዲዮኒሶስ	Dionysos
ቶኪዳይደስ	Thukydides
ካስትሪስ	Castries
ጥራክያ	Thrakien
ዓረፍተ-ነገር	Mening (språk)
ቤርሳቤ	Be'er Sheva
ሮዛ ፓርክስ	Rosa Parks
የዮሐንስ ራዕይ	Uppenbarelseboken
ስራ	Fysikaliskt arbete
ቅልጥ አለት	Magma
ቁጥቋጦ	Buske
ኣደንጓሬ	Böna
ሾጣጣ	Kon
ጥንታዊ እንግሊዝኛ	Fornengelska
ሚካኤል ሾሎኮቭ	Michail Sjolochov
የፓላንድ ሰንደቅ ዓላማ	Polens flagga
የአሜሪካ ሰንደቅ ዓላማ	USA:s flagga
እርድ	Gurkmeja
ኤምፒ3	MP3
አነር	Serval
ፓሊኪር	Palikir
ኢቫን ቱርጌኔቭ	Ivan Turgenjev
የጣልያ ሰንደቅ ዓላማ	Italiens flagga
ግድግዳ	Mur
ቤሲክ (BASIC)	BASIC
ኤሌክትሪክ ምህንድስና	Elektroteknik
ሩድ	Rhodos
ቁንደ በርበሬ	Pepparplanta
ኤልብሩስ ተራራ	Elbrus
ሶፊያ ሮታሩ	Sofija Rotaru
የጃፓን ሰንደቅ ዓላማ	Japans flagga
ኤለን ጆንሰን ሰርሊፍ	Ellen Johnson Sirleaf
ሸለምጥማጥ	Genetter
ሩሚ	Jalal al-din Rumi
ሴት (ጾታ)	Hona
የብሪታንያ ሕንድ ውቅያኖስ ግዛት	Brittiska territoriet i Indiska oceanen
ደርቢ	Derby, Storbritannien
አንቶን ቫን ሉዊንሁክ	Antonie van Leeuwenhoek
ሀይድሮካርቦን	Kolväte
አፖሎ ፲፩	Apollo 11
ኮሌስትሮል	Kolesterol
ሞንቴርሞሶ	Montehermoso
ሙሃመድ ዩኑስ	Muhammad Yunus
የዶሮ ጉንፋን	Fågelinfluensa
ወንድ	Hane
ክሮኖስ	Kronos
ኦሊቨር ክሮምዌል	Oliver Cromwell
ጂም ሞሪሰን	Jim Morrison
ማትሪክስ	Matris
ሙቀት	Värme
ጨረር	Vektor
ቤተ መቅደስ	Tempel
ታይታኒክ	Titanic (film)
ቦሌ ዓለም አቀፍ ጥያራ ጣቢያ	Addis Abeba Bole International Airport
ተልባ	Lin (växt)
ዘ ዶርስ	The Doors
እርሾ	Jäst
ሚካኤል	Mikael (ärkeängel)
ባህር ዛፍ	Eukalyptussläktet
ራውንድ ሜፕል	Round Maple
ጤሪ አንሪ	Thierry Henry
ጆህን ከይል	John Cale
የላኦስ ሰንደቅ ዓላማ	Laos flagga
ኤሌክትሪክ መስክ	Elektriskt fält
ኤሊ	Landsköldpaddor
የሆላንድ ሰንደቅ ዓላማ	Nederländernas flagga
መካነቅርስ እስራኤል	Israel Museum
ሮበርት ሁክ	Robert Hooke
የኦስትሪያ ሰንደቅ ዓላማ	Österrikes flagga
የጣት ቀለበት	Fingerring
ሳይንሳዊ ዘዴ	Vetenskaplig metod
የ1982 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 1982
የ1986 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 1986
የ1978 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 1978
ዋዝንቢት	Syrsor
ሳጉንቶ	Sagunto
ኤፌሶን	Efesos
ናዲን ጎርድመር	Nadine Gordimer
የ2002 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 2002
እባን	Myntasläktet
339 እ.ኤ.አ.	339
340 እ.ኤ.አ.	340
ኔመሕን	Nijmegen
354 እ.ኤ.አ.	354
356 እ.ኤ.አ.	356
358 እ.ኤ.አ.	358
ካርሎስ ቬላ	Carlos Vela
361 እ.ኤ.አ.	361
363 እ.ኤ.አ.	363
364 እ.ኤ.አ.	364
368 እ.ኤ.አ.	368
369 እ.ኤ.አ.	369
370 እ.ኤ.አ.	370
371 እ.ኤ.አ.	371
መለጠፊያ:Commonscat	Mall:Commonscat
376 እ.ኤ.አ.	376
377 እ.ኤ.አ.	377
378 እ.ኤ.አ.	378
383 እ.ኤ.አ.	383
384 እ.ኤ.አ.	384
388 እ.ኤ.አ.	388
389 እ.ኤ.አ.	389
390 እ.ኤ.አ.	390
391 እ.ኤ.አ.	391
392 እ.ኤ.አ.	392
393 እ.ኤ.አ.	393
394 እ.ኤ.አ.	394
395 እ.ኤ.አ.	395
396 እ.ኤ.አ.	396
397 እ.ኤ.አ.	397
ማጅራት ገትር	Hjärnhinneinflammation
398 እ.ኤ.አ.	398
399 እ.ኤ.አ.	399
የጀርመን ሰንደቅ ዓላማ	Tysklands flagga
ፆታ	Socialt kön
ባላ	Parabel (kurva)
ማርቲን ሄድጋ	Martin Heidegger
ዴቪድ ሊቪንግስተን	David Livingstone
በከራ	Block (enkel maskin)
የአልባኒያ ሰንደቅ ዓላማ	Albaniens flagga
የ1930 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 1930
ሂርካኒያ	Hyrkanien
ልብስ ስፌት መኪና	Symaskin
Þ	Þ
279 እ.ኤ.አ.	279
440 እ.ኤ.አ.	440
517 እ.ኤ.አ.	517
572 እ.ኤ.አ.	572
ጉዞ (ቱሪዝም)	Turism
ኖዮን	Noyon
የጋብቻ ሥነ-ስርዓት	Bröllop
ዳይር ስትረይትስ	Dire Straits
ግብጽኛ	Egyptiska
ቀጥተኛ ዝምድና	Proportionalitet (matematik)
አናቶሊያ	Anatolien
እየሱስ በእስልምና	Isa
ኢቦላ	Ebolafeber
መለጠፊያ:Taxobox	Mall:Taxobox
አበበ ቢቂላ	Abebe Bikila
ጓጉንቸር	Stjärtlösa groddjur
ጀኔራል ኤሌክትሪክ	General Electric
መደብ:አስቂኝ ፊልሞች	Kategori:Komedifilmer
መደብ:ፊልሞች	Kategori:Filmer
እንቁራሪት	Äkta paddor
ፒተር ኡስቲኖቭ	Peter Ustinov
የጀርመን ዳግመኛ መወሐድ	Tysklands återförening
ኦማር ሀሳን አህመድ አል-በሽር	Omar al-Bashir
ሙአይ ኪባኪ	Mwai Kibaki
ባሚር ቶፒ	Bamir Topi
ሆዜ ኤድዋርዶ ዶስ ሳንቶስ	José Eduardo dos Santos
ኢሳያስ አፈወርቂ	Isaias Afewerki
እድሪስ ዴቢ	Idriss Déby
ግርማ ወልደ ጊዮርጊስ	Girma Wolde-Giorgis
እስማኤል ኦማር ገለህ	Ismail Omar Guelleh
አሙን	Amon
ኤድመንድ ሁሠርል	Edmund Husserl
ፐሽቶ	Pashto
ግሪንሊ ካውንቲ፥ አሪዞና	Greenlee County
ኮኮኒኖ ካውንቲ፥ አሪዞና	Coconino County
ሒላ ካውንቲ፥ አሪዞና	Gila County
ፒማ ካውንቲ፥ አሪዞና	Pima County
ሳንታ ክሩዝ ካውንቲ፥ አሪዞና	Santa Cruz County
ማሪኮፓ ካውንቲ፥ አሪዞና	Maricopa County
ግራህም ካውንቲ፥ አሪዞና	Graham County, Arizona
ናቫሖ ካውንቲ፥ አሪዞና	Navajo County
ሞሃቬ ካውንቲ፥ አሪዞና	Mohave County
እሪያ	Vildsvin
ዩማ ካውንቲ፥ አሪዞና	Yuma County
ያቫፓይ ካውንቲ፥ አሪዞና	Yavapai County
ፒናል ካውንቲ፥ አሪዞና	Pinal County
ላ ፓዝ ካውንቲ፥ አሪዞና	La Paz County
አፓቼ ካውንቲ፥ አሪዞና	Apache County
ኮቻይስ ካውንቲ፥ አሪዞና	Cochise County
የሳይንስ ፍልስፍና	Vetenskapsteori
ሽግግር መንግሥት	Övergångsregering
በለስ	Fikussläktet
ፍሬገ	Gottlob Frege
ሄሮይን	Heroin
ጄረሚ ቤንታም	Jeremy Bentham
ኪናባሉ	Gunung Kinabalu
አዮኒክ ቦንድ	Jonbindning
ቪቼግዳ ወንዝ	Vytjegda
እርግጥ	Teorem
የብርሃን ስብረት	Refraktion
ደብረ አራራት	Ararat
ቶኒ ሞሪሰን	Toni Morrison
ክዋቻ	Zambisk kwacha
ሥነ ጥምረት	Kombinatorik
ሸሚዝ	Skjorta
ሲቪል ኢንጂነሪንግ	Väg- och vattenbyggnad
ኣንቲቦዲ	Antikropp
ጁኖ (ፊልም)	Juno (film)
ቢስቢ፥ አሪዞና	Bisbee, Arizona
ኪንግማን፥ አሪዞና	Kingman, Arizona
ውክፔዲያ:ምርጥ ጽሑፎች/ዕጩዎች	Wikipedia:Artikelnomineringar
ሳፎርድ፥ አሪዞና	Safford, Arizona
ኖጋሌስ፥ አሪዞና	Nogales, Arizona
ፍሬንድስ (ተከታታይ ፊልም)	Vänner
ሴንት ጆንስ፥ አሪዞና	St. Johns, Arizona
ዩማ፥ አሪዞና	Yuma
ግሎብ፥ አሪዞና	Globe, Arizona
ፍላግስታፍ፥ አሪዞና	Flagstaff
የ2014 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 2014
የአፍጋኒስታን ሰንደቅ ዓላማ	Afghanistans flagga
ዴቪድ ሳልንጀር	J.D. Salinger
ሆልብሩክ፥ አሪዞና	Holbrook, Arizona
ፕሬስኮት፥ አሪዞና	Prescott
የኦዞን ንጣፍ	Ozonlagret
ቼክ	Check (betalningsmedel)
ሬት	Äkta aloe
አጠራቃሚ	Integral
ሮቃ	Tamarind
አና አኽማቶቫ	Anna Achmatova
ባሚያ	Okra
ቻርልተን ሄስተን	Charlton Heston
ስፐትኒክ	Sputnik 1
ስፖርት ክለብ ኢንተርናሲዮናል	Sport Club Internacional
ፐርል በክ	Pearl Buck
ሳንቶስ የእግር ኳስ ክለብ	Santos Futebol Clube
ቦታፎጎ ዴ ፉትቦል ኤ ሬጋታስ	Botafogo de Futebol e Regatas
የውሃ ኡደት	Vattnets kretslopp
ኤቲኤም	Uttagsautomat
ሽምብራ	Kikärt
ኖኅ	Noa
ቆስጣ	Spenat
የኤስቶንያ ሰንደቅ ዓላማ	Estlands flagga
የሊቱዌኒያ ሰንደቅ ዓላማ	Litauens flagga
የአንዶራ ሰንደቅ ዓላማ	Andorras flagga
የ፳፻፫ ዓ.ም. የሊቢያ ሕዝባዊ አብዮት	Libyska inbördeskriget
የአውስትራልያ ሰንደቅ ዓላማ	Australiens flagga
ኤ.ኤፍ.ሲ. አያክስ	AFC Ajax
የቱርክ ሰንደቅ ዓላማ	Turkiets flagga
የሃንጋሪ ሰንደቅ ዓላማ	Ungerns flagga
ገብርኤል (መልዐክ)	Gabriel
ቀንድ	Horn (utskott)
ጢሮስ	Tyros
ሳም ዎርቲንግተን	Sam Worthington
የብራዚል ሰንደቅ ዓላማ	Brasiliens flagga
ኦይለር ቁጥር	E (tal)
ፉለንዶርፍ	Pfullendorf
የኩሎምብ ህግ	Coulombs lag
ሰላጣ	Sallat
ሚኒስትር	Minister
ታላቁ አልፍሬድ	Alfred den store
ፌንጣ	Gräshoppor
ጌርዮን	Geryon
ፖላንድ ኳስ	Polandball
መለጠፊያ:Cite book	Mall:Bokref
ክላውድ ሻነን	Claude Shannon
ሰርጌይ ብሪን	Sergey Brin
እንቁላል (ምግብ)	Ägg (livsmedel)
ኦረንሴ	Ourense
ኦርክኒ	Orkneyöarna
የኢንዶኔዥያ ሰንደቅ ዓላማ	Indonesiens flagga
ጤቤስ	Thebe (Egypten)
የ1998 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 1998
ማንዴልብሮት	Benoît Mandelbrot
የ1994 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ	Världsmästerskapet i fotboll 1994
ዚፕ	Blixtlås
የጋቦን ሰንደቅ ዓላማ	Gabons flagga
አረም	Ogräs
ሊምቡርግኛ	Limburgiska
የሱዳን ሰንደቅ ዓላማ	Sudans flagga
