Afraga	Afrika
19 an t-Ògmhios	19 juni
18 an t-Ògmhios	18 juni
21 an t-Ògmhios	21 juni
17 an t-Ògmhios	17 juni
23 an Dùbhlachd	23 december
Ceusair Uilleam II	Vilhelm II av Tyskland
Bruce Willis	Bruce Willis
Arnold Schwarzenegger	Arnold Schwarzenegger
15 an t-Iuchar	15 juli
13 an t-Iuchar	13 juli
12 an t-Iuchar	12 juli
10 an t-Iuchar	10 juli
9 an t-Iuchar	9 juli
14 an t-Iuchar	14 juli
8 an t-Iuchar	8 juli
7 an t-Iuchar	7 juli
6 an t-Iuchar	6 juli
5 an t-Iuchar	5 juli
2 an t-Iuchar	2 juli
4 an t-Iuchar	4 juli
3 an t-Iuchar	3 juli
1 an t-Iuchar	1 juli
11 an t-Iuchar	11 juli
24 an Dùbhlachd	24 december
Bremerhaven	Bremerhaven
31 an t-Iuchar	31 juli
30 an t-Iuchar	30 juli
29 an t-Iuchar	29 juli
28 an t-Iuchar	28 juli
27 an t-Iuchar	27 juli
25 an t-Iuchar	25 juli
24 an t-Iuchar	24 juli
23 an t-Iuchar	23 juli
26 an t-Iuchar	26 juli
22 an t-Iuchar	22 juli
19 an t-Iuchar	19 juli
21 an t-Iuchar	21 juli
20 an t-Iuchar	20 juli
17 an t-Iuchar	17 juli
18 an t-Iuchar	18 juli
16 an t-Iuchar	16 juli
Ball-coise	Fotboll
25 an Dùbhlachd	25 december
Augsburg	Augsburg
Siena	Siena
1963	1963
Lech Kaczyński	Lech Kaczyński
Urbino	Urbino
26 an Dùbhlachd	26 december
Uile-losgadh	Förintelsen
1962	1962
Gelsenkirchen	Gelsenkirchen
14 an Lùnastal	14 augusti
15 an Lùnastal	15 augusti
13 an Lùnastal	13 augusti
12 an Lùnastal	12 augusti
11 an Lùnastal	11 augusti
10 an Lùnastal	10 augusti
8 an Lùnastal	8 augusti
7 an Lùnastal	7 augusti
9 an Lùnastal	9 augusti
5 an Lùnastal	5 augusti
4 an Lùnastal	4 augusti
2 an Lùnastal	2 augusti
3 an Lùnastal	3 augusti
6 an Lùnastal	6 augusti
1 an Lùnastal	1 augusti
Chemnitz	Chemnitz
27 an Dùbhlachd	27 december
Madrid	Madrid
Bàta-tumaidh	Ubåt
16 an Lùnastal	16 augusti
Halle (Saale)	Halle an der Saale
29 an Lùnastal	29 augusti
28 an Lùnastal	28 augusti
30 an Lùnastal	30 augusti
25 an Lùnastal	25 augusti
26 an Lùnastal	26 augusti
23 an Lùnastal	23 augusti
27 an Lùnastal	27 augusti
21 an Lùnastal	21 augusti
20 an Lùnastal	20 augusti
24 an Lùnastal	24 augusti
18 an Lùnastal	18 augusti
17 an Lùnastal	17 augusti
22 an Lùnastal	22 augusti
19 an Lùnastal	19 augusti
31 an Lùnastal	31 augusti
28 an Dùbhlachd	28 december
Freiburg im Breisgau	Freiburg im Breisgau
Bogotá	Bogotá
Lübeck	Lübeck
Brasília	Brasília
15 an t-Sultain	15 september
14 an t-Sultain	14 september
13 an t-Sultain	13 september
12 an t-Sultain	12 september
8 an t-Sultain	8 september
11 an t-Sultain	11 september
7 an t-Sultain	7 september
10 an t-Sultain	10 september
5 an t-Sultain	5 september
4 an t-Sultain	4 september
9 an t-Sultain	9 september
2 an t-Sultain	2 september
6 an t-Sultain	6 september
1 an t-Sultain	1 september
3 an t-Sultain	3 september
Rostock	Rostock
29 an Dùbhlachd	29 december
Alexander Lukashenko	Aleksandr Lukasjenko
Lima	Lima
30 an t-Sultain	30 september
29 an t-Sultain	29 september
28 an t-Sultain	28 september
27 an t-Sultain	27 september
26 an t-Sultain	26 september
25 an t-Sultain	25 september
Santiago	Santiago de Chile
23 an t-Sultain	23 september
22 an t-Sultain	22 september
24 an t-Sultain	24 september
21 an t-Sultain	21 september
20 an t-Sultain	20 september
18 an t-Sultain	18 september
17 an t-Sultain	17 september
19 an t-Sultain	19 september
16 an t-Sultain	16 september
Mülheim an der Ruhr	Mülheim an der Ruhr
Quito	Quito
30 an Dùbhlachd	30 december
Sucre	Sucre
31 an Dùbhlachd	31 december
1 an Dàmhair	1 oktober
15 an Dàmhair	15 oktober
12 an Dàmhair	12 oktober
10 an Dàmhair	10 oktober
14 an Dàmhair	14 oktober
9 an Dàmhair	9 oktober
8 an Dàmhair	8 oktober
13 an Dàmhair	13 oktober
7 an Dàmhair	7 oktober
11 an Dàmhair	11 oktober
6 an Dàmhair	6 oktober
4 an Dàmhair	4 oktober
5 an Dàmhair	5 oktober
3 an Dàmhair	3 oktober
2 an Dàmhair	2 oktober
Asunción	Asunción
31 an Dàmhair	31 oktober
30 an Dàmhair	30 oktober
29 an Dàmhair	29 oktober
28 an Dàmhair	28 oktober
26 an Dàmhair	26 oktober
25 an Dàmhair	25 oktober
24 an Dàmhair	24 oktober
27 an Dàmhair	27 oktober
22 an Dàmhair	22 oktober
23 an Dàmhair	23 oktober
20 an Dàmhair	20 oktober
21 an Dàmhair	21 oktober
19 an Dàmhair	19 oktober
17 an Dàmhair	17 oktober
16 an Dàmhair	16 oktober
18 an Dàmhair	18 oktober
Heidelberg	Heidelberg
Notre Dame de Paris	Notre-Dame de Paris
15 an t-Samhain	15 november
14 an t-Samhain	14 november
13 an t-Samhain	13 november
12 an t-Samhain	12 november
11 an t-Samhain	11 november
10 an t-Samhain	10 november
7 an t-Samhain	7 november
8 an t-Samhain	8 november
9 an t-Samhain	9 november
6 an t-Samhain	6 november
5 an t-Samhain	5 november
4 an t-Samhain	4 november
3 an t-Samhain	3 november
2 an t-Samhain	2 november
1 an t-Samhain	1 november
Paramaribo	Paramaribo
Ulm	Ulm
30 an t-Samhain	30 november
29 an t-Samhain	29 november
28 an t-Samhain	28 november
27 an t-Samhain	27 november
26 an t-Samhain	26 november
25 an t-Samhain	25 november
23 an t-Samhain	23 november
24 an t-Samhain	24 november
21 an t-Samhain	21 november
20 an t-Samhain	20 november
22 an t-Samhain	22 november
19 an t-Samhain	19 november
18 an t-Samhain	18 november
17 an t-Samhain	17 november
16 an t-Samhain	16 november
Caileag	Flicka
Göttingen	Göttingen
Kathmandu	Katmandu
Belmopan	Belmopan
Teàrlach Mòr	Karl den store
Pforzheim	Pforzheim
Liger-Atlantel	Loire-Atlantique
San José, Costa Rica	San José, Costa Rica
Punc	Punkrock
Ain	Ain
Aisne	Aisne
Vosges (département)	Vosges (departement)
San Salvador	San Salvador
Allier	Allier (departement)
Canberra	Canberra
Jura (département)	Jura (departement)
Hautes-Alpes	Hautes-Alpes
Sydney	Sydney
Alpes-de-Haute-Provence	Alpes-de-Haute-Provence
Alpes-Maritimes	Alpes-Maritimes
Melbourne	Melbourne
Ardèche	Ardèche
Jena	Jena
Ardennes (département)	Ardennes
Peairt, Astràilia	Perth, Western Australia
Ariège	Ariège
Hildesheim	Hildesheim
Aube	Aube
Teine	Eld
Astràilia an Iar	Western Australia
Aude	Aude
Aveyron	Aveyron
New South Wales	New South Wales
Roinn-a-Tuath	Northern Territory
Tegucigalpa	Tegucigalpa
Bouches-du-Rhône	Bouches-du-Rhône
Calvados (département)	Calvados
Cantal	Cantal
Charente	Charente (departement)
Managua	Managua
Charente-Maritime	Charente-Maritime
Cher (département)	Cher (departement)
Panama (baile)	Panama City
Haute-Corse	Haute-Corse
George Orwell	George Orwell
Corse-du-Sud	Corse-du-Sud
Côte-d'Or	Côte-d’Or
Aodoù-an-Arvor	Côtes-d'Armor
Dordogne	Dordogne
Drôme	Drôme
Essonne	Essonne
Eure	Eure
Eure-et-Loir	Eure-et-Loir
Penn-ar-Bed	Finistère
Nile	Nilen
Voronezh	Voronezj
Sumatra	Sumatra
Rabat	Rabat
Reul earballach	Komet
Algiers	Alger, Algeriet
Tunis	Tunis
Tripoli	Tripoli
Djibouti (Baile)	Djibouti (stad)
Tehran	Teheran
Addis Ababa	Addis Abeba
Jakarta	Jakarta
Ankara	Ankara
Asmara	Asmara
N'Djamena	N'Djamena
Niamey	Niamey
Nouakchott	Nouakchott
Riyadh	Riyadh
1961	1961
Bamako	Bamako
Troigh	Fot (enhet)
Belgrade	Belgrad
Dakar	Dakar
Banjul	Banjul
Conakry	Conakry
Bissau	Bissau
Roinn-seòrsa:Teamplaid	Kategori:Mallar
Monrovia	Monrovia
Praia	Praia
1960	1960
Diàbha	Java
Accra	Accra
Damascus	Damaskus
Yamoussoukro	Yamoussoukro
Guiana Fhrangach	Franska Guyana
Ouagadougou	Ouagadougou
Freetown	Freetown
Abuja	Abuja
Lomé	Lomé
Porto-Novo	Porto-Novo
Amman	Amman
Yaoundé	Yaoundé
Sulawesi	Sulawesi
Malabo	Malabo
Beirut	Beirut
Libreville	Libreville
Muscat	Muskat
Bangui	Bangui
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Gini-Nuadh an Iar	Västpapua
Worms	Worms
Bujumbura	Bujumbura
Nicosia	Nicosia
Kigali	Kigali
Doha	Doha
Dodoma	Dodoma
Nairobi	Nairobi
Lilongwe	Lilongwe
Neumünster	Neumünster
Lusaka	Lusaka
Manama	Manama
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni	Moroni
Mbabane	Mbabane
Galicia	Galicien
Maseru	Maseru
Antananarivo	Antananarivo
Oilthigh	Universitet
Gaborone	Gaborone
Harare	Harare
Detmold	Detmold
Pretoria	Pretoria
Port Louis	Port Louis
São Tomé	São Tomé
Prionnsachd Asturias	Asturien
Windhoek	Windhoek
Uicipeid:Tigh-cluiche	Wikipedia:Sandlådan
Victoria (na h-Eileanan Sheiseall)	Victoria, Seychellerna
Uicipeid:Ro-ràdh	Wikipedia:Välkommen till Wikipedia
Cantàbria	Kantabrien
Taigh	Hus
Baile	Småstad
Bathar-cruaidh	Maskinvara
Neuwied	Neuwied
Ailseabra	Algebra
Dùthaich nam Basgach	Baskien (autonom region)
Nafarroa	Navarra
Abhainn	Flod
Osasco	Osasco
Aragón	Aragonien
Euskirchen	Euskirchen
Glaschu	Glasgow
Greifswald	Greifswald
Reul-chuairt	Omloppsbana
Baile Hamaltan	Hamilton, South Lanarkshire
Port Adhair Dong Hoi	Dong Hoi flygplats
Fèin-eachdraidh	Självbiografi
Luzern	Luzern
Curitiba	Curitiba
Feòrag	Ekorre
Pangaea	Pangaea
Coille	Skog
Zichyújfalu	Zichyújfalu
Pàpa Pius VIII	Pius VIII
Pàpa Beinidict XV	Benedictus XV
Cabhlach	Örlogsflotta
Jonathan Winters	Jonathan Winters
Sean Connery	Sean Connery
Gnàth-fhacail	Ordspråksboken
Anne Frank	Anne Frank
Confucius	Konfucius
Corbin Bleu	Corbin Bleu
Roinn-seòrsa:Matamataig	Kategori:Matematik
Na h-Eileanan Fàro	Färöarna
Mohamed Morsi	Muhammad Mursi
Ath-bheòthachadh	Renässansen
Nead	Rede
1488	1488
Euro	Euro
Am Muir Meadhan-thìreach	Medelhavet
Georgia	Georgia (olika betydelser)
Crìosdaidheachd	Kristendom
1004	1004
Seattle, Washington	Seattle
Baltimore, Maryland	Baltimore
Mòr-roinn	Världsdelar och kontinenter
Adelaide	Adelaide
Eun	Fåglar
Prìomh-bhaile	Huvudstad
Monzón	Monzón
Portagailis	Portugisiska
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
1949	1949
Almazán	Almazán
Huang Sianfan	Huang Xianfan
Quechua	Quechua
1956	1956
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1945	1945
1209	1209
1210	1210
1211	1211
1958	1958
1212	1212
1926	1926
1213	1213
1947	1947
1944	1944
1952	1952
Bill Gates	Bill Gates
Seapanais	Japanska
Leabhar-eòlais	Uppslagsverk
Prìomh-Dhuilleag	Portal:Huvudsida
1959	1959
1957	1957
Adolf Butenandt	Adolf Butenandt
1214	1214
1215	1215
Ball-stèidhe	Baseboll
Ball-basgaid	Basket
1216	1216
Criogaid	Cricket
Goilf	Golf
Rugbaidh	Rugby
1217	1217
1218	1218
1219	1219
Na h-Olympics	Olympiska spelen
1220	1220
1221	1221
1222	1222
1223	1223
Eoràisia	Eurasien
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
1229	1229
1230	1230
1231	1231
1232	1232
1233	1233
1234	1234
1235	1235
1236	1236
1237	1237
1238	1238
1239	1239
1240	1240
1241	1241
1242	1242
1243	1243
1244	1244
1245	1245
1246	1246
Beanntan na h-Andes	Anderna
Na Beanntan Creagach	Klippiga bergen
Cape Town	Kapstaden
1247	1247
1248	1248
Muir Caspach	Kaspiska havet
1249	1249
1250	1250
Loch Erie	Eriesjön
1251	1251
1252	1252
1253	1253
1254	1254
1255	1255
1256	1256
1257	1257
1258	1258
1259	1259
1260	1260
1261	1261
1262	1262
1263	1263
Loch Baikal	Bajkalsjön
1264	1264
1265	1265
1266	1266
1267	1267
1268	1268
1269	1269
1270	1270
1271	1271
1272	1272
1273	1273
1274	1274
1275	1275
1276	1276
1277	1277
1278	1278
1279	1279
1280	1280
1281	1281
1282	1282
1283	1283
1284	1284
1285	1285
1286	1286
1287	1287
1288	1288
1289	1289
1290	1290
1291	1291
1292	1292
1293	1293
1294	1294
1295	1295
1296	1296
1297	1297
1298	1298
1299	1299
Vincent van Gogh	Vincent van Gogh
Frida Kahlo	Frida Kahlo
Michelangelo	Michelangelo
Rembrandt	Rembrandt
Frank Lloyd Wright	Frank Lloyd Wright
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Hans Christian Andersen	H.C. Andersen
Cervantes	Miguel Cervantes
Charles Dickens	Charles Dickens
Åland	Åland
Catalòinia	Katalonien
1306	1306
1307	1307
Co-chomann València	Valencia (autonom region)
Philippe Pétain	Philippe Pétain
1308	1308
1309	1309
La Rioja (An Spàinn)	La Rioja (autonom region)
1310	1310
1311	1311
1312	1312
1313	1313
Castilla y León	Kastilien och León
1314	1314
1315	1315
1316	1316
1317	1317
Castilla-La Mancha	Kastilien-La Mancha
1318	1318
Na h-Eileanan Balèarach	Balearerna
1319	1319
1320	1320
1321	1321
1322	1322
1323	1323
Murcia (provincia)	Murcia (autonom region)
1324	1324
1325	1325
Extremadura	Extremadura
1326	1326
Andalusia	Andalusien
1327	1327
1328	1328
Mecca	Mecka
Che Guevara	Che Guevara
Na h-Eileanan Canàrach	Kanarieöarna
Mao Zedong	Mao Zedong
Córdoba, An Spàinn	Córdoba, Spanien
Ceuta	Ceuta
Melilla	Melilla
Kabul	Kabul
Vukovar	Vukovar
Lhasa	Lhasa
Dàirich	Samlag
Gabriel García Márquez	Gabriel García Márquez
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Faighean	Slida
Tamailis	Tamil
Feallsanachd	Filosofi
1329	1329
Aachener Dom	Aachens domkyrka
Huntington Beach, Calafòrnia	Huntington Beach
Orange County, Calafòrnia	Orange County, Kalifornien
James Brown	James Brown
Roinn-seòrsa:Candidates for speedy deletion	Kategori:Snabbraderingar
Buddy Holly	Buddy Holly
1330	1330
1331	1331
1332	1332
1333	1333
1334	1334
Rap	Rap
1335	1335
1336	1336
Dada	Dadaism
1337	1337
1338	1338
1339	1339
1340	1340
1341	1341
1342	1342
1343	1343
1344	1344
1345	1345
Dr. Dre	Dr. Dre
1346	1346
1347	1347
1348	1348
1349	1349
Jessica Ennis	Jessica Ennis
1350	1350
Tì	Te
Marco Polo	Marco Polo
1351	1351
Hebe Camargo	Hebe Camargo
1400	1400
1401	1401
1352	1352
1402	1402
1353	1353
1403	1403
1354	1354
Gràineag	Igelkottar
1404	1404
1355	1355
1405	1405
1500	1500
1406	1406
1356	1356
1501	1501
1407	1407
1357	1357
1502	1502
1408	1408
1358	1358
1503	1503
1359	1359
1409	1409
1504	1504
1360	1360
1410	1410
1505	1505
1506	1506
1411	1411
1361	1361
1507	1507
1412	1412
1362	1362
1413	1413
1508	1508
1363	1363
1509	1509
1414	1414
1510	1510
1415	1415
1364	1364
Co-mhaoineas	Kommunism
1511	1511
1416	1416
1365	1365
1512	1512
1417	1417
1366	1366
Ain-Riaghailteachd	Anarkism
1513	1513
1418	1418
1367	1367
1514	1514
1419	1419
Calpachas	Kapitalism
1368	1368
1515	1515
1420	1420
1369	1369
1516	1516
1421	1421
Libearalas	Liberalism
1370	1370
Faisisteachas	Fascism
Sathara an Iar	Västsahara
1371	1371
Dùthaich	Land
1372	1372
1373	1373
1422	1422
1517	1517
Nàisean	Nation
1423	1423
1518	1518
1374	1374
1424	1424
1375	1375
1519	1519
1376	1376
1425	1425
1520	1520
1521	1521
1377	1377
1426	1426
1522	1522
1523	1523
1427	1427
1378	1378
1524	1524
1525	1525
1428	1428
1379	1379
1526	1526
1429	1429
1380	1380
1381	1381
1382	1382
1383	1383
1430	1430
1431	1431
Indianapolis, Indiana	Indianapolis
1384	1384
1432	1432
1385	1385
1386	1386
1433	1433
1387	1387
1434	1434
1435	1435
1388	1388
Brabhsair-lìn	Webbläsare
1436	1436
1389	1389
1437	1437
1390	1390
1438	1438
1391	1391
1439	1439
1392	1392
1440	1440
1393	1393
1394	1394
1395	1395
1441	1441
1396	1396
1397	1397
1442	1442
1527	1527
1528	1528
1398	1398
1443	1443
1444	1444
1529	1529
1399	1399
1445	1445
1530	1530
1446	1446
1531	1531
1447	1447
1532	1532
1448	1448
1533	1533
1449	1449
1534	1534
1450	1450
1535	1535
1451	1451
1536	1536
1452	1452
1537	1537
Département	Frankrikes departement
1453	1453
1538	1538
1454	1454
1539	1539
1455	1455
1540	1540
Roinn-seòrsa:Reul-eòlas	Kategori:Astronomi
1541	1541
1456	1456
1457	1457
1542	1542
1458	1458
1543	1543
1459	1459
1544	1544
Jean-Jacques Rousseau	Jean-Jacques Rousseau
1460	1460
1545	1545
1461	1461
1546	1546
Günter Grass	Günter Grass
1462	1462
1547	1547
1463	1463
1548	1548
1464	1464
1549	1549
1465	1465
1550	1550
Belluno	Belluno
1466	1466
1551	1551
1467	1467
1468	1468
1552	1552
1469	1469
1553	1553
1470	1470
1554	1554
Hamstair	Hamstrar
1471	1471
1555	1555
Carcassonne	Carcassonne
Fàsach Sahara	Sahara
1472	1472
1556	1556
Spekulatius	Spekulatius
Gwened	Vannes
1473	1473
1557	1557
1474	1474
1558	1558
1475	1475
1559	1559
1476	1476
1560	1560
1477	1477
1478	1478
1561	1561
1479	1479
1562	1562
1480	1480
1563	1563
1481	1481
1564	1564
1482	1482
1565	1565
Co-ghnèitheachd	Homosexualitet
1483	1483
1566	1566
1484	1484
1567	1567
1485	1485
1486	1486
1568	1568
1487	1487
1569	1569
Croatais	Kroatiska
1570	1570
Cesena	Cesena
1489	1489
1571	1571
1490	1490
1572	1572
1491	1491
1573	1573
1492	1492
1574	1574
1493	1493
1575	1575
Homer	Homeros
1494	1494
1495	1495
1496	1496
1576	1576
1497	1497
1577	1577
1498	1498
1578	1578
1499	1499
1579	1579
1580	1580
1581	1581
1582	1582
1600	1600
1601	1601
1583	1583
1602	1602
1584	1584
1603	1603
1585	1585
1604	1604
1586	1586
1605	1605
1587	1587
1606	1606
1607	1607
1588	1588
1608	1608
1589	1589
1609	1609
1590	1590
1610	1610
1591	1591
1611	1611
1592	1592
1612	1612
1593	1593
1613	1613
1594	1594
1614	1614
1595	1595
1615	1615
1596	1596
1616	1616
1597	1597
1617	1617
1598	1598
1618	1618
1599	1599
1619	1619
1620	1620
1621	1621
1700	1700
1701	1701
1622	1622
1623	1623
1702	1702
1624	1624
1703	1703
1704	1704
1625	1625
1705	1705
1626	1626
1627	1627
1706	1706
Wittenberg	Wittenberg
1628	1628
1707	1707
1708	1708
1629	1629
1630	1630
1709	1709
1631	1631
1710	1710
1632	1632
1711	1711
1633	1633
1712	1712
1634	1634
1713	1713
1800	1800
1801	1801
1714	1714
1635	1635
1802	1802
1715	1715
1636	1636
1803	1803
1637	1637
1716	1716
1638	1638
1804	1804
1717	1717
1639	1639
1805	1805
1718	1718
1640	1640
1719	1719
1806	1806
1641	1641
1720	1720
1807	1807
1642	1642
1721	1721
1808	1808
1643	1643
1722	1722
1809	1809
1644	1644
1723	1723
1810	1810
1645	1645
1724	1724
20mh Linn	1900-talet
1811	1811
1646	1646
1725	1725
1812	1812
1647	1647
1726	1726
1813	1813
21mh Linn	2000-talet
1648	1648
1727	1727
1814	1814
1649	1649
1728	1728
1815	1815
1650	1650
1729	1729
1816	1816
19mh Linn	1800-talet
1651	1651
1730	1730
1817	1817
1652	1652
1731	1731
1818	1818
1653	1653
1732	1732
1819	1819
1654	1654
1733	1733
1820	1820
1655	1655
1821	1821
1734	1734
1656	1656
1822	1822
1735	1735
1657	1657
1823	1823
1736	1736
1658	1658
1737	1737
1824	1824
1659	1659
1738	1738
1825	1825
1660	1660
1739	1739
1826	1826
1661	1661
1740	1740
1827	1827
18mh Linn	1700-talet
17mh Linn	1600-talet
16mh Linn	1500-talet
15mh Linn	1400-talet
Lugano	Lugano
Catalanais	Katalanska
14mh Linn	1300-talet
Girona	Girona
13mh Linn	1200-talet
12na linn	1100-talet
11mh Linn	1000-talet
Neo-dhiadhaireachd	Ateism
Stendal	Stendal
Eag-eòlas	Ekologi
Gintinneachd	Genetik
Poilitigs	Politik
Deamocrasaidh	Demokrati
Naguib Mahfouz	Naguib Mahfouz
Marie Curie	Marie Curie
Duais Nobel	Nobelpriset
Qin Shi Huang	Qin Shi Huangdi
Girona (provincia)	Girona (provins)
An Ear Mheadhanach	Mellanöstern
Ban-rìgh Ealasaid I	Elisabet I av England
Rabindranath Tagore	Rabindranath Tagore
Lev Tolstoj	Lev Tolstoj
Aon-adharcach (each)	Enhörning
Alan Turing	Alan Turing
Boireann-dhligheachas	Feminism
Marxachas	Marxism
Sòisealachd	Socialism
Pàrtaidh phoileatagach	Politiskt parti
Kilimanjaro	Kilimanjaro
Antonín Dvořák	Antonín Dvořák
Georg Friedrich Händel	Georg Friedrich Händel
Giacomo Puccini	Giacomo Puccini
Giuseppe Verdi	Giuseppe Verdi
A' Ghearmailt Nàsach	Nazityskland
Cristoforo Colombo	Christofer Columbus
James Cook	James Cook
Ûrij Gagarin	Jurij Gagarin
Vasco da Gama	Vasco da Gama
An Cuan a Deas	Antarktiska oceanen
Cluas	Öra
Sròn	Nos
Sùil	Öga
Òran	Sång
Caora	Tamfår
Cearban (iasg)	Hajar
Càmhal	Kameler
Mamal	Däggdjur
Bathar-bog	Programvara
Duitsis	Nederländska
Margaret Thatcher	Margaret Thatcher
Ada Yonath	Ada Yonath
Richard Stallman	Richard Stallman
Dorothy Crowfoot Hodgkin	Dorothy Crowfoot Hodgkin
Irène Joliot-Curie	Irène Joliot-Curie
Deimos	Deimos (måne)
Màthair	Moder
Sneachd	Snö
Athair	Fader
Pàrant	Förälder
Pàiste	Barn
1828	1828
1829	1829
1741	1741
1662	1662
1742	1742
1830	1830
1663	1663
1831	1831
1743	1743
1664	1664
1665	1665
1744	1744
1832	1832
1666	1666
1745	1745
1833	1833
1667	1667
1746	1746
Giùlan	Transport
1834	1834
1668	1668
1747	1747
1835	1835
1748	1748
1836	1836
1669	1669
1670	1670
1749	1749
1837	1837
Wildebeest	Gnuer
1671	1671
1750	1750
1838	1838
1672	1672
1751	1751
1839	1839
1673	1673
1752	1752
1840	1840
1674	1674
1753	1753
1841	1841
1754	1754
1675	1675
1842	1842
1755	1755
1676	1676
1843	1843
1677	1677
1756	1756
1844	1844
1678	1678
1757	1757
1845	1845
1679	1679
1758	1758
1846	1846
1680	1680
1759	1759
1847	1847
1681	1681
1760	1760
1848	1848
1682	1682
1761	1761
1849	1849
1683	1683
1762	1762
1850	1850
1684	1684
1763	1763
1851	1851
1764	1764
1685	1685
1852	1852
1686	1686
1765	1765
1853	1853
1687	1687
1766	1766
1854	1854
1688	1688
1767	1767
1855	1855
1689	1689
1768	1768
1856	1856
1690	1690
1769	1769
1857	1857
1691	1691
1770	1770
1858	1858
1692	1692
1771	1771
1859	1859
1693	1693
1772	1772
1860	1860
1773	1773
1861	1861
1694	1694
1695	1695
1774	1774
1862	1862
1696	1696
1775	1775
1863	1863
1697	1697
1776	1776
1864	1864
1698	1698
Uisge-polo	Vattenpolo
1865	1865
1777	1777
1699	1699
1866	1866
1778	1778
1779	1779
1867	1867
1780	1780
1868	1868
1781	1781
1869	1869
Grazia Deledda	Grazia Deledda
Ruisis	Ryska
Louis XV na Frainge	Ludvig XV av Frankrike
1782	1782
1870	1870
1783	1783
1871	1871
Vladimir Putin	Vladimir Putin
Lagh	Juridik
1784	1784
1872	1872
Anailis mhatamataigeach	Matematisk analys
Bun-reachd	Grundlag
1785	1785
1873	1873
1786	1786
1874	1874
1787	1787
1875	1875
1788	1788
1876	1876
1789	1789
1877	1877
1790	1790
1878	1878
1879	1879
1791	1791
Sakhalin	Sachalin
Aran	Bröd
1792	1792
1880	1880
1793	1793
1881	1881
1794	1794
1882	1882
1795	1795
1883	1883
1796	1796
1884	1884
1797	1797
1885	1885
1886	1886
1798	1798
1887	1887
1799	1799
1888	1888
1889	1889
1890	1890
1891	1891
1892	1892
1893	1893
1894	1894
1895	1895
1896	1896
1897	1897
1898	1898
Sìonais	Kinesiska
1899	1899
Fuil	Blod
Toulouse	Toulouse
Sgamhan	Lunga
Analachadh	Respirationssystemet
Ròmainis	Rumänska
Bulgàiris	Bulgariska
Uisge-adhair	Regn
Maoim-sneachda	Lavin
Blàthachadh na cruinne	Global uppvärmning
Crith-thalmhainn	Jordbävning
Zen	Zen
Lluís Companys i Jover	Lluís Companys
Franklin D. Roosevelt	Franklin D. Roosevelt
Àite coise	Övergångsställe
Winston Churchill	Winston Churchill
Nelson Mandela	Nelson Mandela
Martin Luther King, Jr.	Martin Luther King
Sìthiche	Fe
10mh Linn	900-talet
Clach	Bergart
Beinn-theine	Vulkan
Neul	Moln
Cuairt-ghaoth	Tromb
9mh Linn	800-talet
8mh Linn	700-talet
Geoimeatras	Geometri
7mh Linn	600-talet
6mh Linn	500-talet
Gràmar	Grammatik
Gaoth	Vind
5mh Linn	400-talet
4mh Linn	300-talet
3mh Linn	200-talet
2na Linn	100-talet
Àile	Atmosfär
1 Linn	000-talet
Eaconomachd	Nationalekonomi
Ruith-airgid	Valuta
Cànanachas	Språkvetenskap
Lide	Stavelse
Aibidil Arabach	Arabiska alfabetet
Aibidil Cirileach	Kyrilliska alfabetet
Aibidil Ghreugach	Grekiska alfabetet
Aibidil Ròmanach	Latinska alfabetet
Roinn-seòrsa:Bulgàiria	Kategori:Bulgarien
Litreachas	Litteratur
Roinn-seòrsa:An Fhraing	Kategori:Frankrike
Roinn-seòrsa:Ceòl	Kategori:Musik
Roinn-seòrsa:Litreachas	Kategori:Litteratur
Nobhail	Roman
Roinn-seòrsa:Bàrdachd	Kategori:Poesi
Sionnach	Rödräv
Trombaid	Trumpet
Jazz	Jazz
Clàirneid	Klarinett
Trombon	Trombon
Fìdheall	Violin
Valladolid	Valladolid
Alasdair Mòr	Alexander den store
Foghlam	Bildning
Teaghlach	Familj
Hugo Chávez	Hugo Chávez
Otto von Bismarck	Otto von Bismarck
Pòsadh	Äktenskap
Cogadh sìobhalta	Inbördeskrig
Cofaidh	Kaffe
Bainne	Mjölk
Beinn	Berg
Fàsach	Öken
Simón Bolívar	Simón Bolívar
Andrew Johnson	Andrew Johnson
Iùdais	Jiddisch
Hong Kong	Hongkong
Miami, Florida	Miami
Karachi	Karachi
Lagos	Lagos
Cogadh Catharra Ameireaganach	Amerikanska inbördeskriget
Rio de Janeiro	Rio de Janeiro
Cogadh Fuar	Kalla kriget
Seoul	Seoul
Shanghai	Shanghai
Bilbao	Bilbao
Port-adhair Dhùn Èideann	Edinburgh Airport
Sevilla	Sevilla
Port-adhair Eadar-nàiseanta Ghlaschu	Glasgow Airport
