Aprika	Afrika
Estereokimika	Stereokemi
Rebolusyong Lunti	Den gröna revolutionen
Fox News Channel	Fox News Channel
Beksilolohiya	Vexillologi
Palasiya	Argumentationsfel
Array (estruktura ng datos)	Fält (datastruktur)
Dharamsala	Dharmsala
Kliment Vorošilov	Kliment Vorosjilov
Girardot, Cundinamarca	Girardot
Sabado de Gloria	Påskafton
Fernando VII	Ferdinand VII av Spanien
Homo floresiensis	Homo floresiensis
Carmelita	Karmelitorden
Basilika ni Santa Maria la Mayor	Santa Maria Maggiore
Bodabil	Vaudeville
Korelasyon at dependiyensiya	Korrelation
Trayglisirayd	Triglycerid
Saurischia	Ödlehöftade dinosaurier
Lalawigan ng Ghōr	Ghor
Lalawigan ng Takhar	Takhar (provins)
Lalawigan ng Kunduz	Kondoz (provins)
Kongklabe	Konklav
UFC	Ultimate Fighting Championship
Billy Crystal	Billy Crystal
Chang Myon	Chang Myon
Mga Amang-Tagapagtatag ng Estados Unidos	USA:s grundlagsfäder
Bulubunduking Eskandinabo	Skanderna
Ulupong (kobra)	Giftsnokar
Princess Mononoke	Prinsessan Mononoke
Panitikang Ingles	Litteratur på engelska
Robert Peary	Robert Edwin Peary
Paliparang Pandaigdig ng Domodedovo	Domodedovos internationella flygplats
Chattanooga, Tennessee	Chattanooga
Daubentonia madagascariensis	Fingerdjur
Josemaría Escrivá	Josemaría Escrivá
ÖVP	Österrikiska folkpartiet
Karelo-Finnish Soviet Socialist Republic	Karelsk-finska SSR
Nausea	Illamående
Klaustropobya	Klaustrofobi
Matt LeBlanc	Matt LeBlanc
Carus	Carus
Sally Field	Sally Field
Probus	Probus
Obulasyon	Ägglossning
Lobi	Lobbying
Luoyang	Luoyang
Basong panglaboratoryo	Bägare
Ikalawang Konseho ng Nicaea	Andra konciliet i Nicaea
Danaw	Lagun
Mabini, Compostela Valley	Mabini (Compostela Valley)
Kapalaluan	Högmod
Giuseppe Mazzini	Giuseppe Mazzini
Dr. Watson	Doktor Watson
Hamadān	Hamadan (provins)
Fernando Gago	Fernando Gago
Panunuhol	Muta
Uring panlipunan	Samhällsklass
Mga batas ng sirkito ni Kirchhoff	Kirchhoffs lagar
Simbahan ng Banal na Sepulkro	Heliga gravens kyrka
Bohemian Rhapsody	Bohemian Rhapsody
Denaryo	Denarius
Spokane, Washington	Spokane
Mandy Moore	Mandy Moore
Lalik	Svarv
Kristolohiya	Kristologi
Capra falconeri	Skruvhornsget
Parirala	Fras (grammatik)
Pagmamanupaktura	Tillverkningsindustri
Maagang Panahong Pangdinastiya ng Ehipto	Tidig dynastisk tid
Trutsang bahaghari	Regnbågsöring
Behetasyon	Vegetation
Nick Nolte	Nick Nolte
Merlin	Merlin
Langston Hughes	Langston Hughes
Ayumi Hamasaki	Ayumi Hamasaki
Yoichiro Nambu	Yoichiro Nambu
Lalawigan ng Kunar	Konar (provins)
Lalawigan ng Parvan	Parvan (provins)
Dutch East Indies	Nederländska Ostindien
Lalawigan ng Adrar	Adrar (provins)
Palasyo ng Élysée	Élyséepalatset
Tala ng mga Emperador ng Hapon	Japans monarki
Lamanlupa	Gnom
Polyester	Polyester
Konstante	Konstant
Christina Applegate	Christina Applegate
Safed	Safed
Lucy Liu	Lucy Liu
Tau (partikulo)	Tau-lepton
Nippur	Nippur
Kimikang pangkwantum	Kvantkemi
Theropoda	Theropoder
Mikronasyon	Mikronation
Diperensiyal na heometriya	Differentialgeometri
Neurosiruhiya	Neurokirurgi
Panspermia	Panspermi
Goldie Hawn	Goldie Hawn
Likas na yaman	Naturtillgång
Batas kanoniko	Kanonisk rätt
Sinaunang Palarong Olimpiko	Antikens olympiska spel
Artaxerxes II	Artaxerxes II
Aksiyon (kategoryang pansining)	Actionfilm
Limosina	Limousin (fordon)
Patas na kalakalan	Rättvis handel
Apollo 7	Apollo 7
Seth MacFarlane	Seth MacFarlane
Belley	Belley
Mga comune ng Ain	Lista över kommuner i departementet Ain
Naik	Förort
Tensor	Tensor
Anu	Anu
Castiglione della Pescaia	Castiglione della Pescaia
Aklat ni Sofonias	Sefanja
William Godwin	William Godwin
Pooh Garcia	Nalle Puh
Kaharian ng Sicily	Kungariket Sicilien
Paglalathalang pangmesa	Desktop publishing
Pastinaca sativa	Palsternacka
Hanuman	Hanuman
Anakonda	Anakondor
Utong	Bröstvårta
Game Boy Advance	Game Boy Advance
Lusitania	Lusitanien
Ediakarano	Ediacara (geologi)
Salami	Salami
Garuda	Garuda
Muling pagkabuhay	Uppståndelse
Agiw	Spindelnät
Kīlauea	Kilauea
Imperyo ng Hapon	Japanska imperiet
Mekaniks na makaestadistika	Statistisk mekanik
Smilodon	Smilodon
Inggit	Avundsjuka
Hulk (komiks)	Hulken
Birheng Vestal	Vestal
Judas (awit)	Judas (sång)
Telephone (awit)	Telephone (sång)
Willem Dafoe	Willem Dafoe
Amide	Amid
David Schwimmer	David Schwimmer
Christiaan Barnard	Christiaan Barnard
Kitakyushu	Kitakyūshū
Bisiro	Ponny
Bolunterismo	Volontär
Agham pangkapaligiran	Miljövetenskap
Mencius	Mencius
Paghahati ng selula	Celldelning
Pambansang Aklatan ng Israel	National Library of Israel
Jeet Kune Do	Jeet Kune Do
Lalawigan ng Kabul	Kabul (provins)
Emilio Aguinaldo	Emilio Aguinaldo
Extensible Messaging and Presence Protocol	Extensible Messaging and Presence Protocol
Perak	Perak
James Naismith	James Naismith
Akuwakultura	Vattenbruk
Gram-positive bacteria	Gramfärgning
Diberhensiya (matematika)	Divergens (vektoranalys)
Born This Way (awit)	Born This Way (sång)
Dalubhasaan	College
Just Dance	Just Dance
Etnosentrismo	Etnocentrism
Batman Returns	Batman - Återkomsten
Synapsida	Synapsida
Lindol sa Van, Turkiya ng 2011	Jordbävningen i östra Turkiet 2011
Howard Hughes	Howard Hughes
Maximinus	Maximinus Daia
Peseta ng Espanya	Peseta
Gratian	Gratianus
Sinuso (hugis)	Spiral
León, Guanajuato	León de los Aldama
Sophie Monk	Sophie Monk
Hermosillo	Hermosillo
Ioánnis Metaxás	Ioannis Metaxas
Conan the Barbarian	Conan
Nara	Naraperioden
Ad hominem	Ad hominem-argument
Joseph McCarthy	Joseph McCarthy
Tugtuging pangkamara	Kammarmusik
Mga Essene	Esséer
Tempo (musika)	Tempo (musik)
Molare	Molarer
Serov	Serov
Kondado ng Berat	Beratprefekturen
Dinastiyang Kayar	Qajar
Hipnos	Hypnos (gud)
You and I	Yoü and I
Sneferu	Snofru
Takipsilim (nobela)	Om jag kunde drömma
Patristika	Patristik
Brooke Shields	Brooke Shields
Gloria Stuart	Gloria Stuart
Andy Garcia	Andy García
Cupertino, California	Cupertino
Zendaya	Zendaya
Jennifer Lawrence	Jennifer Lawrence
Ekilibriyong kemikal	Kemisk jämvikt
Nereo	Nereus
Pautang	Lån
Marcia Cross	Marcia Cross
William Crookes	William Crookes
Fullmetal Alchemist	Fullmetal Alchemist
Khawarij	Kharijiter
Ginintuang patakaran	Den gyllene regeln
Menes	Menes
Akromegalya	Akromegali
Narmer	Narmer
Philo	Filon
Kalusugang pampubliko	Folkhälsa
Dentin	Dentin
Ivan Goncharov	Ivan Gontjarov
Artaxerxes I ng Persia	Artaxerxes I
Tina	Färgämne
GNU Emacs	Emacs
Enki	Enki
Timpani	Timpani
Islamismo	Islamism
Tanong	Fråga
Marvin Gaye	Marvin Gaye
Patong na aplikasyon	Applikationsskikt
OS/2	OS/2
Caprinae	Getdjur
Marchantiophyta	Levermossor
Basketbol sa Palarong Olimpiko sa Tag-init 2008	Basket vid olympiska sommarspelen 2008
Haikou	Haikou
Ermitanyo	Eremit
Buko (usbong)	Knopp
Jennifer Jones	Jennifer Jones
Emirado	Emirat
Argos	Argos (stad)
Atletika sa Palarong Olimpiko sa Tag-init 2008	Friidrott vid olympiska sommarspelen 2008
Glandulang mamarya	Mjölkkörtel
Katayuang panlipunan	Social status
Piteas	Pytheas
Adenosine	Adenosin
Republikang Pederal ng Gitnang Amerika	Centralamerikanska federationen
Alon ng grabitasyon	Gravitationsvåg
Espasyong Hilbert	Hilbertrum
Lalawigan ng Luanda	Luanda (provins)
Tetrahydrocannabinol	Tetrahydrocannabinol
Some Like It Hot	I hetaste laget
Minato, Tokyo	Minato
Carinus	Carinus
Castor at Pollux	Castor och Pollux
Gastrotricha	Bukhårsdjur
Marduk	Marduk
Talento	Talent
Addax nasomaculatus	Addaxantilop
Streptococcus	Streptokocker
Acqualagna	Acqualagna
Yoruba	Yoruba (folk)
Jackson	Jackson
Pompyang	Cymbal
Altitud	Altitud
Waziristan	Waziristan
Adam Lambert	Adam Lambert
Mouflon	Mufflonfår
Aleluya	Halleluja (psalm)
Lingguwistikang pangkasaysayan	Historisk lingvistik
Akademya ng Wikang Hebreo	Akademin för det hebreiska språket
Ruby on Rails	Ruby on Rails
Severodvinsk	Severodvinsk
Cagli	Cagli
Felicity Huffman	Felicity Huffman
Christopher Plummer	Christopher Plummer
Tawas	Alun
Alcmene	Alkmena
As	AS
Danaë	Danaë
Annette Bening	Annette Bening
Barbara Bush	Barbara Bush
Bette Midler	Bette Midler
Fossombrone	Fossombrone
Aegis	Aigis
Slide rule	Räknesticka
Captain America	Captain America
Sashimi	Sashimi
Tag-an	Sågfiskar
Sentrosoma	Centrosom
Banyo	Badrum
Gitnang Pederal na Distrito	Centrala federala distriktet
Sakit sa puso	Hjärtsjukdomar
Apat na Tigre ng Asya	De fyra tigrarna
Jean Bodin	Jean Bodin
Abha	Abha
Viet Minh	Vietminh
LoveGame	LoveGame
Transeksuwalismo	Transsexualism
Mga estado ng nagkrusada	Korsfararstaterna
Jim Parsons	Jim Parsons
Sissy Spacek	Sissy Spacek
Esensiya	Essens
Anjelica Huston	Anjelica Huston
Plaza de soberanía	Plazas de soberanía
Patricia Neal	Patricia Neal
Oklokrasya	Pöbel
Jim Henson	Jim Henson
Felipe VI ng Espanya	Felipe VI av Spanien
Anguidae	Kopparödlor
Manuel Zelaya	Manuel Zelaya
Liv Ullmann	Liv Ullmann
Artikulo (paglilimbag)	Tidningsartikel
Eh, Eh (Nothing Else I Can Say)	Eh, Eh (Nothing Else I Can Say)
Gascuña	Gascogne
Kasukalan	Djungel
Joe Jonas	Joe Jonas
Katandaan	Ålderdom
Clara ng Asís	Klara av Assisi
Sita	Sita
Kanasawa, Ishikawa	Kanazawa
Harvey Keitel	Harvey Keitel
Shunsuke Nakamura	Shunsuke Nakamura
Anthocerotophyta	Nålfruktsmossor
Unang Digmaang Opyo	Första opiumkriget
Ang mga Talatang Makasatanas	Satansverserna
Lalawigan ng Bengo	Bengo
Gitnang Kaharian ng Ehipto	Mellersta riket
Eskalang pentatoniko	Pentatonisk skala
Ugarit	Ugarit
Aroroy, Masbate	Aroroy
Baleno, Masbate	Baleno
Balud, Masbate	Balud
Batuan, Masbate	Batuan (Masbate)
Rzhev	Rzjev
Bellegarde-sur-Valserine	Bellegarde-sur-Valserine
Cataingan, Masbate	Cataingan
Cawayan, Masbate	Cawayan
Ornithischia	Fågelhöftade dinosaurier
Claveria, Masbate	Claveria (Masbate)
Dimasalang, Masbate	Dimasalang
Kashrut	Kosher
Scott Joplin	Scott Joplin
Esperanza, Masbate	Esperanza (Masbate)
Mandaon, Masbate	Mandaon
Milagros, Masbate	Milagros
Mobo, Masbate	Mobo
Bagong Buwan (nobela)	När jag hör din röst
Monreal, Masbate	Monreal
Palanas, Masbate	Palanas
Pio V. Corpuz, Masbate	Pio V. Corpuz
Placer, Masbate	Placer
San Fernando, Masbate	San Fernando (Masbate)
San Jacinto, Masbate	San Jacinto
San Pascual, Masbate	San Pascual (Masbate)
Mangaka	Mangaka
Uson, Masbate	Uson
Lungsod ng Masbate	Masbate (stad)
Tako	Taco
Heliopolis	Heliopolis, Egypten
Leo II (emperor)	Leo II (bysantinsk kejsare)
Aranya	Ljuskrona
Gregorio ng Nyssa	Gregorios av Nyssa
Dambanang Itsukushima	Itsukushima
Apolohetika	Apologetik
Buhay na walang asawa	Celibat
Lalawigan ng Bayan-Ölgii	Bajan-Ölgij
Hello Kitty	Hello Kitty
Handulong	Aggression
The Lion King II: Simba's Pride	Lejonkungen II - Simbas skatt
Taoiseach	Irlands regeringschef
Marisa Tomei	Marisa Tomei
Oyonnax	Oyonnax
AIESEC	Association internationale des étudiants en sciences économiques et commerciales
Inbersong punsiyon	Invers funktion
Hatsinohe, Aomori	Hachinohe
Neoproterosoiko	Neoproterozoikum
Petronius Maximus	Petronius Maximus
Putbol sa Palarong Olimpiko sa Tag-init 2008	Fotboll vid olympiska sommarspelen 2008
Pangulo ng Pransiya	Frankrikes president
Majorian	Majorianus
Gene Wilder	Gene Wilder
Yun Bo-seon	Yun Bo-seon
Kaligtasan (relihiyon)	Frälsning
Masaker sa Nanking	Nanjingmassakern
Bagamanoc, Catanduanes	Bagamanoc
Baras, Catanduanes	Baras
Metroseksuwal	Metrosexualitet
Bato, Catanduanes	Bato (Catanduanes)
Caramoran, Catanduanes	Caramoran
Yun Chi-ho	Yun Chi-ho
Peter Higgs	Peter Higgs
Kriyohenika	Kryoteknik
Crius	Krios
Herman Hollerith	Herman Hollerith
Liberdade, São Paulo	Liberdade
Embryophyte	Landväxter
Danny Glover	Danny Glover
Ambérieu-en-Bugey	Ambérieu-en-Bugey
Abatar (paglilinaw)	Avatar (olika betydelser)
Sobyet na Sosyalistang Republika ng Letonya	Lettiska SSR
Aaron Copland	Aaron Copland
Holon	Holon
Lysippos	Lysippos
Netanya	Netanya
Pagkonsumo	Konsumtion
Guiyang	Guiyang
Mastodon	Mastodont
Sukat (matematika)	Mått (matematik)
Pancho Villa	Pancho Villa
Araling pangpagtatalik	Sex- och samlevnadsundervisning
Mga Subdibisyon ng Rusya	Rysslands administrativa indelning
Siklo ng negosyo	Konjunktur
Pierre Gassendi	Pierre Gassendi
Hiksos	Hyksos
Pamantasan ng Hilagang Karolina sa Chapel Hill	University of North Carolina at Chapel Hill
Policarpio	Polykarpos
Programang Luna	Lunaprogrammet
Pandaigdigang Araw ng AIDS	Världsaidsdagen
MS Oasis of the Seas	M/S Oasis of the Seas
Sahelanthropus	Sahelanthropus tchadensis
Agham na pangmilitar	Krigsvetenskap
Orestes	Orestes
Jennifer Hudson	Jennifer Hudson
Chaetognatha	Pilmaskar
Piramide ni Djoser	Djosers trappstegspyramid
Romaji	Romaji
Jason Mraz	Jason Mraz
Kanaryo	Kanariesiska
Andrés Segovia	Andrés Segovia
Ctesifonte	Ktesifon
Kapuluang Hawayano	Hawaiiöarna
Gigmoto, Catanduanes	Gigmoto
Panganiban, Catanduanes	Panganiban
Dilis	Ansjovisfiskar
San Miguel, Catanduanes	San Miguel (Catanduanes)
Viga, Catanduanes	Viga
Iphigenia	Ifigenia
Leviatan	Leviatan
Virac, Catanduanes	Virac
Thomas Gainsborough	Thomas Gainsborough
Paliparang Pandaigdig ng Sheremetyevo	Sjeremetevos internationella flygplats
Kasaysayang militar	Militärhistoria
Lutuing Italyano	Italienska köket
Ramat Gan	Ramat Gan
Microsoft Network	MSN
Kondado ng Vlorë	Vlorë prefektur
Kondado ng Durrës	Durrës prefektur
Kondado ng Dibër	Dibër prefektur
Luglog (sangkap)	Nudlar
Arithmetic logic unit	Aritmetisk logisk enhet
Pagsisiwalat	Uppenbarelse
Erice	Erice
James Hutton	James Hutton
Angels and Demons (pelikula)	Änglar och demoner (film)
Uvs Province	Uvs
Govi-Altai Province	Gobi-Altaj
Herodes Antipas	Herodes Antipas
Clash of the Titans (pelikula 2010)	Clash of the Titans
Bakuna	Vaccination
CA	CA
Campina Grande	Campina Grande
Balindang	Nylonstrumpor
Apicomplexa	Apicomplexa
Sergio Badilla Castillo	Sergio Badilla Castillo
Akrobatika	Akrobatik
Laurence Fishburne	Laurence Fishburne
Basiliscus	Flavius Basiliskos
Matt Dillon	Matt Dillon
Montgomery Clift	Montgomery Clift
Pilosopiya ng Islam	Islamisk filosofi
James Woods	James Woods
Organismong aerobiko	Aerob
Kikil	Fil (verktyg)
Anthony Perkins	Anthony Perkins
Armagedon	Harmagedon
Fernando VI	Ferdinand VI av Spanien
Bundok ng Templo	Tempelberget
Kraken	Kraken
Kasalukuyan	Nutid
Die Grünen - Die Grüne Alternative	De gröna (Österrike)
Pagmamalas	Observation
Predetestinaryanismo	Predestinationsläran
Anekdota	Anekdot
Seann William Scott	Seann William Scott
Tamang mosyon	Egenrörelse
Gabriele d'Annunzio	Gabriele D’Annunzio
Revda, Sverdlovsk Oblast	Revda, Sverdlovsk oblast
Rezh	Rezj
Ashurnasirpal II	Assurnasirpal II
Heian	Heian
Osamu Tezuka	Osamu Tezuka
Kasaysayan ng Internet	Internets historia
Roslavl	Roslavl
Kastilyo ng Praga	Pragborgen
Rtishchevo	Rtisjtjevo
Gordianong Buhol	Gordiska knuten
Rubtsovsk	Rubtsovsk
Ruza	Ruza
Pocahontas	Pocahontas
Habilog	Oval
Nancy Reagan	Nancy Reagan
Sakai, Osaka	Sakai
Balse	Vals (dans)
Kondado ng Lezhë	Lezhë prefektur
Kondado ng Shkodër	Shkodër prefektur
Armagh	Armagh
Kondado ng Gjirokastër	Gjirokastër prefektur
Kondado ng Korçë	Korçë prefektur
Gas Turbine	Gasturbin
Nakatayong bato	Rest sten
Sarapul	Sarapul
San Cristobal	Kristoffer (helgon)
Budhi	Samvete
Ambronay	Ambronay
Kasuwapangan	Girighet
Teoriya ng tugtugin	Musikteori
Brendan Fraser	Brendan Fraser
Polifemo	Polyfemos
Safonovo, Smolensk Oblast	Safonovo
Platonismo	Platonism
Svetlogorsk, Kaliningrad Oblast	Svetlogorsk
Oyayi	Vaggvisa
Rhadamanthus	Rhadamantys
Positibismong lohikal	Logisk positivism
Svobodny, Amur Oblast	Svobodnyj
Shibuya, Tokyo	Shibuya
Severo-Kurilsk	Severo-Kurilsk
Jack Palance	Jack Palance
Mabalaning sintas	Magnetband
Tamburina	Tamburin
Benicio del Toro	Benicio del Toro
Olybrius	Olybrius
Rasen-Antholz	Rasen-Antholz
Tinapa	Rökning (matlagning)
Magkapatid na Montgolfier	Montgolfier
Hiroglipiko	Hieroglyfer
Kondado ng Elbasan	Elbasan prefektur
Ambléon	Ambléon
Hinayana	Hinayana
Ryan Gosling	Ryan Gosling
Ugpungang pambalakang	Höftled
Silid-tulugan	Sovrum
Papa Esteban IV	Stefan IV (påve)
Live 8	Live 8
Severomorsk	Severomorsk
Severouralsk	Severouralsk
Seversk	Seversk
Esarhaddon	Esarhaddon
Pigsa	Furunkel
Paperback	Pocketbok
Nantua	Nantua
Imortalidad	Odödlighet
Sangha	Sangha (buddhism)
B'Day	B'Day
Reaktansiya	Reaktans
Artemare	Artemare
Anglefort	Anglefort
Sengiley	Sengilej
Augusta (Italy)	Augusta, Italien
Aranc	Aranc
Morpeo	Morfeus
Dafne (diwata)	Dafne
Ezekiel	Hesekiel
Serpukhov	Serpuchov
Sestroretsk	Systerbäck (ort)
Hirosaki, Aomori	Hirosaki
Khovd Province	Chovd (provins)
Armix	Armix
Okre	Ockra
Dragun	Dragon (soldat)
Sudetenland	Sudetenland
Tenis sa Palarong Olimpiko sa Tag-init 2008	Tennis vid olympiska sommarspelen 2008
Backup	Säkerhetskopiering
Aksiyon potensiyal	Aktionspotential
Parang (damuhan)	Prärie
Salamangka (salitang hagis)	Jonglering
Vaslav Nijinsky	Wacław Niżyński
Talataan	Stycke
Otaku	Otaku
Sukhoi PAK FA	Suchoj PAK FA
Gantimbayad	Lön
Historikal na relihiyong Vediko	Vedisk religion
Skovorodino	Skovorodino, Amur oblast
Barbara Gordon	Barbara Gordon
From Up on Poppy Hill	Uppe på vallmokullen
Sarai	Sara (Bibeln)
Amlan, Negros Oriental	Amlan
Ayungon, Negros Oriental	Ayungon
Bacong, Negros Oriental	Bacong
Basay, Negros Oriental	Basay
Bindoy, Negros Oriental	Bindoy
Dauin, Negros Oriental	Dauin
Jimalalud, Negros Oriental	Jimalalud
La Libertad, Negros Oriental	La Libertad (Negros Oriental)
Mabinay, Negros Oriental	Mabinay
Manjuyod, Negros Oriental	Manjuyod
Pamplona, Negros Oriental	Pamplona (Negros Oriental)
Jennifer Hale	Jennifer Hale
San Jose, Negros Oriental	San Jose (Negros Oriental)
Santa Catalina, Negros Oriental	Santa Catalina (Negros Oriental)
Siaton, Negros Oriental	Siaton
Sibulan, Negros Oriental	Sibulan
Tayasan, Negros Oriental	Tayasan
Valencia, Negros Oriental	Valencia (Negros Oriental)
Vallehermoso, Negros Oriental	Vallehermoso
Ahmad Zahir	Ahmad Zahir
Alubijid, Misamis Oriental	Alubijid
Balingasag, Misamis Oriental	Balingasag
Balingoan, Misamis Oriental	Balingoan
Binuangan, Misamis Oriental	Binuangan
Claveria, Misamis Oriental	Claveria (Misamis Oriental)
Amandla Stenberg	Amandla Stenberg
Gitagum, Misamis Oriental	Gitagum
Initao, Misamis Oriental	Initao
Jasaan, Misamis Oriental	Jasaan
Slayers	The Slayers (franchise)
Kinoguitan, Misamis Oriental	Kinoguitan
Lagonglong, Misamis Oriental	Lagonglong
Laguindingan, Misamis Oriental	Laguindingan
Libertad, Misamis Oriental	Libertad (Misamis Oriental)
Chimalhuacan	Chimalhuacán
Lugait, Misamis Oriental	Lugait
Magsaysay, Misamis Oriental	Magsaysay (Misamis Oriental)
Manticao, Misamis Oriental	Manticao
Medina, Misamis Oriental	Medina (Misamis Oriental)
Naawan, Misamis Oriental	Naawan
Opol, Misamis Oriental	Opol
Salay, Misamis Oriental	Salay
Sugbongcogon, Misamis Oriental	Sugbongcogon
Talisayan, Misamis Oriental	Talisayan
Villanueva, Misamis Oriental	Villanueva
Boy	Boy
Litid sa alak-alakan	Hamstringsmusklerna
Yuba County, California	Yuba County
Baliangao, Misamis Occidental	Baliangao
Bonifacio, Misamis Occidental	Bonifacio (Misamis Occidental)
Calamba, Misamis Occidental	Calamba (Misamis Occidental)
Clarin, Misamis Occidental	Clarin (Misamis Occidental)
Concepcion, Misamis Occidental	Concepcion (Misamis Occidental)
Don Victoriano Chiongbian, Misamis Occidental	Don Victoriano Chiongbian
Jimenez, Misamis Occidental	Jimenez
Łobez	Łobez
Lopez Jaena, Misamis Occidental	Lopez Jaena
Panaon, Misamis Occidental	Panaon
Plaridel, Misamis Occidental	Plaridel (Misamis Occidental)
Sapang Dalaga, Misamis Occidental	Sapang Dalaga
Sinacaban, Misamis Occidental	Sinacaban
Tudela, Misamis Occidental	Tudela (Misamis Occidental)
Solikamsk	Solikamsk
Solnechnogorsk	Solnetsjnogorsk
Sortavala	Sordavala
Sredneuralsk	Sredneuralsk
Staraya Russa	Staraja Russa
Starodub	Starodub
Stary Oskol	Staryj Oskol
Sterlitamak	Sterlitamak
Suoyarvi	Suojärvi
Susuman	Susuman
San Wenceslao I, Duke ng Bohemya	Wencel av Böhmen
Sukhoy Log	Suchoj Log
Sysert	Sysert
Tavda	Tavda
Mikroskopyo	Mikroskop
Kelsey Grammer	Kelsey Grammer
Kiki's Delivery Service	Kikis expressbud
Talitsa, Sverdlovsk Oblast	Talitsa, Sverdlovsk oblast
Tatarsk	Tatarsk
Santa Veronica	Veronica (helgon)
Timashyovsk	Timasjovsk
Tomari, Russia	Tomari
Tadyang	Revben
Lalawigan ng Zaire	Zaire (provins)
Trubchevsk	Trubtjevsk
Tuapse	Tuapse
Turinsk	Turinsk
Tynda	Tynda
Paglagari	Sågning (avrättningsmetod)
Uglegorsk, Sakhalin Oblast	Uglegorsk, Sachalin oblast
Urus-Martan	Urus-Martan
Usolye-Sibirskoye	Usolje-Sibirskoje
Ussurijsk	Ussurijsk
Ust-Ilimsk	Ust-Ilimsk
Ust-Kut	Ust-Kut
Ukhta	Uchta
Zhang Heng	Zhang Heng
Fatezh	Fatezj
Zhangjiagang	Zhangjiagang
Zhangye	Zhangye
Zhaotong	Zhaotong
Khimki	Chimki
Kholmsk	Cholmsk
Tsivilsk	Tsivilsk
Chaykovsky, Perm Krai	Tjajkovskij, Perm kraj
Chapayevsk	Tjapajevsk
Cherepanovo	Tjerepanovo
Chekhov, Moscow Oblast	Tjechov, Moskva oblast
Chudovo	Tjudovo
Chusovoy	Tjusovoj
Shadrinsk	Sjadrinsk
Shatura	Sjatura
Shakhty	Sjachty
Zhuji	Zhuji
Bopomofo	Zhuyin
Shenkursk	Sjenkursk
Shimanovsk	Sjimanovsk
Shumerlya	Sjumerlja
Shuya	Sjuja
Shchyolkovo	Sjtjolkovo
Zibo	Zibo
Elektrostal	Elektrostal
Engels (city)	Engels (stad)
Damit panloob	Underkläder
Yuryev-Polsky	Jurjev-Polskij
Yuryuzan (town)	Jurjuzan
Koptikong Ortodoksong Simbahan ng Alehandriya	Koptisk-ortodoxa kyrkan
Yartsevo	Jartsevo
Yasny	Jasnyj
Mga katawang lusak ng Hilagang Europa	Mosslik
Leong Nemeo	Nemeiska lejonet
Mexicali	Mexicali
Dinastiyang Gurida	Ghuriderna
Sargon ng Akkad	Sargon av Akkad
Papa Severino	Severinus
Papa Juan VI	Johannes VI
Papa Juan IV	Johannes IV
Papa Juan VII	Johannes VII
Papa Eugenio I	Eugenius I
Ang Dakilang Carlomagno	El Gran Carlemany
Papa Juan V	Johannes V
Harran	Harran
Lungsod ng Ōita	Ōita
Papa Vitaliano	Vitalianus
Zhuangolohiya	Zhuangologi
Agham pang-aklatan at pang-impormasyon	Biblioteks- och informationsvetenskap
Pagbabasa (gawain)	Läsning
Staphylococcus	Stafylokocker
Sobyet na Sosyalistang Republika ng Turkmenistan	Turkmenska SSR
Sosyalistikong Republikang Soviet ng Tajik	Tadzjikiska SSR
Cyanocitta cristata	Blåskrika
Popeye	Karl-Alfred
Tacoma, Washington	Tacoma
Timog Yemen	Sydjemen
Khafra	Chefren
Idroksido	Hydroxidjon
Lalawigan ng Ararat	Ararat (provins)
Anna Paquin	Anna Paquin
Lungsod ng Kumamoto	Kumamoto
Lalawigan ng Gegharkunik	Gegharkunik
Karbala	Karbala
Kagawaran ng Magdalena	Magdalena, Colombia
Tonlé Sap	Tonlé Sap
Alicia Silverstone	Alicia Silverstone
Florianus	Florianus
Taormina	Taormina
Matsuyama, Ehime	Matsuyama
Numa Pompilius	Numa Pompilius
Miguel VIII Paleologo	Mikael VIII Palaiologos
Dassault Mirage 2000	Dassault Mirage 2000
Morioka, Iwate	Morioka
Lungsod ng Okayama	Okayama
Pelikula ng katatakutan	Skräckfilm
Jonas Salk	Jonas Salk
Hukbong Mapagpalaya ng Bayan	Folkets befrielsearmé
Ludhiana	Ludhiana
Lalawigan ng Vayots Dzor	Vajots Dzor
Nekropolis	Nekropol
Kitchener, Ontario	Kitchener, Ontario
Lutrinae	Uttrar
Emperador Jimmu	Jimmu
Benny Hill	Benny Hill
Meerut	Meerut
Lungsod ng Kōchi	Kochi
Morelia	Morelia
Kamakura, Kanagawa	Kamakura, Kanagawa
All About Eve	Allt om Eva
Mathura	Mathura
Ebolusyong komberhente	Konvergent evolution
Partido Demokratiko ng Hapon	Demokratiska partiet (Japan)
Kasaysayan ng mundo	Världens historia
Lalawigan ng Lori	Lorri
Sinturong pangkaligtasan	Säkerhetsbälte
John Hurt	John Hurt
Malayang kalakalan	Frihandel
Antioquia	Antiochia vid Orontes
Roger Y. Tsien	Roger Tsien
Activision	Activision
Sherpa	Sherpa
Frank Morgan	Frank Morgan
Tilda Swinton	Tilda Swinton
Yaman	Förmögenhet
Pagdiriwang	Fest
Yokosuka, Kanagawa	Yokosuka
Hayreddin Barbarossa	Khair ed-Din
Utsunomiya, Tochigi	Utsunomiya
Jafet	Jafet
Takamatsu, Kagawa	Takamatsu (stad)
Distribusyong probabilidad	Sannolikhetsfördelning
Lungsod ng Tottori	Tottori
Asahikawa, Hokkaido	Asahikawa
Pambansang Awit ng Mehiko	Himno Nacional Mexicano
