आफ्रिकाखण्डः	Afrika
२७३	273
२८६	286
२८८	288
२७८	278
४५५	455
५७७	577
५७५	575
४८२	482
४८६	486
५८०	580
५६७	567
५६४	564
५६१	561
३२८	328
३२५	325
३१७	317
५७४	574
५६६	566
२४९	249
३४८	348
४४२	442
४४३	443
२६७	267
२४४	244
२४८	248
३४३	343
५६२	562
४१७	417
२६८	268
५९०	590
२६९	269
४९९	499
मलाला युसुफजई	Malala Yousafzai
४०९	409
४०५	405
४०६	406
४०३	403
४१४	414
४११	411
४१२	412
५६०	560
५९२	592
२७६	276
३१४	314
३२३	323
३६६	366
३६२	362
५४५	545
५३१	531
५१४	514
५१३	513
५३९	539
५३८	538
५१९	519
५१६	516
५२०	520
५२२	522
५२८	528
५०६	506
५२६	526
५०७	507
२१४	214
२१३	213
२१२	212
२२८	228
२२७	227
१४९	149
१७४	174
१८९	189
१९९	199
१४१	141
१३२	132
१२५	125
१२३	123
१४७	147
१४४	144
१९८	198
१७८	178
१७७	177
१८७	187
१९५	195
१८६	186
३४७	347
६२०	620
६२४	624
६०५	605
६२९	629
६१६	616
६१५	615
६४४	644
६४६	646
६३३	633
६३७	637
मोघलसाम्राज्‍यम्	Mogulriket
४३६	436
४३४	434
२९३	293
४२७	427
सीकर	Sikar
१८५	185
३२१	321
जालन्धर	Jalandhar
३२७	327
४३०	430
त्रोत्स्की	Lev Trotskij
४४७	447
लिटिल् राक्	Little Rock
५६९	569
हुब्बळ्ळी	Hubballi-Dharwad
होसपेटे	Hosapete
५६८	568
४४४	444
७९६	796
७९८	798
एला	Kardemumma
७९३	793
६८५	685
हार्टफ़र्ड्	Hartford
७९९	799
६८३	683
२७४	274
डोवर्, डेलावेर्	Dover, Delaware
५७९	579
२८१	281
३०६	306
४३८	438
कश्मीरी	Kashmiri
२९७	297
४२१	421
२९८	298
३५१	351
३५२	352
३५५	355
९५	95
९४	94
५९४	594
५४२	542
४४८	448
४४५	445
३०५	305
२३४	234
५६५	565
कन्नडभाषा	Kannada
३८१	381
३८५	385
५५३	553
३०७	307
५८४	584
३४६	346
२५७	257
२८५	285
५९१	591
२८९	289
हस्तः	Hand
५६३	563
२५२	252
ओडियाभाषा	Oriya
नेपाली भाषा	Nepali
जनसङ्ख्या	Befolkning
५९५	595
२४६	246
५९६	596
५९३	593
३५७	357
५७३	573
नेपालभाषा	Newari
वालपाराईसो	Valparaíso
अभिनेता	Skådespelare
भल्लातकः	Cashew
जलपातः	Vattenfall
५५९	559
५९९	599
३२६	326
३४१	341
३२२	322
३८६	386
३७४	374
३८०	380
नवनीतम्	Smör
१३६	136
कोङ्कणी	Konkani
लाइनस टोर्वाल्ड्स	Linus Torvalds
अलेग्झाण्डर् ग्रहां बेल्	Alexander Graham Bell
फलितज्योतिषम्	Astrologi
वाद्ययन्त्राणि	Musikinstrument
हंसः	Svanar
न्‍यू आर्लीन्‍स	New Orleans
हिरोहितो	Hirohito
३८२	382
३४२	342
३७३	373
३७२	372
सोमालिलैंड	Somaliland
मधुकर्कटीफलम्	Papaya
३७५	375
बेंजामिन फ्रैंकलिन	Benjamin Franklin
विल्हेल्म् कार्नार्ड् रोण्ट्जेन्	Wilhelm Röntgen
तत्त्वमीमांसा	Metafysik
३८७	387
कोलम्बो	Colombo
आर्द्रकम्	Ingefära
द्रव्यम् (भौतविज्ञानम्)	Materia
बाय्सी	Boise
श्वासरोगः	Astma
हो चि मिन्ह	Ho Chi Minh
मैथिली भाषा	Maithili
प्लाक्षफलम्	Fikon
मलयाळम्	Malayalam
जीवनी	Biografi
इगुवास्सुजलपातः	Iguazúfallen
लोज़बानम्	Lojban
हाम्मुरबी	Hammurabi
महारानी काथरिन	Katarina II av Ryssland
हान्निबल	Hannibal
पिष्टानि	Mjöl
गुग्लिमो मार्कोनी	Guglielmo Marconi
अटिला	Attila
पालिभाषा	Pali
अङ्ग सान् सू की	Aung San Suu Kyi
नखः	Nagel
कुष्ठरोगः	Lepra
वदनम्	Ansikte
टालाहासे	Tallahassee
सर् अलेक्साण्डर् प्लेमिङ्ग्	Alexander Fleming
राष्ट्रियबालदिनम् (भारतम्)	Internationella barndagen
फ्लोरेन्स नैटिन्गेल	Florence Nightingale
गुल्बर्गा	Kalaburgi
३३१	331
३६५	365
३७९	379
राबर्ट् कोख्	Robert Koch
अध्यापकः	Lärare
रामायणम्	Ramayana
कलायः	Jordnöt
जानु	Knä
पिएरे क्युरी	Pierre Curie
टी. एस. एलियट	T.S. Eliot
पर्यावरणव्यवस्था	Ekosystem
शीतकम्	Kylskåp
मिष्टालुकम्	Sötpotatis
ग्रिगोर् जान् मेण्डेल्	Gregor Mendel
रङ्गून	Rangoon
हेलेन केलर	Helen Keller
हेनरी ८	Henrik VIII av England
आशा भोंसले	Asha Bhosle
सान्टा फ़े	Santa Fe, New Mexico
देवनागरी	Devanāgarī
कलिङ्गफलम्	Vattenmelon
पाकशास्त्रम्	Matlagning
ज्वरः	Feber
अन्ताराष्ट्रिय-महिलादिनम्	Internationella kvinnodagen
शेयेन्	Cheyenne, Wyoming
रिचार्ड फैनमन	Richard Feynman
आयतनम्	Volym
नारङ्ग	Orange
पोल पॉट	Pol Pot
पेट्रोल्	Bensin
क्रिस्टियन् हुगेन्स्	Christiaan Huygens
डे माय्ने	Des Moines
वातामम्	Mandel
वेदः	Veda
जार्डन्-नदी	Jordan
आम्लीयवर्षणम्	Surt regn
कार्ल बेन्ज़	Carl Benz
परवेज़ मुशर्रफ़	Pervez Musharraf
पियेर्	Pierre, South Dakota
धान्यानि	Frö
एड्वर्ड् जेन्नर्	Edward Jenner
अण्डमाननिकोबारद्वीपसमूहः	Andamanerna och Nikobarerna
वर्नर हाइजेनबर्ग	Werner Heisenberg
नेफेरतिति	Nefertiti
एवा पेरोन	Eva Perón
ललाटम्	Panna (anatomi)
टोपेका	Topeka
इटानगरम्	Itanagar
मार्टिन स्कोर्सेसे	Martin Scorsese
ग्रनैट् (शिला)	Granit
कर्ट गोडेल	Kurt Gödel
आमलकम्	Krusbär
डेविड हिल्बर्ट	David Hilbert
छत्रम्	Paraply
कुस्तुम्बरी	Koriander
रमजान्	Ramadan
भारतस्य राष्ट्रध्वजः	Indiens flagga
हेण्ड्रिक लारेन्ज़	Hendrik Lorentz
चित्तौडगढ	Chittaurgarh
अन्तरतारकीयमाध्यमम्	Interstellära mediet
मनमोहन सिंह	Manmohan Singh
रोजा पार्क्स	Rosa Parks
भीलवाडामण्डलम्	Bhilwara (distrikt)
अन्वर् अल्-सादात्	Anwar Sadat
बाडमेरमण्डलम्	Barmer (distrikt)
स्टार् वार्स्:रिवेंज् आफ़् दि सिथ्	Star Wars: Episod III – Mörkrets hämnd
गोबीमरुस्थलम्	Gobiöknen
संशोधनस्य प्रयोजनानि	Forskning
गूगल् अर्त्	Google Earth
बर्न्हार्ड रीमन	Bernhard Riemann
मृत्तिका	Lera
शिम्बी	Böna
मल्लक्रीडा	Brottning
गन्धद्रव्याणि	Krydda
सिन्धुसंस्कृतिः	Induskulturen
हरिद्रा	Gurkmeja
कूर्परः	Armbågsled
ओलम्पिया	Olympia, Washington
बोरोबुदुर्	Borobudur
वाहनम्	Fordon
कृष्णः	Krishna
आग्रा	Agra
तैलम्	Olja
इवान् पेत्रोविच् पाव्लोव्	Ivan Pavlov
फ़्रान्ज़ फर्डिनान्ड	Franz Ferdinand
मरीचम्	Pepparplanta
माणिक्यम्	Rubin
काश्मीर	Kashmir
ओमाहा	Omaha, Nebraska
काकः	Corvus
रिच्मन्ड्	Richmond, Virginia
चण्डीगढ	Chandigarh
मुक्ता	Pärla
स्त्री	Hona
दाक्षम्	Gymnastik
अङ्गकोरवाटम्	Angkor Wat
अन्तोन् वान् ल्यूवेन् वोक्	Antonie van Leeuwenhoek
बैठा बैल	Sitting Bull
भ्रूः	Ögonbryn
माडिसन्	Madison, Wisconsin
अकशेरुकाः	Ryggradslösa djur
सेलेम्, ओरेगन्	Salem, Oregon
लेतुवायर्क्	Tautiška giesmė
आलिवर क्रामवेल	Oliver Cromwell
रुडोल्फ मोसबेउर	Rudolf Mössbauer
सलमान रश्दी	Salman Rushdie
हान्स कृस्टियन ओर्स्टेड	Hans Christian Ørsted
पियर सिमों लाप्लास	Pierre Simon de Laplace
हिन्दुदेवालयः	Tempel
चार्ल्सटन्	Charleston, West Virginia
विद्याधर सूरजप्रसाद नैपाल	V.S. Naipaul
पोताश्रयः	Hamn
सुहार्तो	Suharto
ब्रह्मपुत्रनदः	Brahmaputra
विलियम वर्ड्सवर्थ	William Wordsworth
विश्वनाथन् आनन्द	Viswanathan Anand
पनसफलम्	Jackfrukt
सत्येन्द्रनाथ बोस्	Satyendra Nath Bose
वरदक्षिणा	Hemgift
रक्तदुर्गम्	Röda fortet i Delhi
दादरा नगरहवेली च	Dadra och Nagar Haveli
विलियम ए फोलर	William A. Fowler
कूर्मः	Landsköldpaddor
अफीण	Opium
द प्रेस्टीज्	Prestige (film)
भगवद्गीता	Bhagavad-Gita
द टाइम्स ओफ इण्डिया	The Times of India
राबर्ट् हुक्	Robert Hooke
तिब्बतीलिपिः	Tibetansk skrift
पालीमण्डलम्	Pali (distrikt)
कपोलः	Kind
ऐश्वर्या रै	Aishwarya Rai
बभ्रुः	Brun
ब्राह्मणः	Brahmin
यजुर्वेदः	Yajurveda
श्रुतिः	Shruti
कामसूत्रम्	Kama Sutra
कीटः	Maskar
हासनम्	Hassan (stad)
जे जे थामसन	J.J. Thomson
स्वामी विवेकानन्द	Swami Vivekananda
मातृदिवसः	Mors dag
प्रतिभा पाटिल	Pratibha Patil
३३९	339
३४०	340
लखनौ	Lucknow
३५४	354
बुलढाणामण्डलम्	Buldhana (distrikt)
३५६	356
३५८	358
३६१	361
३६३	363
३६४	364
३६८	368
३६९	369
३७०	370
३७१	371
फलकम्:Commonscat	Mall:Commonscat
३७६	376
३७७	377
३७८	378
३८३	383
३८४	384
३८८	388
३८९	389
३९०	390
३९१	391
३९२	392
३९३	393
३९४	394
३९५	395
३९६	396
३९७	397
३९८	398
३९९	399
काळिङ्गसर्पः	Kungskobra
पक्ष्म	Ögonlock
महायानम्	Mahayana
अमृतसर	Amritsar
शवः	Lik
२७९	279
४४०	440
५१७	517
५७२	572
कोलोराडो स्प्रिंग्स्	Colorado Springs
मजापहित साम्राज्य	Majapahitriket
पर्यटनम्	Turism
कविः	Poet
जी-सुंग पार्क	Park Ji-sung
फलकम्:Taxobox	Mall:Taxobox
सुनीता विलियम्स्	Sunita Williams
स्वातन्त्र्यदिनोत्सवः (भारतम्)	Indiens självständighetsdag
जेम्स फ्रान्क	James Franck
विल्हेम वेन	Wilhelm Wien
गुस्टाफ् हर्ज्	Gustav Hertz
आटो स्टर्न	Otto Stern
पाल् एर्लख्	Paul Ehrlich
जोहन्नेस स्टार्क	Johannes Stark
मारिया गोपर्ट-मेयर	Maria Goeppert-Mayer
प्रणब मुखर्जि	Pranab Mukherjee
एस्. एम्. कृष्णः	S. M. Krishna
पञ्जाबीभाषा	Punjabi
सतना	Satna
सरस्वती देवी	Sarasvati
काव्यविभागाः	Litteraturkritik
हिक्का	Hicka
तन्तुकरणयन्त्रम्	Spinnrock
शिवसेना	Shiv Sena
वेङ्कटरामन् रामकृष्णन्	Venkatraman Ramakrishnan
चन्द्रशेखर वेङ्कटरामन्	Chandrasekhara Venkata Raman
फ्रेडरिक क्यास्पर् वुल्फ्	Caspar Friedrich Wolff
मौर्यसाम्राज्यम्	Mauryariket
वुल्फगांग पौली	Wolfgang Pauli
जयपुरम्	Jaipur
कानपुरम्	Kanpur
इन्दौर	Indore
दमण	Daman och Diu
पुदुच्चेरी	Puducherry
सूरणम्	Jamssläktet
अपवर्तनम् (भौतविज्ञानम्)	Refraktion
सुकर्णो	Sukarno
मेघावती सुकर्णोपुत्री	Megawati Sukarnoputri
वुल्फगांग केट्टेर्ले	Wolfgang Ketterle
ओट्टो हेन्रिक् वार्बर्ग्	Otto Warburg (medicinare)
अगस्ट् वीस्मान्	August Weismann
हान्स् लिप्पर्शे	Hans Lippershey
वाल्थेर बोथे	Walther Bothe
अहिंसा	Icke-våld
केरो हेन्रिज्	Heinrich Caro
थियोडोर् स्छ्वान्	Theodor Schwann
म्याथयास् जेकब् ष्लेडन्	Matthias Jacob Schleiden
जे हान्स डी जेन्सेन	J. Hans D. Jensen
पावेल शेरेन्कोव	Pavel Tjerenkov
जेम्स ६ (स्काटलैंड)	Jakob I av England
काशी	Varanasi
घृतकुमारी	Äkta aloe
तिन्त्रिणी	Tamarind
पटना	Patna
श्रीवपोर्ट	Shreveport
रूप्यकम्	Indisk rupie
भेण्डा	Okra
जेम्स् चाडविक	James Chadwick
डोनाल्ड ए ग्लेसर	Donald A. Glaser
भोपाल	Bhopal
होमियोपति	Homeopati
चणकः	Kikärt
चार्ल्स १	Karl I av England
खदिरवृक्षः	Akaciasläktet
चार्ल्स् -अगस्टीन् डि कूलुम्ब	Charles-Augustin de Coulomb
जान कीट्स	John Keats
जीन् ब्याप्टिस्ट् लामार्क्	Jean-Baptiste de Lamarck
सेम्येल टेलर कोलरिज	Samuel Taylor Coleridge
विलियम वालेस	William Wallace
लीयों नील कूपर	Leon Cooper
मेरी १ (इंगलैंड)	Maria I av England
चिबुकम्	Haka
टिमोर	Timor
अग्निप्रस्तरः	Flinta
छत्राकम्	Fruktkropp
जन गण मन	Jana-Gana-Mana
श्रीनिवासरामानुजन्	Srinivasa Aiyangar Ramanujan
जातीफलम्	Muskotsläktet
एडवर्ड ६	Edvard VI av England
गुरु नानक देव	Guru Nanak
लुइस डे ब्रोग्ली	Louis de Broglie
जेम्स् डि व्याट्सन्	James Watson
अङ्गुष्ठः	Tumme
एलेनोर रोज़वेल्ट	Eleanor Roosevelt
पारासेल्सस्	Paracelsus
कुलु	Kullu
भारोत्तोलनक्रीडा	Tyngdlyftning
मराठासाम्राज्यम्	Marathariket
जहाङ्गीरः	Djahangir
शाहजहानः	Shah Jahan
शिमला	Shimla
कार्ल् लाण्ड्स्टैनर्	Karl Landsteiner
शब्दमालिन्यम्	Buller
विलियं हार्वे	William Harvey
जिततैलम्	Olivolja
पर्सी बिश शेली	Percy Bysshe Shelley
सूर्यकान्तितैलम्	Solrosolja
सारनमण्डलम्	Saran (Chapra)
सर् रोनाल्ड् रास्	Ronald Ross
बकमिन्स्टर फुलर	Buckminster Fuller
आस्टन् फ्रान्सिस् विलियम्	Francis Aston
जेर्मेन ग्रीर	Germaine Greer
लक मन्टेगेनियरः	Luc Montagnier
रविशङ्कर	Ravi Shankar
दन्तपाली	Tandkött
वितली गिन्ज़बर्ग	Vitalij L. Ginzburg
सिमोन वान डर मीर	Simon van der Meer
अङ्गप्रत्यारोपणम्	Transplantation
युरोलोजी	Urologi
तक्रम्	Kärnmjölk
मिर्जा गालिब	Mirza Ghalib
शेल्डन ग्लास्हौ	Sheldon Glashow
हरगोविन्द खुराना	Har Gobind Khorana
लक्ष्यसाधनक्रीडा	Bågskytte
ए. आर्. रहमान्	A.R. Rahman
एड्वर्ड् क्याल्विन् केण्डल्	Edward C. Kendall
हिङ्गु	Dyvelsträck
माधवः	Madhava av Sangamagrama
रमोन् मेग्सेसे	Ramon Magsaysay
चाओ फ्रया	Chao Phraya
एन	Anna av Storbritannien
ग्यास्त्रोएन्टेरोलोजी	Gastroenterologi
जडत्वम् (भौतविज्ञानम्)	Tröghet
चार्ल्स २	Karl II av England
केल्विन् विलियं थाम्सन् लार्ड्	William Thomson Kelvin
चार्ल्स एडुआर्ड गुइल्लौमे	Charles Édouard Guillaume
फ्रान्सिस् एच् सि क्रिक्	Francis Crick
वस्त्रनिर्मलीकरणयन्त्रम्	Tvättmaskin
स्लम्डाग् मिलियनेर्	Slumdog Millionaire
जेम्स ७ (स्काटलैंड)	Jakob II av England
स्टीव् इर्विन्	Steve Irwin
मङ्गळूरु	Mangaluru
अल्बर्ट ए मिकेल्सन	Albert Abraham Michelson
जार्ज ३	Georg III av Storbritannien
सन्तरविदासनगरमण्डलम्	Sant Ravidas Nagar
एम् जि रामचन्द्रन्	M.G. Ramachandran
आर्थर एच काम्पटन	Arthur Compton
गतिविज्ञानम्	Dynamik (mekanik)
ट्रिनिडाड	Trinidad
इन्द्रः	Indra
पुनर्जन्म	Själavandring
माइकल ओवेन	Michael Owen
पॉल पोग्बा	Paul Pogba
मिथुनराशिः	Tvillingarna (stjärntecken)
अन्नगन्धिः	Dysenteri
जाह्न (इंगलैंड)	Johan av England
ऊरुः	Lår
आमआदमीपक्षः	Aam Aadmi Party
भारतस्य प्रथमस्वातन्त्र्यसङ्ग्रामः	Sepoyupproret
विलियम ३ (इंगलैंड)	Vilhelm III av England
जार्ज ४	Georg IV av Storbritannien
जार्ज १	Georg I av Storbritannien
मेरी २	Maria II av England
विलियम ४	Vilhelm IV av Storbritannien
रोबर्ट ए मिल्लिकन्	Robert A. Millikan
वायुमालिन्यम्	Luftföroreningar
ली क्वान यु	Lee Kuan Yew
वर्तुलकम्	Bondböna
मेरी १ (स्काटलैंड)	Maria Stuart
लक्ष्मीः	Lakshmi
मन्त्रः	Mantra
हेनरी ५	Henrik V av England
विलियम लारेन्स ब्राग	Lawrence Bragg
क्यावेण्डिष् हेन्रि	Henry Cavendish
औपसर्गिकव्याधिः	Infektionssjukdom
जार्ज २	Georg II av Storbritannien
काली	Kali (hinduism)
सानिया मिर्ज़ा	Sania Mirza
भारतीयपर्वाणि	Festival
आयुर्वेदः	Ayurveda
अमर्त्य सेन	Amartya Sen
जीरकम्	Spiskummin
यमुनानदी	Yamuna
रिचर्ड ३	Rikard III av England
पादः	Ben (kroppsdel)
भारतस्य इतिहासः	Indiens historia
मेथिका	Bockhornsklöver
लेव लाण्डौ	Lev Landau
पृष्ठभागः	Rygg
विलियम हेन्री ब्राग	William Bragg (fysiker)
जार्ज पेजेट थामसन	George Paget Thomson
आकस्मिक चिकित्सा	Första hjälpen
कन्याराशिः	Jungfrun (stjärntecken)
जां बाप्टिस्टे पेरिन	Jean Baptiste Perrin
पोलोक्रीडा	Hästpolo
धर्मः	Dharma
तुलाराशिः	Vågen (stjärntecken)
वृश्चिकराशिः	Skorpionen (stjärntecken)
भौतिकी तुला	Våg (instrument)
जेम्स ५	Jakob V av Skottland
जेम्स ४	Jakob IV av Skottland
प्रिन्‍सटन	Princeton, New Jersey
पाणिपत्	Panipat
ग्रहणम्	Eklips
जाकिर हुसैन	Zakir Husain
अजय देवगन	Ajay Devgan
कन्दशाकम्	Kålrabbi
बहुनेत्रफलम्	Ananassläktet
सिद्धपेयम्	Läskedryck
शिरोमणि अकालीदलम्	Shiromani Akali Dal
सुब्रह्मण्यन् चन्द्रशेखरः	Subramanyan Chandrasekhar
रजनीशः	Osho
लज्जालुसस्यम्	Sensitiva
कबड्डिक्रीडा	Kabaddi
नागरङ्गफलम्	Suckatcitron
डेविड दे हेया	David de Gea
जार्ज् कार्लिन्	George Carlin
चोळवंशः	Chola
चर्मकारः	Skomakare
एडवार्ड् वी एप्पलटन्	Edward Victor Appleton
कोला	Kola (stad)
नार्मन् बोर्लाग्	Norman Borlaug
इगोर वाइ टाम	Igor Jevgenjevitj Tamm
राबर्ट् ब्रौन्	Robert Brown (botaniker)
जोसेफ् लिस्टर्	Joseph Lister, 1:e baron Lister
मासातोशी कोशिबा	Masatoshi Koshiba
हिदेकी युकावा	Hideki Yukawa
लुइ नील	Louis Néel
डेनिस गाबोर	Dennis Gabor
यूजीन विग्नर	Eugene Wigner
हान्स बेथे	Hans Bethe
एरण्डसस्यम्	Ricin (växt)
आजाद हिन्द फौज्	Indian National Army
काकमाची	Belladonna
तक्षशिलाविश्वविद्यालयः	Taxila
मन्ना दे	Manna Dey
जे. बि. एस्. हाल्डेन्	J.B.S. Haldane
वास्तुकम्	Amarantsläktet
लता मङ्गेशकरः	Lata Mangeshkar
सर्वपल्ली राधाकृष्णन्	Sarvepalli Radhakrishnan
काफीसस्यम्	Kaffesläktet
लकुचम्	Mullbärsväxter
पूगवृक्षः	Betelpalm
साम्युयेल् हानिमन्	Samuel Hahnemann
वामनी	Kalmus
ग्वालियर	Gwalior
जूही चावला	Juhi Chawla
नागवल्लीपत्रम्	Piper betle
जपापुष्पम्	Hibiskus
सिंहराशिः	Lejonet (stjärntecken)
ह्यूगो द व्रीस्	Hugo de Vries
रामः	Rama
हेनरी ६	Henrik VI av England
एडवर्ड ४	Edvard IV av England
थियोफ्रास्टस्	Theofrastos
पुतिहासस्यम्	Åkermynta
पारसीकयवानी	Bolmört
अरग्वदवृक्षः	Cassia fistula
प्रियङ्गुः	Kolvhirs
कर्कटराशिः	Kräftan (stjärntecken)
आम्रम्	Mangosläktet
वितुन्नः	Plymört
एडवार्ड गिबन	Edward Gibbon
हेनरी ४	Henrik IV av England
कुम्भराशिः	Vattumannen (stjärntecken)
महानिम्बिसस्यम्	Zedrak
स्पन्दमापिनी	Stetoskop
जेन	Jane Grey
प्रयागः	Allahabad
ओन्कोलोजी	Onkologi
सी टी आर विल्सन	C.T.R. Wilson
सोनिया गान्धी	Sonia Gandhi
विलियम शाक्ली	William B. Shockley
निमेन्या विडिच	Nemanja Vidić
द डार्क् नैट्	The Dark Knight
श्यामाकः	Hönshirser
वृषभराशिः	Oxen (stjärntecken)
मकरराशिः	Stenbocken (stjärntecken)
साङ्ख्यदर्शनम्	Samkhya
हरितगृहम्	Växthus
मरीचिका (शाकम्)	Chilipeppar
चित्रदुर्गमण्डलम्	Chitradurga
मधुरकूष्माण्डम्	Pumpa
पालङ्कः	Rödbeta
उन्नतकूर्दनम्	Höjdhopp
स्टार् वार्स्:दि फ़ांटम् मेनस्	Star Wars: Episod I – Det mörka hotet
परावर्तनम् (भौतविज्ञानम्)	Reflexion (fysik)
इसिडोर ऐजक रबि	Isidor Isaac Rabi
बैटमेन बिगिंस्	Batman Begins
चम्पकम्	Magnolia champaca
मध्यमा	Långfinger
विजयनगरसाम्राज्यम्	Vijayanagar
तिरुवनन्तपुरम्	Thiruvananthapuram
गुल्फः	Vrist
कार्ल् डी एन्डरसन्	Carl D. Anderson
धूमनीहारः	Smog
दार्जिलिङ्ग	Darjeeling
श्रीनगरम्	Srinagar
डिमीटार बरबाटोव	Dimitar Berbatov
आण्ड्रियेस् वेसेलियस्	Andreas Vesalius
ओलम्पिक् ज्वाला	Den olympiska elden
अगर्तला	Agartala
निम्बः	Neem
एडवर्ड ५	Edvard V av England
पार्वती	Parvati
प्रलम्बकूर्दनम्	Längdhopp
जानुवातः सन्धिवातश्च	Ledinflammation
रोबर्ट वूड्रो विल्सन	Robert Woodrow Wilson
मृदुकन्दुक-क्रीडा	Softboll
बाणभट्टः	Banabhatta
शतद्रुनदी	Sutlej
भुवनेश्वरम्	Bhubaneswar
रक्तदुर्गम् (आग्रा)	Röda fortet i Agra
भारतस्य राष्ट्रियचिह्नम्	Indiens statsvapen
जार्ज् क्युव्ये	Georges Cuvier
पर्सी ब्रिजमन	Percy W. Bridgman
स्टीवन चू	Steven Chu
कटनी	Murwara
डैरेन फ्लेचर	Darren Fletcher
मरे गेलमन	Murray Gell-Mann
प्योट्र कापिट्सा	Pjotr Kapitsa
एमिलियो गीनो सेग्रे	Emilio Segrè
कनीनिका	Pupill
मनोरञ्जनं	Underhållning
प्रेमचन्दः	Munshi Premchand
हिब्रूविश्वविद्यालयः (येरुशलम्)	Hebreiska universitetet i Jerusalem
अंटोनियो वालेंसिया	Antonio Valencia
पार्ष्णिः	Häl
रेमन्ड डेविस जुनियर	Raymond Davis Jr.
थामस् हण्ट् मार्गन्	Thomas H. Morgan
गाब्रियोलो फालोपियस्	Gabriele Falloppio
सेसिल पावेल	Cecil Powell
लुइ अल्वारेज़	Luis Alvarez
अन्ताराष्ट्रियः व्यापारः	Internationell handel
खजुराहो	Khajuraho
खण्डकाव्यानि	Ode
फतेह्-पुर्-सिक्री	Fatehpur Sikri
डा. जयन्त नारळीकर	Jayant Narlikar
जिद्दु कृष्णमूर्ति	Jiddu Krishnamurti
स्टीवन वैनबर्ग	Steven Weinberg
जोर्ज एफ स्मूट	George F. Smoot
लीयो एसाकी	Leo Esaki
पुनर्गमनवाद	Rekursion
सुवर्णमन्दिरम्	Gyllene templet
आदिशङ्कराचार्यः	Adi Shankara
स्टार् वार्स्:अटाक् आफ़् दि क्लोन्स्	Star Wars: Episod II – Klonerna anfaller
साञ्चीस्तूपः	Sanchi
ब्रायन जोसेफसन	Brian D. Josephson
चेन निंग यांग	Chen Ning Yang
महाथिर मोहमद	Mahathir bin Mohamad
तन्त्रशास्त्रम्	Tantra
कर्पूरम्	Kamfer
झांसी लक्ष्मीबाई	Rani Lakshmibai
अगस्टा, जार्जिया	Augusta, Georgia
प्लास्टिक शल्यचिकित्सा	Plastikkirurgi
अलङ्काराः	Stilfigur
आडुबान् जान् जेम्स्	John James Audubon
रेखिचिकित्सा	Reiki
श्रीरामकृष्णपरमहंसः	Ramakrishna
जलमालिन्यम्	Vattenförorening
हंस:	Anser (släkte)
मोक्षः	Moksha
जीवविकासवादः	Darwinism
ॐ	Aum
थामस् हेन्रि हक्स्लि	Thomas Henry Huxley
अजन्तागुहाः	Ajantagrottorna
पेट्रिक एम एस ब्लाकेट	Patrick M.S. Blackett
सिन-इतिरो तोमोनागा	Shinichiro Tomonaga
चार्ल्स् एच् टाउन्स्	Charles H. Townes
गेरार्डस 'टी हूफ्ट	Gerard 't Hooft
मारीस् एच् विल्किन्स्	Maurice Wilkins
तर्जनी	Pekfinger
हास्टिंग्स बान्डा	Hastings Banda
दण्डकूर्दनम्	Stavhopp
ब्राह्मीलिपिः	Brahmi
मणिबन्धः	Handled
अर्जुनः	Arjuna
मिग्नेल् सर्वेटस्	Miguel Serveto
वैश्यः	Vaishya
अयोध्या	Ayodhya
गङ्गटोक्	Gangtok
धर्मशाला, हिमाचलप्रदेशः	Dharmsala
जुलियन श्विंगर	Julian Schwinger
विलिस इ लाम्ब	Willis E. Lamb
राष्ट्रियध्वजः	Nationsflagga
दाहोदमण्डलम्	Dohad (distrikt)
कार्लो रुबिया	Carlo Rubbia
त्रिः कूर्दनम्	Tresteg
राबर्ट १	Robert I av Skottland
कुतुब् मिनार्	Qutab Minar
डैनी वेल्बेक	Danny Welbeck
चन्द्रगुप्तमौर्यः	Chandragupta Maurya
पुराणानि	Puranas
हनुमान्	Hanuman
पत्नी	Maka (äktenskap)
राष्ट्रियपुस्तकालयः (इजरायल्)	National Library of Israel
नेविल एफ मोट्ट	Nevill F. Mott
एल्लोरागुहाः	Elloragrottorna
पाणिनिः	Panini (vetenskapsman)
मेल्विन श्वार्ट्ज	Melvin Schwartz
निकोलास ब्लोम्बर्गन	Nicolaas Bloembergen
इस्कान् संस्था	Hare Krishna
हिब्रूभाषा-अकादमी	Akademin för det hebreiska språket
आर्थर एल शालो	Arthur L. Schawlow
मेमेन्टो	Memento
जेम्स रेनवाटर	James Rainwater
विलियम डी फिलिप्स	William D. Phillips
मार्टिन राइल	Martin Ryle
फिलिप दबल्यु एन्डरसन	Philip W. Anderson
फ्रान्सिस् गाल्टन्	Francis Galton
लुक्रेजिया बोर्गिया	Lucrezia Borgia
सीता	Sita
गोदावरीनदी	Godavari
प्राकृतम्	Prakrit
श्री अरविन्दः	Aurobindo
अनामिका	Ringfinger
ऐजोल	Aizawl
छन्दः	Versmått
लीयोन एम लीडरमन	Leon M. Lederman
चार्ल्स बार्क्ले	Charles Barkley
भारतस्य प्रधानमन्त्री	Indiens premiärminister
ए जे लेगेट	Anthony J. Leggett
काजीराङ्गाराष्ट्रियोद्यानम्	Kaziranga nationalpark
वर्नियरमापकम्	Nonieskala
जेम्स क्रोनिन	James Cronin
कृष्णा	Krishnafloden
केनेथ् जी विल्सन्	Kenneth G. Wilson
