Afríka	Afrika
Muse Watson	Muse Watson
Hōryū-ji	Horyu-ji
Uffa Fox	Uffa Fox
Pamela	Pamela
Elizabeth Loftus	Elizabeth Loftus
Blátjald	Chroma key
Louise Lombard	Louise Lombard
Amy Sedaris	Amy Sedaris
Ingigerður Haraldsdóttir af Noregi	Ingegerd Haraldsdotter
Margit Sandemo	Margit Sandemo
Agnes af Brandenborg	Agnes av Brandenburg
Halla Margrét Árnadóttir	Halla Margrét Árnadóttir
Rachel Miner	Rachel Miner
Sara Bergmark Elfgren	Sara Bergmark Elfgren
Birgitta Haukdal	Birgitta Haukdal
Vala Flosadóttir	Vala Flosadóttir
Yrsa Sigurðardóttir	Yrsa Sigurðardóttir
Ellen MacArthur	Ellen MacArthur
Penelope Lively	Penelope Lively
Adrianne Palicki	Adrianne Palicki
Höfundaréttur	Upphovsrätt
Barbara Kruger	Barbara Kruger
Ingibjörg Sólrún Gísladóttir	Ingibjörg Sólrún Gísladóttir
Margrét friðkolla	Margareta Fredkulla
Les Paul	Les Paul
Aflagssögn	Deponensverb
Antósýanefni	Antocyanin
Kath Soucie	Kath Soucie
Íslenski hesturinn	Islandshäst
Lill Lindfors	Lill Lindfors
Kaliforníuháskóli í Santa Barbara	University of California, Santa Barbara
Bertrand Gille	Bertrand Gille
Jordan Mechner	Jordan Mechner
Kreml	Kreml
Dagmar af Bæheimi	Dagmar av Böhmen
Alejandro Jodorowsky	Alejandro Jodorowsky
Nu metal	Nu-metal
International Harvester	International Harvester
Huskvarna	Huskvarna
Steini sterki	Starke Staffan
Emperor	Emperor
Kastalavirkið í Graz	Grazer Schloßberg
Common Gateway Interface	Common Gateway Interface
Gianni Versace	Gianni Versace
Sódavatn	Bordsvatten
Marcia Wallace	Marcia Wallace
Um skáldskaparlistina	Om diktkonsten
Aileen Wuornos	Aileen Wuornos
Menningarkimi	Subkultur
Vadstena	Vadstena
Bein	Ben (skelett)
Ólafur hungur	Olof Hunger
Margrét Sambiria	Margareta Sambiria av Pommerellen
Concrete	Concrete (album)
Iamamiwhoami	Iamamiwhoami
Wayne Rooney	Wayne Rooney
Portolanokort	Portolan
Astara (Aserbaídsjan)	Astara
Stepmom	Vid din sida
Mandy Patinkin	Mandy Patinkin
Angíótensín II	Angiotensin
Ivar Lo-Johansson	Ivar Lo-Johansson
Teketill Russells	Russells tekanna
Þvottaklemma	Klädnypa
Rafhlaða	Batteri
Kríton (Platon)	Kriton
Bílastæði	Parkering
Póststrúktúralismi	Poststrukturalism
Oxfam	Oxfam
Westwood Studios	Westwood Studios
Mankala	Mancala
Darwin	Darwin (olika betydelser)
Screen Actors Guild-verðlaun	Screen Actors Guild Awards
Wireless Markup Language	Wireless Markup Language
Sporger ferill	Elliptisk kurva
Marilyn Waring	Marilyn Waring
Wendy Schaal	Wendy Schaal
Hugo Banzer	Hugo Banzer
Svaneðlur	Plesiosaurier
Fimmta konungsættin	Egyptens femte dynasti
Georg 5.	Georg V av Storbritannien
Eldgosið í Eyjafjallajökli 2010	Eyjafjallajökulls utbrott 2010
Suffocation	Suffocation
Enska úrvalsdeildin 2005-06	FA Premier League 2005/2006
Kósi	Öljett
Járnfrúin (kvikmynd)	Järnladyn (film)
Don Rickles	Don Rickles
Hryðjuverkin 29. mars 2010	Bombdåden i Moskvas tunnelbana 2010
Sjötta konungsættin	Egyptens sjätte dynasti
Rockefeller-háskóli	Rockefeller University
Apple TV	Apple TV
Pétur Pan (kvikmynd 1953)	Peter Pan (film)
Vampire Knight	Vampire Knight
Scream 2	Scream 2
Írskt pund	Irländskt pund
Persónuleikaröskun	Personlighetsstörning
Silt	Silt
Opinbert fyrirtæki	Statligt bolag
Kjúlli litli	Lilla kycklingen
Álenska	Åländska
Álandshaf	Ålands hav
Åmål	Åmål
Ånge	Ånge
Åre	Åre
Årjäng	Årjäng
Herkúles (kvikmynd)	Herkules (film)
Pýtonslanga	Python (släkte)
Ása	Åsa
Åseda	Åseda
Åsele	Åsele
Åstorp	Åstorp
Åtvidaberg	Åtvidaberg
Jaboatão dos Guararapes	Jaboatão dos Guararapes
Hallgrímskirkja (Reykjavík)	Hallgrímskirkja
Daryl Sabara	Daryl Sabara
Strandfura	Terpentintall
Fiskinet	Fisknät
Þríforkur	Treudd (vapen)
Katekólamín	Katekolamin
James Mill	James Mill
Landslagsþáttur	Landform
Charles Le Brun	Charles Le Brun
Flotfræði	Reologi
Persónuleiki	Personlighetsteori
Mýósín	Myosin
Karen	Karen (folkslag)
Sinfónísk ljóð	Symfonisk dikt
Próklos	Proklos
Ducati	Ducati
Snemmgrískur tími	Arkaisk tid
Thích Quảng Đức	Thích Quảng Đức
Franska Miðbaugs-Afríka	Franska Ekvatorialafrika
Kaupmáttur	Köpkraft
Matarsjúkdómur	Matförgiftning
Skógláp	Shoegazing
Van Morrison	Van Morrison
Jill Johnson	Jill Johnson
Endanlegt mengi	Ändlig mängd
Samgæði	Kollektiv nyttighet
Tíðindalaust á vesturvígstöðvunum	På västfronten intet nytt (1930)
John L. Austin	J.L. Austin
Fatboy Slim	Fatboy Slim
Gallsteinar	Gallsten
Listi yfir þjóðtungur Indlands	Lista över Indiens officiella språk
John Hancock	John Hancock
Híerónýmusarklaustrið (Lissabon)	Mosteiro dos Jerónimos
Epidót	Epidot
Rómverskar nafnavenjur	Romerska namn
Kazuo Ishiguro	Kazuo Ishiguro
The Elephant Man	Elefantmannen (film)
Jakob 2. Skotakonungur	Jakob II av Skottland
Eivør Pálsdóttir	Eivør Pálsdóttir
Ciara Bravo	Ciara Bravo
Kristen Schaal	Kristen Schaal
Estelle Harris	Estelle Harris
Joan Cusack	Joan Cusack
Robert Patrick	Robert Patrick
Símonídes frá Keos	Simonides från Keos
Martini (kokkteill)	Dry Martini
Keke Palmer	Keke Palmer
R. Kelly	R. Kelly
Skutur	Akter
Klippari	Klipperskepp
Lýsa	Vitling
Högnun	Arbitrage
Mótmæli	Protest
Reykelsi	Rökelse
Emerson, Lake & Palmer	Emerson, Lake & Palmer
Skotbakvörður	Shooting guard
Amintore Fanfani	Amintore Fanfani
Sangria	Sangria
Hlutheildun	Partialintegration
Ítalíustríðin	Italienska krigen
Málsvörn Sókratesar (Platon)	Sokrates försvarstal
Seneca eldri	Seneca den äldre
Göngu-Hrólfur	Rollo
Fjórvegur	Quadrivium
Alina Devecerski	Alina Devecerski
Hrúga (tölvunarfræði)	Heap (datastruktur)
Patrick Pearse	Patrick Pearse
Spælegg	Stekt ägg
Eiturvirkni	Toxicitet
Bakarí	Bageri
Listi yfir þjóðhöfðingja Navarra	Lista över Navarras monarker
Súmersk trúarbrögð	Sumerisk mytologi
Baksund	Ryggsim
Captain America: The First Avenger	Captain America: The First Avenger
Ullserkur	Fjällig bläcksvamp
Caernarfonkastali	Caernarfon Castle
Scratch	Scratch (programspråk)
Propylaea	Propyléer
Fíkjutré Benjamíns	Benjaminfikus
Marouane Fellaini	Marouane Fellaini
O Clone	O Clone
Kasímír hrif	Casimireffekten
Skíði (hvalir)	Barder
Hallatala	Riktningskoefficient
Textarýni	Textkritik
Skjávarpi	Videoprojektor
Smurbrauð	Smörrebröd
Fríða Á. Sigurðardóttir	Fríða Á. Sigurðardóttir
Kirsten Vangsness	Kirsten Vangsness
Gliese 581 e	Gliese 581 e
90210	90210 (TV-serie)
Skáli	Paviljong
Jim Varney	Jim Varney
Húsapuntur	Kvickrot
Joe Mantegna	Joe Mantegna
H. Jon Benjamin	H. Jon Benjamin
Marens	Maräng
A Cinderella Story	En askungesaga
Skrímsli	Monster
Paul Rudd	Paul Rudd
Ameríkudeildin (NFL)	American Football Conference
Borgarnes	Borgarnes
Ismail Ibn Sharif	Ismail (sultan)
Suðaustur-Asíubandalagið	Southeast Asia Treaty Organization
Panic! At The Disco	Panic! at the Disco
Kakemono	Kakemono
Loona	Loona
Estrógen	Östrogen
Mödling	Mödling
Viðkvæmar tegundir	Sårbar
Baugur Group	Baugur Group
Hvalfjarðarsveit	Hvalfjarðarsveit
Málsvari andskotans	Djävulens advokat
Mitch Pileggi	Mitch Pileggi
Béla Kiss	Béla Kiss
Meistaradeild Evrópu 1998-99	Uefa Champions League 1998/1999
Geena Davis	Geena Davis
A4	A4
CNRS	Centre national de la recherche scientifique
Ránjaxl	Rovtänder
Georg 6. Bretlandskonungur	Georg VI av Storbritannien
Tímon frá Flíos	Timon från Fleios
Degu	Degu (gnagare)
Kurteisi	Artighet
André Franquin	André Franquin
Pípuorgel	Orgel
Batman (aðgreining)	Batman (olika betydelser)
Dynjandi	Dynjandi
Kawaii	Kawaii
Hans Egede	Hans Egede
Bandamanna saga	De sammansvurnas saga
Roma (Svíþjóð)	Roma (tätort)
Barónett	Baronet
Íverufall	Inessiv
Hið fullkomna morð	Ett perfekt mord
Yu Suzuki	Yu Suzuki
Ábendingarfornafn	Demonstrativa pronomen
Mangoldtsfallið	Mangoldtfunktionen
BOPE	Batalhão de Operações Policiais Especiais
Sjávarsalt	Havssalt
Trent Reznor	Trent Reznor
Corona (hljómsveit)	Corona (musikgrupp)
Bjarte Myrhol	Bjarte Myrhol
Basil Zaharoff	Basil Zaharoff
Mugello	Mugello
Private Practice	Private Practice
Langisjór	Langisjór
Ringsted	Ringsted
Sæmundur fróði Sigfússon	Sämund Frode
Lola Glaudini	Lola Glaudini
Árjúratímabilið	Äldre jura
Karneades	Karneades
Hið alsjáandi auga	Det allseende ögat
Lill-Babs	Lill-Babs
Siw Malmkvist	Siw Malmkvist
Imelda Marcos	Imelda Marcos
Indverski flughundur	Badul
Medea (Evripídes)	Medea (pjäs)
BLAST	BLAST
ABC-ríkin	ABC-staterna
Abbas 2.	Abbas II av Persien
Simon Blackburn	Simon Blackburn
Þóra Arnórsdóttir	Þóra Arnórsdóttir
Ísabella Bruce	Isabel Bruce
Mechthilde af Holtsetalandi	Mechtild av Holstein
Ingibjörg Eiríksdóttir af Danmörku	Ingeborg Eriksdotter av Danmark
Sylwia Grzeszczak	Sylwia Grzeszczak
Ríkissa Valdimarsdóttir	Rikissa av Danmark
Evfemía af Rügen	Eufemia av Arnstein
The Hives	The Hives
Akademisk Boldklub	Akademisk Boldklub
The Canterville ghost	Spöket på Canterville
Gordy	Gordy
Emily Browning	Emily Browning
G.I. Joe: The Rise of Cobra	G.I. Joe: The Rise of Cobra
Japanska karlalandsliðið í handknattleik	Japans herrlandslag i handboll
Málari	Målning (hantverk)
Þórbergur Þórðarson	Þórbergur Þórðarson
Guðleysi	Agnosticism
Marjorie Estiano	Marjorie Estiano
Bleklar	Coprinus
Codex Ephraemi Rescriptus	Codex Ephraemi Rescriptus
Evrópumeistaramót karla í handknattleik 1994	Europamästerskapet i handboll för herrar 1994
Leonora Dori	Leonora Dori
Greta Salóme Stefánsdóttir	Gréta Salóme
Cristina Scabbia	Cristina Scabbia
Íþróttabandalag Akraness	Íþróttabandalag Akraness
Íþróttafélagið Fylkir	Fylkir
Ísafjarðardjúp	Ísafjarðardjúp
Ísafjarðarbær	Ísafjarðarbær
AFC Austur	AFC East
Ísleifur Gissurarson	Ísleifur Gissurarson
Listeria monocytogenes	Listeria monocytogenes
Poison	Poison
AFS	AFS Interkulturell Utbildning
Demodex	Demodex
Monte Carlo (aðgreining)	Monte Carlo (olika betydelser)
Ernst	Ernst
Ólafur Jóhann Sigurðsson	Ólafur Jóhann Sigurðsson
Ólafur Jóhannesson (f. 1913)	Ólafur Jóhannesson
Ólafur Indriði Stefánsson	Ólafur Stefánsson
Ólafur Thors	Ólafur Thors
Ólafsvaka	Ólavsøka
Oscar De La Hoya	Oscar de la Hoya
Ödeshög	Ödeshög
Ödípús í Kólonos	Oidipus i Kolonos
Krítías	Kritias
Emilia Plater	Emilia Plater
Sía	Sia
Yb	YB
Mihai Ghimpu	Mihai Ghimpu
Fergie	Fergie
Róbert 3. Skotakonungur	Robert III av Skottland
Aulus Gellius	Aulus Gellius
César Azpilicueta	César Azpilicueta
Matthew Morrison	Matthew Morrison
David Caruso	David Caruso
Jay Sean	Jay Sean
Richard Pryor	Richard Pryor
James Randi	James Randi
Aþenajos	Athenaios
Jerry Lewis	Jerry Lewis
William Randolph Hearst	William Randolph Hearst
John Searle	John Searle
Johnny Knoxville	Johnny Knoxville
John Leguizamo	John Leguizamo
Clyde Drexler	Clyde Drexler
G.E. Moore	George Edward Moore
Vistsvæði	Ekoregion
Camille Flammarion	Camille Flammarion
Paul Stanley	Paul Stanley
Rif	RIF
FSH	FSH
VPN	VPN
Victor Moses	Victor Moses
César Cielo	César Cielo
Tom Hiddleston	Tom Hiddleston
Carlos Saura	Carlos Saura
Jon Favreau	Jon Favreau
George Herbert Mead	George Herbert Mead
Kalmar	Kalmar (olika betydelser)
Sam Harris	Sam Harris
Klement Gottwald	Klement Gottwald
George Pólya	George Pólya
Cory Monteith	Cory Monteith
Rob Lowe	Rob Lowe
Jon Lovitz	Jon Lovitz
Blake Clark	Blake Clark
Alistair Darling	Alistair Darling
Mark Harmon	Mark Harmon
Olíumálning	Oljefärg
Chace Crawford	Chace Crawford
Bam Margera	Bam Margera
Gaius Sempronius Gracchus	Gaius Gracchus
Giovanni Giolitti	Giovanni Giolitti
Valdimar mikli Knútsson	Valdemar den store
Ed Westwick	Ed Westwick
Wacław Sierpiński	Wacław Sierpiński
Kerry King	Kerry King
David Moyes	David Moyes
Pródíkos	Prodikos
Panætíos	Panaitios
Ferdínand 1. de' Medici	Ferdinand I de' Medici
Vashti Bunyan	Vashti Bunyan
Philippa Foot	Philippa Foot
Léonin	Leoninus
Tom Morello	Tom Morello
Nemanja Matić	Nemanja Matić
Öregrund	Öregrund
Friðrik V	Fredrik V
Eyrarsundsbrúin	Öresundsförbindelsen
Örkelljunga	Örkelljunga
Lee Strasberg	Lee Strasberg
Fred Thompson	Fred Thompson
Joss Whedon	Joss Whedon
Davíð Oddsson	Davíð Oddsson
Öræfajökull	Öræfajökull
Lucius Aemilius Paullus Macedonicus	Lucius Aemilius Paullus
Willow Smith	Willow Smith
Kleon	Kleon
John Wayne Gacy	John Wayne Gacy
Thomas Keneally	Thomas Keneally
Österbymo	Österbymo
Jeffrey Dahmer	Jeffrey Dahmer
Rahm Emanuel	Rahm Emanuel
Isiah Thomas	Isiah Thomas
Saul Kripke	Saul Kripke
Austurríki í Söngvakeppni evrópskra sjónvarpsstöðva	Österrikes bidrag i Eurovision Song Contest
Pat Morita	Pat Morita
Billy Connolly	Billy Connolly
Alkman	Alkman
Hippasos	Hippasos
Phil Lynott	Phil Lynott
Tom Kenny	Tom Kenny
Peter MacNicol	Peter MacNicol
Lene Espersen	Lene Espersen
Steiking	Stekning
Kvöld í klúbbnum	A Night at the Roxbury
Kenning um réttlæti	En teori om rättvisa
Hundastelling	Hundställningen
Make	Make (datorprogram)
Freenode	Freenode
Foobar2000	Foobar2000
Aalter	Aalter
Maísíld	Majfisk
Xi Zhongxun	Xi Zhongxun
New Super Mario Bros.	New Super Mario Bros.
Bartolomeo Cristofori	Bartolomeo Cristofori
Sigmundur Brestisson	Sigmundur Brestisson
Móhnefla	Sillkremla
Oh, Inverted World	Oh, Inverted World
Aaron Swartz	Aaron Swartz
Beinn kostnaður	Direkt kostnad
Upernavik	Upernavik
Tvíkynjungur	Hermafrodit
Hræbjöllur	Asbaggar
Aspromonte	Aspromonte
Austurríska karlalandsliðið í handknattleik	Österrikes herrlandslag i handboll
Skriðdýrin	Rugrats
Spákvistur	Slagruta
Póstlisti	Sändlista
Ísöld (kvikmynd)	Ice Age
Hällefors	Hällefors
Quidditch	Quidditch
IBook	Ibook
Pwd	Pwd
Hugin	Hugin (programvara)
IWork	Iwork
Múm	Múm
Beta-karótín	Betakaroten
ISight	Isight
Betalaktam-lyf	Beta-laktam
EMac	Emac
W3m	W3m
Betasundrun	Betasönderfall
Austræn heimspeki	Österländsk filosofi
Mart Laar	Mart Laar
Överkalix	Överkalix
Öxarfjörður	Axarfjörður
Öxará	Öxará
Dóttir	Dotter
Drift	Avdrift
Fráleiðsla	Abduktion
James Gandolfini	James Gandolfini
Hillingar	Hägring
Kvenhatur	Misogyni
Mac Pro	Mac Pro
Mac mini	Mac Mini
London Aquatics Centre	London Aquatics Centre
Stopmotion	Stop motion
Lítill framherji	Small forward
Forsæti Ráðs Evrópusambandsins	Ordförandeskapet i Europeiska unionens råd
Háttvísir broddborgarar	Borgarklassens diskreta charm
Northrop F-5	Northrop F-5 Freedom Fighter
Rafleiðni	Konduktans
Glastonbury-hátíðin	Glastonburyfestivalen
Sjóveiki	Rörelsesjuka
Spegilfruma	Spegelneuron
Danmörk í Söngvakeppni evrópskra sjónvarpsstöðva	Danmarks bidrag i Eurovision Song Contest
Næturdýr	Nattaktiv
Jean Giraud	Jean Giraud
Þjóðgarður Grænlands	Grönlands nationalpark
Avaris	Avaris
Ríkisháskólinn í Ohio	Ohio State University
Northwestern-háskóli	Northwestern University
Mercator-vörpun	Mercators projektion
Ryūtarō Hashimoto	Ryutaro Hashimoto
Beyblade	Beyblade
Náttúrugripasafnið í London	Natural History Museum
Will Wright	Will Wright
Greg Grunberg	Greg Grunberg
Ed Gein	Ed Gein
Ritchie Valens	Ritchie Valens
Fernando Arrabal	Fernando Arrabal
Nicolas Malebranche	Nicolas Malebranche
Bruce Campbell	Bruce Campbell
Peyo	Peyo
Tyrone Power	Tyrone Power
Namco	Namco
Joseph Greenberg	Joseph Greenberg
Hans Christian Gram	Christian Gram
Crispin Glover	Crispin Glover
Awesome	Awesome (fönsterhanterare)
Karl hertogi af Orléans	Karl, hertig av Orléans
Kleanþes	Kleanthes
Eiríkur helgi	Erik den helige
Bill Bryson	Bill Bryson
Palmiro Togliatti	Palmiro Togliatti
Manuel Castells	Manuel Castells
Lýsías	Lysias
Pete Wentz	Pete Wentz
Curtis Mayfield	Curtis Mayfield
Ammoníos Sakkas	Ammonios Sakkas
Martin Amis	Martin Amis
Alasdair MacIntyre	Alasdair MacIntyre
Harold Shipman	Harold Shipman
Denis Leary	Denis Leary
Jim Cummings	Jim Cummings
Will Sasso	Will Sasso
Antonio Negri	Antonio Negri
Freddy Adu	Freddy Adu
Alan Alda	Alan Alda
Kristján Eldjárn	Kristján Eldjárn
Karl Knútsson Bonde	Karl Knutsson (Bonde)
Shunzhi	Shunzhi-kejsaren
George Robert Gray	George Robert Gray
Robert Wagner	Robert Wagner (skådespelare)
Ivano Balić	Ivano Balić
Miguel Najdorf	Miguel Najdorf
Dennis Kucinich	Dennis Kucinich
Glenn Beck	Glenn Beck
Húsamaur	Kompostmyra
Bakkylídes	Bakchylides
Tækniháskóli Darmstadt	Darmstadts tekniska universitet
John Jay	John Jay
MiRNA	MikroRNA
Jamblikkos	Iamblichos från Chalkis
Peter Dinklage	Peter Dinklage
William Walton	William Walton
Bill O'Reilly	Bill O'Reilly
Rasmus Kristján Rask	Rasmus Rask
Þátttökulýðræði	Deltagardemokrati
Magnús góði	Magnus den gode
Haraldur 2. Danakonungur	Harald II av Danmark
Wallace Shawn	Wallace Shawn
Jeff Bennett	Jeff Bennett
Karl Rove	Karl Rove
Nurhaci	Nurhaci
William Rehnquist	William Rehnquist
Brasídas	Brasidas
Lawrence Kohlberg	Lawrence Kohlberg
Gigi D'Agostino	Gigi D'Agostino
Penn Badgley	Penn Badgley
Chris Farley	Chris Farley
Jason Alexander	Jason Alexander
Charles Taylor	Charles Taylor (filosof)
Peter Frederick Strawson	Peter Frederick Strawson
Lundar	Lunnesläktet
Philippe de Vitry	Philippe de Vitry
Jason Priestley	Jason Priestley
Donald Davidson	Donald Davidson
Herbert Paul Grice	Paul Grice
Josh Peck	Josh Peck
Bill Richardson	Bill Richardson
Giuseppe Ungaretti	Giuseppe Ungaretti
William Petersen	William Petersen
Orlando Gibbons	Orlando Gibbons
Mike Epps	Mike Epps
Chris Diamantopoulos	Chris Diamantopoulos
Rob Paulsen	Rob Paulsen
Joel McHale	Joel McHale
Magnús berfættur	Magnus Barfot
Aristarkos frá Samóþrake	Aristarchos från Samothrake
Adam Baldwin	Adam Baldwin
Pöddusveppir	Cordyceps
Léttir	Vanliga delfiner
Chinguetti	Chinguetti
Róbert 2. Skotakonungur	Robert II av Skottland
Vilhjálmur ljón	Vilhelm I av Skottland
Ríkharður 2. af Normandí	Rikard II av Normandie
Stanisław Wyspiański	Stanisław Wyspiański
Giorgio Moroder	Giorgio Moroder
Harold Holt	Harold Holt
Bob Woodward	Bob Woodward
Crème brûlée	Crème brûlée
Rauðáta	Calanus finmarchicus
David Lodge	David Lodge
Ludwig Scotty	Ludwig Scotty
Sigurður Jórsalafari	Sigurd Jorsalafarare
Nick Hornby	Nick Hornby
Chris Isaak	Chris Isaak
Helíodóros frá Emesa	Heliodoros från Emesa
Brian Wilson	Brian Wilson
Hákon 6. Magnússon	Håkan Magnusson
Vilhjálmur 1. af Normandí	Vilhelm I av Normandie
Aristófanes frá Býzantíon	Aristofanes från Bysans
David McCallum	David McCallum
Jean Anthelme Brillat-Savarin	Jean Anthelme Brillat-Savarin
Tommy Thayer	Tommy Thayer
Jonathan Togo	Jonathan Togo
Arthur Cecil Pigou	Arthur Pigou
Chris Hardwick	Chris Hardwick
John Banville	John Banville
Soulja Boy	Soulja Boy Tell 'Em
Kyu Sakamoto	Kyu Sakamoto
Hákon háleggur	Håkon Magnusson
Peter Nalitch	Pjotr Nalitj
Peter Carey	Peter Carey
Demetríos frá Faleron	Demetrios från Faleron
Romelu Lukaku	Romelu Lukaku
Algirdas Julien Greimas	Algirdas Julien Greimas
Jason Lezak	Jason Lezak
Gilbert Ryle	Gilbert Ryle
Jonah Hill	Jonah Hill
Lon Nol	Lon Nol
Ian Smith	Ian Smith
Vladimir Propp	Vladimir Propp
Willard Scott	Willard Scott
Manute Bol	Manute Bol
Matthew Gray Gubler	Matthew Gray Gubler
Chris Vance	Chris Vance
Absalon erkibiskup	Absalon Hvide
Vanilla Ice	Vanilla Ice
Ivanoe Bonomi	Ivanoe Bonomi
Ólafur 4. Hákonarson	Olof av Danmark och Norge
Thomas Vinterberg	Thomas Vinterberg
Eiríkur Magnússon prestahatari	Erik Magnusson av Norge
Egill Skalla-Grímsson	Egil Skallagrimsson
Magnús Eiríksson smek	Magnus Eriksson
Harry Reid	Harry Reid
Tokugawa Hidetada	Tokugawa Hidetada
Ænesidemos	Ainesidemos
Erving Goffman	Erving Goffman
José Luís Peixoto	José Luís Peixoto
Hákon Aðalsteinsfóstri	Håkon Adalsteinsfostre
Edward Burns	Edward Burns
Leonardo Bruni	Leonardo Bruni
Gormur gamli	Gorm den gamle
Ragnar loðbrók	Ragnar Lodbrok
Ferdinand 2. stórhertogi	Ferdinand II de' Medici
Eysteinn Magnússon (konungur)	Öystein Magnusson
Marcus Pacuvius	Marcus Pacuvius
Misha Collins	Misha Collins
Hal Holbrook	Hal Holbrook
Philippe de Champaigne	Philippe de Champaigne
Donald Faison	Donald Faison
Jean Picard	Jean Picard
Pieter de Hooch	Pieter de Hooch
John Waters	John Waters
Michael Richards	Michael Richards
Longos	Longos
Karl Sörkvisson	Karl Sverkersson
Arnolfo di Cambio	Arnolfo di Cambio
Giancarlo Giannini	Giancarlo Giannini
Dong Fangzhuo	Dong Fangzhuo
Kelsos	Kelsos
Frank Plumpton Ramsey	Frank P. Ramsey
Alex Turner	Alex Turner
Jón Þór Birgisson	Jón Þór Birgisson
Jólasveinn	Jultomten
Kóróhaf	Korohavet
Lars Lagerbäck	Lars Lagerbäck
The Streets	The Streets
John C. McGinley	John C. McGinley
Ryan Dunn	Ryan Dunn
Hákon gamli	Håkon Håkonsson
Ólafur kyrri	Olav Kyrre
Georg Brandes	Georg Brandes
Alan Hollinghurst	Alan Hollinghurst
Týrtajos	Tyrtaios
Mímnermos	Mimnermos
Joe Sakic	Joe Sakic
Scott Grimes	Scott Grimes
Jafnræðisreglan	Likhet inför lagen
Eça de Queirós	José Maria Eça de Queiroz
Thomas Reid	Thomas Reid
Straton	Straton från Lampsakos
Francis Hutcheson	Francis Hutcheson
Willem Schouten	Willem Corneliszoon Schouten
Hákon herðabreiður	Håkon Herdebrei
Ultravox	Ultravox
Amon Tobin	Amon Tobin
Dan Mintz	Dan Mintz
Retorísk spurning	Retorisk fråga
Jay Baruchel	Jay Baruchel
Olivier Weber	Olivier Weber
Lennart Torstenson	Lennart Torstenson
Olíukreppan 1973	Oljekrisen 1973
Birgir jarl	Birger jarl
Jerry Stiller	Jerry Stiller
José de Anchieta	Jose de Anchieta
Alexander frá Afrodísías	Alexander från Afrodisias
Andleg heilsa	Psykisk hälsa
Kinney Lake	Kinney Lake
Simon Vouet	Simon Vouet
Craven Cottage	Craven Cottage
Nelson Goodman	Nelson Goodman
Codex Alexandrinus	Codex Alexandrinus
Abel (mannsnafn)	Abel
Anthony Trollope	Anthony Trollope
Ian Rankin	Ian Rankin
Phil Ivey	Phil Ivey
Eiríkur góði	Erik Ejegod
Thomas Rowlandson	Thomas Rowlandson
Keðjuverkun (hjólreiðar)	Critical Mass
Atlantis: Týnda Borgin	Atlantis – En försvunnen värld
Þjóðardeildin (NFL)	National Football Conference
Yigal Amir	Yigal Amir
Khalid Sheikh Mohammed	Khalid Sheikh Mohammed
Rush Limbaugh	Rush Limbaugh
Háskólinn í Melbourne	University of Melbourne
Al Franken	Al Franken
Christopher Dodd	Christopher Dodd
Óskarsverðlaunin 2006	Oscarsgalan 2006
Ibn al-Nafis	Ibn an-Nafis
Jerry Fodor	Jerry Fodor
Mátreikningur	Modulär aritmetik
Trilljón	Triljon
Farþegi	Passagerare
Staðfang	Adress
Christian Michelsen	Christian Michelsen
Stein Rokkan	Stein Rokkan
Sanya	Sanya
Einkeypi	Monopsoni
Siedlce	Siedlce
Joey	Joey
Liberty Island	Liberty Island
Antíokkos frá Askalon	Antiochos från Askalon
Souphanouvong	Prins Souphanouvong
John Roberts	John Roberts (skådespelare)
Eugene Mirman	Eugene Mirman
Cody Cameron	Cody Cameron
Lokað mengi	Sluten mängd
Sutton (borgarhluti)	London Borough of Sutton
Mat á umhverfisáhrifum	Miljökonsekvensbeskrivning
Límband	Tejp
Alkestis	Alkestis
Kokhlust	Örontrumpet
Krátrokk	Krautrock
David Gray	David Gray
Sidney Sonnino	Sidney Sonnino
Martin Seligman	Martin Seligman
Christian Jürgensen Thomsen	Christian Jürgensen Thomsen
Nestor sagnaritari	Nestor (författare)
Shemar Moore	Shemar Moore
Thomas Gibson	Thomas Gibson
Jean-Marc Bosman	Jean-Marc Bosman
Þrasýmakkos	Thrasymachos
Robert Blake	Robert Blake (amiral)
Gábor Talmácsi	Gábor Talmácsi
Robert Wisdom	Robert Wisdom
Knútur Eiríksson	Knut Eriksson
Lucas van Leyden	Lucas van Leyden
Alexandros Papadiamantis	Alexandros Papadiamantis
Jóhann Sörkvisson	Johan Sverkersson
Viðurlag	Apposition
Katyn	Katyn
Samsemdarvörpun	Identitetsfunktion
Holstentor	Holstentor
Herbert Fandel	Herbert Fandel
Lögmál Greens	Greens sats
Walhalla	Walhalla
Richard Serra	Richard Serra
Otto Sverdrup	Otto Sverdrup
Jón Sigurðsson (forseti)	Jón Sigurðsson (1811–1879)
Ittoqqortoormiit	Ittoqqortoormiit
Main Tower	Maintower
Abiskó	Abisko
Jóhann Mórits af Nassá-Siegen	Johan Moritz av Nassau-Siegen
Cecilienhof-kastalinn	Cecilienhof
Einstein-turninn (Potsdam)	Einsteinturm
Travemünde	Travemünde
Effendi	Effendi
Áfengisgjald	Alkoholskatt
Hærusauður	Manfår
Brúðönd	Brudand
Witt-safnið	Museum Witt
Martröð á jólanótt	The Nightmare Before Christmas
Heavisidefall	Heavisides stegfunktion
Vígbúnaðarkapphlaup	Kapprustning
Ribe	Ribe
Paimpol	Paimpol
Fingurbjörg	Fingerborg
Regla Cramers	Cramers regel
Sarong	Sarong
