អាហ្វ្រិក	Afrika
ខេត្តអូគីណាវ៉ា	Okinawa prefektur
គណបក្សប្រជាជនកម្ពុជា	Kambodjanska folkpartiet
អាស៊ីខាងត្បូង	Sydasien
កណ្ដុរភ្នំ	Egentliga bamburåttor
ឃុំបន្ទាយឆ្មារ	Banteay Chhmar
តំបន់ត្រីកោណមាស	Gyllene triangeln, Asien
សង្គ្រាមផ្ទៃក្នុងកម្ពុជា	Kambodjanska inbördeskriget
ESET	ESET
អាស៊ីហ្គេមរដូវរងារ	Asiatiska vinterspelen
ក្រុងយ៉ាណៃ	Yanai
KM	Kilometer
BRIC	BRIC
ជម្រើសអ្នកប្រើប្រាស់	Konsumentteori
ប្រព័ន្ធគោល	Talbas
ក្រុមប្រឹក្សាអូឡាំពិកអាស៊ី	Asiens olympiska råd
McDonnell Douglas F-15E Strike Eagle	McDonnell Douglas F-15E Strike Eagle
២៤២	242 (tal)
សារមន្ទីរទួលស្លែង	S-21 Tuol Sleng
VietJet Air	VietJet Air
សាកលវិទ្យាល័យ ចុឡាលុងករណ៍	Chulalongkornuniversitetet
អនុគមន៍ស៊ីនុសកាឌីណាល់	Sinc-funktionen
ខេត្តព្រៃវែង	Prey Veng (provins)
អនុគមន៍ពហុហ្គាំម៉ា	Polygammafunktionen
កប្ប	Kalpa (tidsenhet)
ខ្សែទឹកអេក្វាទ័រខាងជើង	Ekvatorialström
នគរវ្នំ	Funan
ខេត្តកំពង់ឆ្នាំង	Kampong Chhnang
ព្រះនាងមាយា	Mahamaya
ពោធិបក្ខិយធម៌	Bodhipakkhiyādhammā
ការ​បញ្ចាំង​ស្លាយ	Bildspel
វីគីភីឌាភាសាខ្មែរ	Lättflyktiga organiska föreningar
ចំប៉ីសៀម	Ökenrossläktet
ជំនួយ:មាតិកា	Wikipedia:Hjälp
ច្បាប់ប្រលេឡូក្រាម	Parallellogramlagen
ព្រៃវែង	Prey Veng
ធនធានដែលមិនកកើតឡើងវិញ	Icke förnybara energikällor
ខ្សែទឹកអៀមីងហ្គើរ	Irmingerströmmen
វិសមភាព ហាតឌី	Hardys olikhet
ស្វាកន្ទុយស	Pygathrix nigripes
ពិធីបុណ្យមាឃបូជា	Magha Puja
សុន សេន	Son Sen
ចំនួនតេត្រាអែក	Tetraedertal
ក្រុងកំពង់ធំ	Kampong Thum
ភ្នំដា	Ankor Borei och Phnom Da
ចំណុចរំពុះ	Kokpunkt
សាធារណរដ្ឋខ្មែរ	Khmerrepubliken
អក្សរខ្មែរ	Khmerisk skrift
ក្មេងទំនើង	Ungdomskriminalitet
ចេនឡា	Chenla
ប្រកែកនយោបាយថៃ ស.ក.២០១០	Politiska protesterna i Thailand 2010
កម្មវីធីសូនីវីហ្គាស	Sony Vegas
កងទ័ពអេហ្ស៊ីប	Egyptiska väpnade styrkor
ខ្សែទឹកណរវេយ	Norska strömmen
វិសមភាពញូតុន	Newtons olikheter
តំបន់អឌ្ឍច័ន្ទមាស	Gyllene halvmånen
សហរដ្ឋ	Union (statsvetenskap)
ផលបូក រីម៉ាន	Riemannsumma
វិគីភីឌា:ស្ថានទូតខ្មែរ	Wikipedia:Ambassaden
ប្រៃសណីយ៍ភ័ណ្ឌ	Paket (postväsen)
នវវិទ្យា	Neologi
អនុគមន៍ទ្រីហ្គាំម៉ា	Trigammafunktionen
ខ្សែទឹករង្វល់របស់មហាសមុទ្រ	Havsströmsvirvelområde
វិទ្យុតាមអ៊ីនធើណែត	Digitalradio
ខ្សែទឹកហ្គ្រីនលែនខាងលិច	Västra Grönlandsströmmen
ឈូងសមុទ្រ	Bukt
មួយម៉ូនីកា	Agnes Monica
ESET NOD32 Antivirus	NOD32
វិគីភីឌា:Glossary	Wikipedia:Ordlista
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសជប៉ុន	Kategori:Japan
ចំណាត់ថ្នាក់ក្រុម:ម៉ិកសិច	Kategori:Mexiko
វិធីសាស្រ្តក្នុងការទំនាក់ទំនង	Kommunikationsmodell
ចេមនិងផ្លែប៉ែសយក្ស	James och jättepersikan
ចំណាត់ថ្នាក់ក្រុម:ឥណ្ឌូនេស៊ី	Kategori:Indonesien
ចំណាត់ថ្នាក់ក្រុម:សិង្ហបុរី	Kategori:Singapore
ចំណាត់ថ្នាក់ក្រុម:រូបវិទ្យា	Kategori:Fysik
ចំណាត់ថ្នាក់ក្រុម:វិទ្យាសាស្រ្តធម្មជាតិ	Kategori:Naturvetenskap
ចំណាត់ថ្នាក់ក្រុម:ជីវវិទ្យា	Kategori:Biologi
ចំណាត់ថ្នាក់ក្រុម:សាសនា	Kategori:Religion
ចំណាត់ថ្នាក់ក្រុម:កីឡា	Kategori:Sport
ចំណាត់ថ្នាក់ក្រុម:វិទ្យាសាស្ត្រ	Kategori:Vetenskap
ប្រជាមតិទាក់ទងនឹងឯករាជភាពរបស់ស្កុតឡែនឆ្នំា២០១៤	Folkomröstningen om skotsk självständighet 2014
សាសនាក្នុងប្រទេសចិន	Kinesisk religion
ត្រីគល់រាំង	Siamesisk jättekarp
ប្រវត្តិច្បាប់រក្សាសិទ្ធ	Upphovsrättens historia
ទ្រឹស្ដីនៃពណ៌	Färglära
ស្ករត្នោត	Palmsocker
ទំព័រគំរូ:Dts	Mall:Dts
ទីក្រុងរ៉ូមបុរាណ	Romerska riket
ទំព័រគំរូ:Box-footer	Mall:Box-footer
កន្ថឹកក្បាលឆ្នូត	Nordlig slätsvansspetsekorre
រឹសគូប	Kubikrot
វត្តភ្នំ	Wat Phnom
អាគីតា	Akita (olika betydelser)
អនុគមន៍ហ្សេតាបឋម	Primtalszetafunktionen
អ្នកសារពត័មាន	Journalist
ចំណាត់ថ្នាក់ក្រុម:អូឡាំពិក	Kategori:Olympiska spelen
ចំណាត់ថ្នាក់ក្រុម:ព្រះពុទ្ធសាសនា	Kategori:Buddhism
ប្រអប់ខ្សាច់	Sandlåda
ស្ថានីយទូរទស្សន៍	TV-kanal
ជំងឺរលាកបំពង់ក	Faryngit
ទំព័រគំរូ:Lang-ta	Mall:Lang-ta
អូរកែវ	Oc Eo
ពហុធាប៊ែរនូយី	Bernoullipolynom
ខេត្តបលិខាំសៃ	Bolikhamsai (provins)
ចៅ​សែន​ កុសល​ឈុំ	Chau Sen Cocsal Chhum
ជញ្ជាំងក្រហម	Redwall - Cluny Gisslaren
ព្រះរាជាណាចក្រកម្ពុជា (១៩៥៣-១៩៧០)	Kungariket Kambodja (1953-1970)
ចំណាត់ថ្នាក់ក្រុម:អត្ថបទខ្លីមិនពេញលេញ	Kategori:Stubbar
ចំណាត់ថ្នាក់ក្រុម:ទ្វីប	Kategori:Världsdelar
ចំណាត់ថ្នាក់ក្រុម:ភូមិវិទ្យា	Kategori:Geologi
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះ	Kategori:Luftfarkoster
ខេមបូឌា ដេលី	Cambodia Daily
ទំព័រគំរូ:ប្រព័ន្ធព្រះអាទិត្យ	Mall:Solsystemet
ពីរ៉ាមីត	Pyramid (geometri)
ពន្ធតែមប្រិ៍	Stämpelskatt
កន្លះបរិមាត្រ	Semiperimeter
គ្រោះមហន្តរាយ	Katastrof
អនុគមន៍គុយ-តែតតា	Q-thetafunktionen
វិគីភីឌា:Reference desk	Wikipedia:Faktafrågor
ទំព័រគំរូ:Authority control	Mall:Auktoritetsdata
ទំព័រគំរូ:Quote	Mall:Citat
ទំព័រគំរូ:Location map Scotland	Mall:Kartposition Skottland
ទំព័រគំរូ:Location map England	Mall:Kartposition England
ចំណាត់ថ្នាក់ក្រុម:សេដ្ឋកិច្ច	Kategori:Nationalekonomi
វិគីភីឌា:សុំប្តូរអត្តនាម	Wikipedia:Byte av användarnamn
វិគីភីឌា:Oversight	Wikipedia:Censorer
វិគីភីឌា:រូបយន្ត	Wikipedia:Robotar
ចំណាត់ថ្នាក់ក្រុម:Hidden categories	Kategori:Dolda kategorier
វិសមភាពភីត្រឹ	Peetres olikhet
អេហ៊្សីប	Egypten
វិគីភីឌា:វិគីគម្រោង	Wikipedia:Projekt
យីហ៊ុប	Magnolia coco
ទំព័រគំរូ:Bot	Mall:Bot
វិគីភីឌា:អ្វីៗដែលវិគីភីឌាមិនអនុញ្ញាត	Wikipedia:Vad Wikipedia inte är
កាណាដា	Kanada
វិសមភាព ស្ទេហ្វេនសេន	Steffensens olikhet
ចំណាត់ថ្នាក់ក្រុម:ប្រទេសអាយឡែន	Kategori:Island
វិគីភីឌា:អំពីវិគីភីឌា	Wikipedia:Om
ចំណាត់ថ្នាក់ក្រុម:ខ្នាតក្រលាផ្ទៃ	Kategori:Areaenheter
ទំព័រគំរូ:Flagicon	Mall:Flaggbild
ចំណាត់ថ្នាក់ក្រុម:អឺរ៉ុប	Kategori:Europa
ចំណាត់ថ្នាក់ក្រុម:ជំនួយក្នុងវិគីភីឌា	Kategori:Wikipedia:Hjälp
វិគីភីឌា:ទំព័រអ្នកប្រើប្រាស់	Wikipedia:Användarsidor
វិគីភីឌា:ព្រឹត្តិការណ៍​ថ្មីៗ	Portal:Aktuella händelser
ទំព័រគំរូ:Documentation	Mall:Dokumentation
វិគីភីឌា:អ្នកប្រើប្រាស់	Wikipedia:Typer av användare
វិគីភីឌា:Protection policy	Wikipedia:Skrivskydd
វិគីភីឌា:WikiLove	Wikipedia:Wikikärlek
វិគីភីឌា:ហត្ថលេខា	Wikipedia:Signera diskussionsinlägg
វិគីភីឌា:អត្ថបទខ្លីមិនពេញលេញ	Wikipedia:Stubbar
វិគីភីឌា:លក្ខណៈវិនិច្ឆ័យនៃលុបជាបន្ទាន់	Wikipedia:Snabbraderingar
វិគីភីឌា:Most wanted articles	Wikipedia:Önskelista
ទំព័រគំរូ:Facebook navbox	Mall:Facebook
វិគីភីឌា:Huggle	Wikipedia:Huggle
វិសមភាព អាស្គី-ហ្គាស្ពើ	Askey–Gaspers olikhet
ទំព័រគំរូ:Softredirect	Mall:Mjuk omdirigering
ទំព័រគំរូ:លុបជាបន្ទាន់	Mall:Radera
ក្លោងទ្វារ:ចិន	Portal:Kina
វិគីភីឌា:វិគីគម្រោង ជីវប្រវត្តិ	Wikipedia:Projekt biografier
ជំនួយ:ប្រអប់ព័ត៌មាន	Wikipedia:Faktamallar
ឫសទី១២នៃ២	Tolfte roten ur 2
នរោត្តម មុនីនាថ សីហនុ	Norodom Monineath
ចំណាត់ថ្នាក់ក្រុម:ភាសា	Kategori:Språk
ចំណាត់ថ្នាក់ក្រុម:វេយ្យាករណ៍	Kategori:Grammatik
ចំណាត់ថ្នាក់ក្រុម:វិគីភីឌា	Kategori:Wikipedia
វិគីភីឌា:ការបដិសេធ ទូទៅ	Wikipedia:Allmänt förbehåll
ជំនួយ:ចំណាត់ថ្នាក់ក្រុម	Wikipedia:Kategorier
វិគីភីឌា:សារទំព័រគំរូ	Wikipedia:Meddelandemall
វិគីភីឌា:អសង្ស័យកម្ម	Wikipedia:Stilguide
Portal:Contents/Portals	Portal:Portaler
ទំព័រគំរូ:Navbox	Mall:Navbox
ជំនួយ:រូបមន្ត	Wikipedia:Matematiska uttryck
ជំនួយ:តំណភ្ជាប់	Wikipedia:Wikilänkar
ទំព័រគំរូ:Citation needed	Mall:Källa behövs
តំបន់ពាណិជ្ជកម្មសេរី	Frihandelsavtal
ទំព័រគំរូ:Error	Mall:Error
ទំព័រគំរូ:!	Mall:!
ចំណាត់ថ្នាក់ក្រុម:Flag templates	Kategori:Flaggmallar
ទំព័រគំរូ:((	Mall:((
ទំព័រគំរូ:))	Mall:))
ទំព័រគំរូ:=	Mall:=
ទំព័រគំរូ:Navbar	Mall:Navbar
ទំព័រគំរូ:Loop	Mall:Loop
ទំព័រគំរូ:Void	Mall:Void
ទំព័រគំរូ:Key press	Mall:Knapp
ទំព័រគំរូ:Transclude	Mall:Transclude
ទំព័រគំរូ:Sc	Mall:Kapitäler
ទំព័រគំរូ:Small	Mall:Small
ទំព័រគំរូ:Clear	Mall:Clear
ទំព័រគំរូ:Col-break	Mall:Col-break
ទំព័រគំរូ:Col-begin	Mall:Col-begin
ទំព័រគំរូ:Col-end	Mall:Col-end
ទំព័រគំរូ:Trim	Mall:Str trim
ទំព័រគំរូ:Nowrap	Mall:Nowrap
ទំព័រគំរូ:Bots	Mall:Bots
ទំព័រគំរូ:Abbr	Mall:Tooltip
វិគីភីឌា:វិគីគម្រោង ទំព័រគំរូ	Wikipedia:Projekt mallstandardisering
ចំណាត់ថ្នាក់ក្រុម:ខ្សែកោង	Kategori:Kurvor
ទំព័រគំរូ:Babel	Mall:Babel
ទំព័រគំរូ:Commons	Mall:Commons
ទំព័រគំរូ:Link GA	Mall:Link GA
ទំព័រគំរូ:NavPeriodicTable	Mall:PeriodiskaSystemet
វិគីភីឌា:Citing sources	Wikipedia:Källhänvisningar
ទំព័រគំរូ:អត្ថបទខ្លីមិនពេញលេញ	Mall:Stub
ទំព័រគំរូ:User af-1	Mall:Användare af-1
ទំព័រគំរូ:User als-1	Mall:Användare als-1
ទំព័រគំរូ:User az	Mall:Användare az
ទំព័រគំរូ:See also	Mall:Se även
ទំព័រគំរូ:User de	Mall:Användare de
ទំព័រគំរូ:User de-1	Mall:Användare de-1
ទំព័រគំរូ:User et-1	Mall:Användare et-1
ទំព័រគំរូ:User el	Mall:Användare el
ទំព័រគំរូ:User es	Mall:Användare es
ទំព័រគំរូ:User de-3	Mall:Användare de-3
ទំព័រគំរូ:User en-3	Mall:Användare en-3
ទំព័រគំរូ:User en-1	Mall:Användare en-1
ទំព័រគំរូ:User en-2	Mall:Användare en-2
ទំព័រគំរូ:User en-4	Mall:Användare en-4
ទំព័រគំរូ:User fi	Mall:Användare fi
ទំព័រគំរូ:User en-0	Mall:Användare en-0
ទំព័រគំរូ:User en	Mall:Användare en
ទំព័រគំរូ:User de-2	Mall:Användare de-2
ទំព័រគំរូ:User es-1	Mall:Användare es-1
ទំព័រគំរូ:User fa	Mall:Användare fa
ទំព័រគំរូ:User fr-1	Mall:Användare fr-1
ទំព័រគំរូ:User id-3	Mall:Användare id-3
ទំព័រគំរូ:User it-3	Mall:Användare it-3
ទំព័រគំរូ:User tr-2	Mall:Användare tr-2
ទំព័រគំរូ:User fr-2	Mall:Användare fr-2
ទំព័រគំរូ:User tr	Mall:Användare tr
ទំព័រគំរូ:User ja	Mall:Användare ja
ទំព័រគំរូ:User ja-1	Mall:Användare ja-1
ទំព័រគំរូ:User it-1	Mall:Användare it-1
ទំព័រគំរូ:User fr	Mall:Användare fr
ទំព័រគំរូ:Location map/Info	Mall:Kartposition/Info
ចំណាត់ថ្នាក់ក្រុម:Navigational boxes	Kategori:Navigationsrutor
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសតាជីគីស្ថាន	Mall:Landsdata Tadzjikistan
ចំណាត់ថ្នាក់ក្រុម:អាស៊ី	Kategori:Asien
ចំណាត់ថ្នាក់ក្រុម:User uk-N	Kategori:Användare uk-N
ទំព័រគំរូ:Intricate template	Mall:Komplicerad kod
ទំព័រគំរូ:Lang-ja	Mall:Lang-ja
ទំព័រគំរូ:ទិន្នន័យប្រទេស គុយវ៉ែត	Mall:Landsdata Kuwait
ទំព័រគំរូ:Mod	Mall:Mod
ទំព័រគំរូ:User it	Mall:Användare it
ទំព័រគំរូ:User uk	Mall:Användare uk
ទំព័រគំរូ:User es-2	Mall:Användare es-2
ទំព័រគំរូ:ស្វាគមន៍	Mall:Nybörjare
ទំព័រគំរូ:គម្រោងវិគីជាបងប្អូន	Mall:Wikipediasystrar
ចំណាត់ថ្នាក់ក្រុម:External link templates	Kategori:Externa länkmallar
ទំព័រគំរូ:ទិន្នន័យប្រទេស ស្លូវ៉ាគី	Mall:Landsdata Slovakien
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូសំរាប់កូអរដោនេ	Kategori:Koordinatmallar
ទំព័រគំរូ:Country flagnavy	Mall:Flotta/core
ទំព័រគំរូ:USA	Mall:USA
ទំព័រគំរូ:ទិន្នន័យប្រទេស អេត្យូពី	Mall:Landsdata Etiopien
ទំព័រគំរូ:ទិន្នន័យប្រទេស ឆេក	Mall:Landsdata Tjeckien
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសថៃ	Mall:Landsdata Thailand
ទំព័រគំរូ:ទិន្នន័យប្រទេស គុយបា	Mall:Landsdata Kuba
ទំព័រគំរូ:Lang-km	Mall:Lang-km
ទំព័រគំរូ:ទិន្នន័យប្រទេស អាល់បានី	Mall:Landsdata Albanien
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសប៉េរូ	Mall:Landsdata Peru
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសម៉ាកាវ	Mall:Landsdata Macao
ទំព័រគំរូ:ទិន្នន័យប្រទេស សាធារណរដ្ឋចិន	Mall:Landsdata Republiken Kina
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអ៊ូបេគីស្ថាន	Mall:Landsdata Uzbekistan
ចំណាត់ថ្នាក់ក្រុម:User ms	Kategori:Användare ms
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសឡាតវី	Mall:Landsdata Lettland
ទំព័រគំរូ:Football kit	Mall:Fotbollkit
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសម៉ាល់តា	Mall:Landsdata Malta
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសម៉ូណាកូ	Mall:Landsdata Monaco
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសដាណឺម៉ាក	Mall:Landsdata Danmark
ទំព័រគំរូ:Wikiatlas	Mall:Wikiatlas
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសប៉ូឡូញ	Mall:Landsdata Polen
ចំណាត់ថ្នាក់ក្រុម:User fr-1	Kategori:Användare fr-1
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសណ័រវ៉េ	Mall:Landsdata Norge
ទំព័រគំរូ:ទិន្នន័យប្រទេស ហ្សកហ៊្សី	Mall:Landsdata Georgien
ទំព័រគំរូ:Wikiquote	Mall:Wikiquote
ទំព័រគំរូ:Country showdata	Mall:Land showdata
ទំព័រគំរូ:Image label	Mall:Image label
ទំព័រគំរូ:ទិន្នន័យប្រទេស ស្រីលង្កា	Mall:Landsdata Sri Lanka
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសមិចសិច	Mall:Landsdata Mexiko
ទំព័រគំរូ:ទិន្នន័យប្រទេស ក្រិច	Mall:Landsdata Grekland
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអារ៉ាប៊ីសាអូឌីត	Mall:Landsdata Saudiarabien
ទំព័រគំរូ:ទិន្នន័យប្រទេស ក្រូអាត	Mall:Landsdata Kroatien
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អ្នកនិពន្ធ	Mall:Författare
ទំព័រគំរូ:Stub category	Mall:Kategoristub
ទំព័រគំរូ:Ja icon	Mall:Ja ikon
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសសហភាពអារ៉ាប់អេមីរ៉េត	Mall:Landsdata Förenade Arabemiraten
ទំព័រគំរូ:Infobox television	Mall:Infobox TV-program
ទំព័រគំរូ:Geographic location	Mall:Geografiskt läge
ទំព័រគំរូ:Prose	Mall:Prosa
ទំព័រគំរូ:Infobox musical artist	Mall:Infobox musiker
ទំព័រគំរូ:ទិន្នន័យប្រទេស Serbia	Mall:Landsdata Serbien
ទំព័រគំរូ:Collapsible list	Mall:Hopfällbar lista
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអូស្រ្តាលី	Mall:Landsdata Australien
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសប៉ាឡេស្ទីន	Mall:PSE
ទំព័រគំរូ:Subatomic particle	Mall:SubatomicParticle
ទំព័រគំរូ:Sidebar	Mall:Sidebar
ទំព័រគំរូ:In use	Mall:Pågår
ទំព័រគំរូ:Es icon	Mall:Es ikon
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសបារាំង	Mall:Landsdata Frankrike
ទំព័រគំរូ:Ambox	Mall:Ambox
ទំព័រគំរូ:Update	Mall:Inaktuell
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន មន្ទីរពេទ្យ	Mall:Infobox Sjukhus
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ទស្សនាវដ្ដី	Mall:Tidskrift
ទំព័រគំរូ:Image requested	Mall:Illustrationsbehov
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ភ្លេងជាតិ	Mall:Infobox Nationalsång
ទំព័រគំរូ:Very long	Mall:Väldigt lång
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសគាហ្គីស្ថាន	Mall:KGZ
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន សាលារៀន	Mall:Infobox skola
ទំព័រគំរូ:Rnd	Mall:Rnd
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ប្រទេស	Mall:Landsfakta
ទំព័រគំរូ:Max	Mall:Högsta
ទំព័រគំរូ:Infobox software	Mall:Datorprogram
ទំព័រគំរូ:ទិន្នន័យប្រទេស ឡាវ	Mall:Landsdata Laos
ទំព័រគំរូ:Infobox airline	Mall:Flygbolag
ទំព័រគំរូ:Wide image	Mall:Panorama
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអូទ្រីស	Mall:Landsdata Österrike
ទំព័រគំរូ:Collapsible option	Mall:Hopfällbart alternativ
វិគីភីឌា:សំណួរ	Wikipedia:Frågor och svar
ទំព័រគំរូ:Redirect4	Mall:Str left
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសនេប៉ាល់	Mall:Landsdata Nepal
ទំព័រគំរូ:Pagelist	Mall:Pagelist
ទំព័រគំរូ:Px	Mall:Px
ទំព័រគំរូ:Resolved	Mall:Utfört
ទំព័រគំរូ:Str sub long	Mall:Str sub
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសហ្វាំងឡង់	Mall:Landsdata Finland
ទំព័រគំរូ:Selfref	Mall:Hänvisning2
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហ្វីលីពីន	Mall:PHL
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអេស៊ីប	Mall:Landsdata Egypten
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសលីថូនី	Mall:Landsdata Litauen
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន គណបក្សនយោបាយ	Mall:Partifakta
ទំព័រគំរូ:ទិន្នន័យប្រទេស ជប៉ុន	Mall:Landsdata Japan
ទំព័រគំរូ:Expand section	Mall:Stubavsnitt
ទំព័រគំរូ:Navbox with columns	Mall:Navbox with columns
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ល្បែងវីដេអូ	Mall:Datorspelsfakta
ទំព័រគំរូ:IsLeapYear	Mall:Omskottår
ទំព័រគំរូ:Age in years and days	Mall:Ålder i år och dagar
ទំព័រគំរូ:Nom	Mall:Nom2
ទំព័រគំរូ:Facebook	Mall:Facebook-konto
ទំព័រគំរូ:Cleanup	Mall:Städa
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន សាកលវិទ្យាល័យ	Mall:Universitet
ទំព័រគំរូ:Cite journal	Mall:Tidskriftsref
ទំព័រគំរូ:ទិន្នន័យប្រទេស អាស៊ែបៃហ្សង់	Mall:Landsdata Azerbajdzjan
ទំព័រគំរូ:វិគីសៀវភៅ	Mall:Wikibooks
ទំព័រគំរូ:Image	Mall:Bild
ទំព័រគំរូ:User browser:Firefox	Mall:Användare Firefox
ទំព័រគំរូ:User es-0	Mall:Användare es-0
ទំព័រគំរូ:Time ago	Mall:Tid sedan
ទំព័រគំរូ:Familytree	Mall:Släktträd
ទំព័រគំរូ:ទិន្នន័យប្រទេស វៀតណាម	Mall:Landsdata Vietnam
ទំព័រគំរូ:S-aft	Mall:S-aft
ទំព័រគំរូ:Featured article	Mall:Utmärkt
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសរុស្ស៊ី	Mall:Landsdata Ryssland
ចំណាត់ថ្នាក់ក្រុម:User en-4	Kategori:Användare en-4
ចំណាត់ថ្នាក់ក្រុម:User en	Kategori:Användare en
ចំណាត់ថ្នាក់ក្រុម:User zh	Kategori:Användare zh
ចំណាត់ថ្នាក់ក្រុម:User zh-N	Kategori:Användare zh-N
ចំណាត់ថ្នាក់ក្រុម:User en-2	Kategori:Användare en-2
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន	Mall:Faktamall
ទំព័រគំរូ:TOC right	Mall:TOChöger
ទំព័រគំរូ:Main other	Mall:Artikel annan
ទំព័រគំរូ:User zh	Mall:Användare zh
ទំព័រគំរូ:Template other	Mall:Mall annan
ទំព័រគំរូ:Legend	Mall:Legend
ទំព័រគំរូ:Cite web	Mall:Webbref
ទំព័រគំរូ:YouTube	Mall:Youtube
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអ៊ីតាលី	Mall:Landsdata Italien
ទំព័រគំរូ:Current	Mall:Pågående
ទំព័រគំរូ:ទិន្នន័យប្រទេស	Mall:Landsdata
ទំព័រគំរូ:Won	Mall:Vinst
ទំព័រគំរូ:Tnavbar-collapsible	Mall:Navbar-collapsible
ទំព័រគំរូ:Coor URL	Mall:Coor URL
ទំព័រគំរូ:Min	Mall:Lägsta
ទំព័រគំរូ:Wiktionary	Mall:Wiktionary
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសស៊ុយអែត	Mall:Landsdata Sverige
ទំព័រគំរូ:Bar box	Mall:Stapeldiagram
ទំព័រគំរូ:Chem	Mall:Kemisk formel
ទំព័រគំរូ:Language icon	Mall:Språkikon
ទំព័រគំរូ:Lang-sr	Mall:Lang-sr
ទំព័រគំរូ:User ru	Mall:Användare ru
ទំព័រគំរូ:IPA	Mall:IPA
ទំព័រគំរូ:អត្ថន័យដទៃទៀត	Mall:Olika betydelser
ទំព័រគំរូ:ទិន្នន័យប្រទេស សហភាពសូវៀត	Mall:Landsdata Sovjetunionen
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសឥណ្ឌា	Mall:Landsdata Indien
ទំព័រគំរូ:Language with name	Mall:LangWithName
ទំព័រគំរូ:Birth year and age	Mall:Ålder
ទំព័រគំរូ:List of African capitals	Mall:Huvudstäder i Afrika
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ក្រុមជនជាតិ	Mall:Folkgrupp
ទំព័រគំរូ:Archive box	Mall:Arkivbox
ទំព័រគំរូ:MONTHNAME	Mall:MÅNADSNAMN
វិគីភីឌា:Text of GNU Free Documentation License	Wikipedia:Texten till GNU Free Documentation License
ទំព័រគំរូ:រង្វាន់ណូបែល	Mall:Nobelpriset
ទំព័រគំរូ:Sisterlinks	Mall:Systerlänkar
ទំព័រគំរូ:ទិន្នន័យប្រទេស អង់ដូរ៉ា	Mall:Landsdata Andorra
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន តំបន់ការពារ	Mall:Nationalpark
ទំព័រគំរូ:Border	Mall:Border
ទំព័រគំរូ:ទិន្នន័យប្រទេស ព័រទុយហ្គាល់	Mall:Landsdata Portugal
ទំព័រគំរូ:Death date and age	Mall:Död datum och ålder
ចំណាត់ថ្នាក់ក្រុម:People stubs	Kategori:Personstubbar
ទំព័រគំរូ:ទិន្នន័យប្រទេស បុរីវ៉ាទីកង់	Mall:Landsdata Vatikanstaten
ទំព័រគំរូ:Icon	Mall:Ikon
ចំណាត់ថ្នាក់ក្រុម:Template:Country data templates	Kategori:Landsdatamallar
ចំណាត់ថ្នាក់ក្រុម:ជ័យលាភីរង្វាន់ណូបែល ផ្នែករូបវិទ្យា	Kategori:Nobelpristagare i fysik
ចំណាត់ថ្នាក់ក្រុម:ជ័យលាភីរង្វាន់ណូបែល ផ្នែកគីមីវិទ្យា	Kategori:Nobelpristagare i kemi
